annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,language,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,lyrics
13,/songs/149005,Vampire Weekend,Everlasting Arms by Vampire Weekend,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,149005,en,1850,complete,/Vampire-weekend-everlasting-arms-lyrics,12.0,https://genius.com/Vampire-weekend-everlasting-arms-sample,"{'year': 2013, 'month': 5, 'day': 13}","May 13, 2013","May. 13, 2013",https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 92454}",Everlasting Arms,Everlasting Arms,https://genius.com/Vampire-weekend-everlasting-arms-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," I took your counsel and came to ruin Leave me to myself, leave me to myself I took your counsel and came to ruin Leave me to myself, lead me to myself  Oh, I was made to live without you But I’m never gonna understand, never understand Oh, I was born to live without you But I’m never gonna understand, never understand  Hold me in your everlasting arms Looked up full of fear, trapped beneath a chandelier That’s going down  I thought it over and drew the curtain Lead me to my cell, lead me to my cell I hummed the Dies Irae   as you played the Hallelujah Lead me to my cell, don't leave me in my cell  If you’d been made to serve a master You'd be frightened by the open hand, frightened by the hand Could I have been made to serve a master? Well, I’m never gonna understand, never understand  Hold me in your everlasting arms Looked up full of fear, trapped beneath the chandelier That’s going down Hold me in your everlasting arms Looked up full of fear, trapped beneath the chandelier That’s going down Hold me in your everlasting arms"
0,/songs/5248921,Vampire Weekend,Exit Music (For a Film) by Vampire Weekend,https://images.genius.com/11aa552a22db678674a92e03df110e6e.300x300x1.jpg,https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg,5248921,en,8121664,complete,/Vampire-weekend-exit-music-for-a-film-lyrics,,https://genius.com/Vampire-weekend-exit-music-for-a-film-sample,,,,https://images.genius.com/11aa552a22db678674a92e03df110e6e.300x300x1.jpg,https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Exit Music (For a Film),Exit Music (For a Film),https://genius.com/Vampire-weekend-exit-music-for-a-film-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}","Wake from your sleep The drying of your tears Today we escape We escape Pack and get dressed Before your father hears us Before all hell Breaks loose Breathe, keep breathing Don't lose your nerve Breathe, keep breathing I can't do this alone Sing us a song A song to keep us walking There's such a chill Such a chill You can laugh a spineless laugh We hope your rules and wisdom choke you Now we are one in everlasting peace We hope that you choke, that you choke"
26,/songs/149187,Vampire Weekend,Finger Back by Vampire Weekend,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,149187,en,12,complete,/Vampire-weekend-finger-back-lyrics,11.0,https://genius.com/Vampire-weekend-finger-back-sample,"{'year': 2013, 'month': 5, 'day': 13}","May 13, 2013","May. 13, 2013",https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 185522}",Finger Back,Finger Back,https://genius.com/Vampire-weekend-finger-back-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Bend my finger back, snap!  Wrap it in a paper towel Break a twig in half and set it straight Beat me with a wood bat,   hit me with a canister That's fired while the soldiers drive away Bend my finger back, snap On and on and on and on for days Hit me with a wood bat, hit me like a Yankee Like a son of freedom, never as a slave  It's etiquette, you idiot, spend time behind the line Show sympathy to LA where the sun don't ever shine Everybody wants you, but baby, you are mine And baby, you're not anybody's fool  Bless me with a heart attack, a real crise cardiaque And show me where to find the surgeon’s knife Eviscerate me now, hack!   Take me to my punishment The punishment I needed all my life Bend my finger back, snap! On and on and on and on with strife Listen to my  bum rap,   listen to the evidence Exonerating me from being right"
11,/songs/3788028,Vampire Weekend (Ft. Steve Lacy),Flower Moon by Vampire Weekend (Ft. Steve Lacy),https://images.genius.com/a1433593f37dbf5a65328359db03c296.300x300x1.png,https://images.genius.com/a1433593f37dbf5a65328359db03c296.494x494x1.png,3788028,en,1495791,complete,/Vampire-weekend-flower-moon-lyrics,5.0,https://genius.com/Vampire-weekend-flower-moon-sample,"{'year': 2019, 'month': 5, 'day': 3}","May 3, 2019","May. 3, 2019",https://images.genius.com/a1433593f37dbf5a65328359db03c296.300x300x1.png,https://images.genius.com/a1433593f37dbf5a65328359db03c296.494x494x1.png,"{'unreviewed_annotations': 7, 'hot': False, 'pageviews': 44535}",Flower Moon,Flower Moon (Ft. Steve Lacy),https://genius.com/Vampire-weekend-flower-moon-lyrics,"[{'api_path': '/artists/512850', 'header_image_url': 'https://images.genius.com/f5a4f672d4b480e4bda97e64cdd8a43a.1000x302x1.png', 'id': 512850, 'image_url': 'https://images.genius.com/9d955afbe996c8c681acb0ab7ba1f3de.632x632x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Steve Lacy', 'url': 'https://genius.com/artists/Steve-lacy'}]","{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Flower moon   cursed the night If the sun don't make things right Then it's gonna take a year Gonna take a year Flower  moon, sacred sign Coca-Cola and red wine Now's the time to disappear Gonna take a year  It was the right place, wrong time Another night at the borderline Another night in the sway of the flower moon It was the right week on a cursed day Another chapter was underway Another year in the light of the flower moon It was the right place, wrong time Another night at the borderline Another night in the sway of the flower moon It was the right week on a cursed day Another chapter was underway Another year in the light of the flower moon  It was the right place, wrong time Another night at the borderline Another night in the sway of the flower moon It was the right week on a cursed day Another chapter was underway Another year in the light of the flower moon  A shift in weight A simple twist of fate Suddenly, it's much too late The rising tide's already lapping at the gate  Flower moon cursed the night If the sun don't make things right Then it's gonna take a year Gonna take a year Flower moon, sacred sign Coca-Cola and red wine Now's the time to disappear Gonna take a year  Flower moon cursed the night If the sun don't make things right Then it's gonna take a year Gonna take a year"
1,/songs/7193753,VAMP1RE WEEKEND (Ft. BrycesArchives & Whitegrls),FREESTYLE* by VAMP1RE WEEKEND (Ft. BrycesArchives & Whitegrls),https://images.genius.com/6500a0570a0a0b46818d496a9513c010.300x300x1.jpg,https://images.genius.com/6500a0570a0a0b46818d496a9513c010.680x680x1.jpg,7193753,en,14665129,complete,/Vamp1re-weekend-freestyle-lyrics,,https://genius.com/Vamp1re-weekend-freestyle-sample,,,,https://images.genius.com/6500a0570a0a0b46818d496a9513c010.300x300x1.jpg,https://images.genius.com/6500a0570a0a0b46818d496a9513c010.680x680x1.jpg,"{'unreviewed_annotations': 1, 'hot': False}",FREESTYLE*,FREESTYLE* (Ft. BrycesArchives & Whitegrls),https://genius.com/Vamp1re-weekend-freestyle-lyrics,"[{'api_path': '/artists/2872869', 'header_image_url': 'https://images.genius.com/117254173c355e6af0957bafb4558114.640x640x119.gif', 'id': 2872869, 'image_url': 'https://images.genius.com/632e2fa97a78aac6361092d3b4412315.240x240x30.gif', 'is_meme_verified': False, 'is_verified': False, 'name': 'BrycesArchives', 'url': 'https://genius.com/artists/Brycesarchives'}, {'api_path': '/artists/2872868', 'header_image_url': 'https://images.genius.com/0fc9f57827df3a886d2ee2aea1c9607c.356x200x17.gif', 'id': 2872868, 'image_url': 'https://images.genius.com/e7f8fd9fa84cde158f4f84def7836507.473x473x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Whitegrls', 'url': 'https://genius.com/artists/Whitegrls'}]","{'api_path': '/artists/2875121', 'header_image_url': 'https://images.genius.com/e914a1dcd9ba2293212e1c20a2a2d343.435x245x21.gif', 'id': 2875121, 'image_url': 'https://images.genius.com/26ccdd39f558108c42629b24fec8bacf.736x736x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'VAMP1RE WEEKEND', 'url': 'https://genius.com/artists/Vamp1re-weekend'}",Verse 1: …..
12,/songs/3120,Vampire Weekend,Giant by Vampire Weekend,https://images.genius.com/099ff9bf40e47cadee5180792409e79f.300x300x1.jpg,https://images.genius.com/099ff9bf40e47cadee5180792409e79f.600x600x1.jpg,3120,en,12,complete,/Vampire-weekend-giant-lyrics,7.0,https://genius.com/Vampire-weekend-giant-sample,"{'year': 2010, 'month': 1, 'day': 11}","January 11, 2010","Jan. 11, 2010",https://images.genius.com/099ff9bf40e47cadee5180792409e79f.300x300x1.jpg,https://images.genius.com/099ff9bf40e47cadee5180792409e79f.600x600x1.jpg,"{'unreviewed_annotations': 2, 'hot': False, 'pageviews': 14180}",Giant,Giant,https://genius.com/Vampire-weekend-giant-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," It was all a dream I used to read Thrasher Magazine, looking at pictures of skateboarders California So envy me, S.O.S.   L.A.P.D Docking the yacht in such low waters Alessandra  Now it's a different game 80 percent still agree The winning cause, it pleases God The losing cause pleases me  At the duty-free Gifts of wine and Hennessy Beautifully made from such fine water Robert Smithson In an ancient scene Spiral Jetty , favorite cheese Leaving the rocks in such blind slaughter Coliseum  Now it's a different game 80 percent still agree The winning cause, it pleases God But the losing cause pleases me  Now it's a different game 80 percent still agree The winning cause, it pleases God But the losing cause pleases me"
10,/songs/53594,Vampire Weekend,Giving Up the Gun by Vampire Weekend,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.300x300x1.jpg,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.600x600x1.jpg,53594,en,12,complete,/Vampire-weekend-giving-up-the-gun-lyrics,14.0,https://genius.com/Vampire-weekend-giving-up-the-gun-sample,"{'year': 2010, 'month': 2, 'day': 19}","February 19, 2010","Feb. 19, 2010",https://images.genius.com/7abc75446dbc9936dd9d6c8236310139.300x300x1.jpg,https://images.genius.com/7abc75446dbc9936dd9d6c8236310139.1000x1000x1.jpg,"{'unreviewed_annotations': 3, 'hot': False, 'pageviews': 80723}",Giving Up the Gun,Giving Up the Gun,https://genius.com/Vampire-weekend-giving-up-the-gun-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Your sword's grown old and rusty Burnt beneath the rising sun It's locked up like a trophy Forgetting all the things it's done And though it's been a long time You're right back where you started from I see it in your eyes That now you're giving up the gun  When I was seventeen, I had wrists like steel And I felt complete And now my body fades behind a brass charade And I'm obsolete But if the chance remained to see those better days I'd cut the cannons down My ears are blown to bits from all the rifle hits But still I crave that sound  Your sword's grown old and rusty Burnt beneath the rising sun It's locked up like a trophy Forgetting all the things it's done And though it's been a long time You're right back where you started from I see it in your eyes That now you're giving up the gun  I heard you play guitar down at a seedy bar Where skinheads used to fight Your Tokugawa smile   and your garbage style Used to save the night You felt the coming wave, told me we'd all be brave You said you wouldn't flinch But in the years that passed, since I saw you last You haven't moved an inch  Your sword's grown old and rusty Burnt beneath the rising sun It's locked up like a trophy Forgetting all the things it's done And though it's been a long time You're right back where you started from I see it in your eyes That now you're giving up the gun"
17,/songs/148979,Vampire Weekend,Hannah Hunt by Vampire Weekend,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,148979,en,210523,complete,/Vampire-weekend-hannah-hunt-lyrics,42.0,https://genius.com/Vampire-weekend-hannah-hunt-sample,"{'year': 2013, 'month': 5, 'day': 14}","May 14, 2013","May. 14, 2013",https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.300x300x1.jpg,https://images.genius.com/4b36e735d717709cafbefdebfa3c1a56.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 287126}",Hannah Hunt,Hannah Hunt,https://genius.com/Vampire-weekend-hannah-hunt-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," A gardener told me some plants move But I could not believe it 'Til me and Hannah Hunt Saw crawling vines and weeping willows As we made our way from Providence to Phoenix  A man of faith said hidden eyes Could see what I was thinking I just smiled and told him That was only true of Hannah And we glided on through Waverly and Lincoln  Our days were long, our nights no longer Count the seconds, watching hours Though we live on the US dollar You and me, we got our own sense of time  In Santa Barbara, Hannah cried ""I miss those freezing beaches"" And I walked into town To buy some kindling for the fire Hannah tore the  New York Times  up into pieces  If I can't trust you then damn it, Hannah There's no future, there's no answer Though we live on the US dollar You and me, we got our own sense of time   If I can't trust you then damn it, Hannah There's no future, there's no answer Though we live on the US dollar You and me, we got our own sense of time"
15,/songs/4249136,Vampire Weekend,Harmony Hall by Vampire Weekend,https://images.genius.com/0ba70b70e3f2c55d35e0f63f07ea73bd.300x300x1.jpg,https://images.genius.com/0ba70b70e3f2c55d35e0f63f07ea73bd.1000x1000x1.jpg,4249136,en,1583418,complete,/Vampire-weekend-harmony-hall-lyrics,16.0,https://genius.com/Vampire-weekend-harmony-hall-sample,"{'year': 2019, 'month': 1, 'day': 24}","January 24, 2019","Jan. 24, 2019",https://images.genius.com/4535b464eefdbf847ffc1da7eff2a255.300x300x1.png,https://images.genius.com/4535b464eefdbf847ffc1da7eff2a255.1000x1000x1.png,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 234394}",Harmony Hall,Harmony Hall,https://genius.com/Vampire-weekend-harmony-hall-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," We took a vow in summertime Now we find ourselves in late December I believe that New Year's Eve Will be the perfect time for their great surrender But they don't remember  Anger wants a voice, voices wanna sing Singers harmonize 'til they can't hear anything I thought that I was free from all that questionin' But every time a problem ends, another one begins  And the stone walls of Harmony Hall bear witness Anybody with a worried mind could never forgive the sight Of wicked snakes inside a place you thought was dignified I don't wanna live like this, but I don't wanna die  Ooh, ooh, ooh I don't wanna live like this, but I don't wanna die  Within the halls of power lies a nervous heart that beats Like a Young Pretender's Beneath these velvet gloves I hide The shameful, crooked hands of a moneylender 'Cause I still remember  Anger wants a voice, voices wanna sing Singers harmonize 'til they can't hear anything I thought that I was free from all that questionin' But every time a problem ends, another one begins  And the stone walls of Harmony Hall bear witness Anybody with a worried mind could never forgive the sight Of wicked snakes inside a place you thought was dignified I don't wanna live like this, but I don't wanna die"
9,/songs/4435314,Vampire Weekend (Ft. Danielle Haim),Hold You Now by Vampire Weekend (Ft. Danielle Haim),https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,4435314,en,1495791,complete,/Vampire-weekend-hold-you-now-lyrics,6.0,https://genius.com/Vampire-weekend-hold-you-now-sample,"{'year': 2019, 'month': 5, 'day': 3}","May 3, 2019","May. 3, 2019",https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 103648}",Hold You Now,Hold You Now (Ft. Danielle Haim),https://genius.com/Vampire-weekend-hold-you-now-lyrics,"[{'api_path': '/artists/22245', 'header_image_url': 'https://images.genius.com/6732046924a214e9395fed1fa61cfee4.790x395x1.jpg', 'id': 22245, 'image_url': 'https://images.genius.com/4f433c1cd6f42838fb5037e1cb395a10.332x332x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Danielle Haim', 'url': 'https://genius.com/artists/Danielle-haim'}]","{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," I know the reason why you think you gotta leave Promises of future glory don't make a case for me I did my best and all the rest is hidden by the clouds I can't carry you forever, but I can hold you now  Leaving on your wedding day, all calm and dressed in white All I'll keep's the memory of one last crooked night The pews are getting filled up, the organ's playing loud I can't carry you forever, but I can hold you now Alright  God, yu tekem laef blong mi Mi mi givim nao long yu Mbae mi givim evride Blong leftemap nem blong yu  I know the reason why you think I oughta stay Funny how you're telling me on my wedding day Crying in those rumpled sheets like someone's 'bout to die You just watch your mouth when talking 'bout the father of the bride  Why's your heart grown heavy, boy, when things were feeling light? Turning this June morning into some dark judgment night This ain't the end of nothing much, it's just another round I can't carry you forever, but I can hold you now  God, yu tekem laef blong mi Mi mi givim nao long yu Mbae mi givim evride Blong leftemap nem blong yu  Alright"
14,/songs/2368,Vampire Weekend,Holiday by Vampire Weekend,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.300x300x1.jpg,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.600x600x1.jpg,2368,en,12,complete,/Vampire-weekend-holiday-lyrics,4.0,https://genius.com/Vampire-weekend-holiday-sample,"{'year': 2010, 'month': 6, 'day': 7}","June 7, 2010","Jun. 7, 2010",https://images.genius.com/45ff49e19275dcc11cd3a1bd6feac187.300x301x1.jpg,https://images.genius.com/45ff49e19275dcc11cd3a1bd6feac187.599x600x1.jpg,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 59151}",Holiday,Holiday,https://genius.com/Vampire-weekend-holiday-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Holiday, oh, a holiday And the best one of the year Dozing off underneath my sheets While I cover both my ears  But if I wait for a holiday Could it stop my fear? To go away on a summer's day Never seemed so clear  Holiday, still so far away Our republic on the beach I can't forget just how bad it gets When I'm counting on my teeth  But if I wait for a holiday Could it stop my fear? To go away on a summer's day Never seemed so clear  A vegetarian since the invasion She'd never seen the word 'bombs' She'd never seen the word 'bombs' Blown up to 96-point Futura She'd never seen an AK In a yellowy Day-Glo display A T-shirt so lovely, it turned all the history books grey  I got wheels,  I got Cutter spray And a healthy sense of worth Half of me is the gasoline But the other half's the surf"
15,/songs/384,Vampire Weekend,Horchata by Vampire Weekend,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.300x300x1.jpg,https://images.rapgenius.com/e21c6ad4e074c03630077351fc081256.600x600x1.jpg,384,en,12,complete,/Vampire-weekend-horchata-lyrics,19.0,https://genius.com/Vampire-weekend-horchata-sample,"{'year': 2009, 'month': 10, 'day': 5}","October 5, 2009","Oct. 5, 2009",https://images.rapgenius.com/6db4d3337532e86d80daec0207fb3a2a.300x301x1.jpg,https://images.rapgenius.com/6db4d3337532e86d80daec0207fb3a2a.480x482x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 106185}",Horchata,Horchata,https://genius.com/Vampire-weekend-horchata-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," In December, drinking horchata I'd look psychotic in a balaclava Winter's cold is too much to handle Pincher crabs that pinch at your sandals  In December, drinking horchata Look down your glasses at that Aranciata With lips and teeth to ask how my day went Boots and fists to pound on the pavement  Here comes a feeling you thought you'd forgotten Chairs to sit and sidewalks to walk on  You'd remember drinking horchata You'd still enjoy it with your foot on Masada Winter's cold is too much to handle Pincher crabs that pinch at your sandals  Here comes a feeling you thought you'd forgotten Chairs to sit and sidewalks to walk on Oh, you had it but oh, no, you lost it Looking back, you shouldn't have fought it  In December, drinking horchata I'd look psychotic in a balaclava Winter's cold is too much to handle Pincher crabs that pinch at your sandals Years go by and hearts start to harden Those palms and firs that grew in your garden Are falling down and nearing the rosebeds The roots are shooting up through the tool shed Those lips and teeth that asked how my day went Are shouting up through cracks in the pavement"
9,/songs/4536991,Vampire Weekend,"Houston, Dubai by Vampire Weekend",https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.300x300x1.png,https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.1000x1000x1.png,4536991,en,235879,complete,/Vampire-weekend-houston-dubai-lyrics,2.0,https://genius.com/Vampire-weekend-houston-dubai-sample,"{'year': 2019, 'month': 5, 'day': 15}","May 15, 2019","May. 15, 2019",https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.300x300x1.png,https://images.genius.com/db3fd1a06f0d5497d7873588fb55e867.1000x1000x1.png,"{'unreviewed_annotations': 8, 'hot': False, 'pageviews': 6916}","Houston, Dubai","Houston, Dubai",https://genius.com/Vampire-weekend-houston-dubai-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Houston, Dubai Dubai to Houston The country's young But the land is deep Houston, Dubai Dubai to Houston I just want to wake up Where I went to sleep  As this old world keeps turning Me through my fever dream Houston just did ninety-nine Dubai's one-eighteen  Houston, Dubai Dubai to Houston The country's young But the land is deep Houston, Dubai Dubai to Houston I just want to wake up Where I went to sleep  I got a wife back home, you know She always thinks I cheat I think about those Denton days When life was light and sweet   Every time I think I'm done The plane keeps flying back And every race beneath the sun Just takes another lap  Houston, Dubai Dubai to Houston The country's young But the land is deep Houston, Dubai Dubai to Houston I just want to wake up Where I went to sleep"
11,/songs/3891094,Vampire Weekend,How Long? by Vampire Weekend,https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,3891094,en,1495791,complete,/Vampire-weekend-how-long-lyrics,3.0,https://genius.com/Vampire-weekend-how-long-sample,"{'year': 2019, 'month': 5, 'day': 3}","May 3, 2019","May. 3, 2019",https://images.genius.com/5f9a6674593806ac72677141c0e66330.300x300x1.png,https://images.genius.com/5f9a6674593806ac72677141c0e66330.1000x1000x1.png,"{'unreviewed_annotations': 7, 'hot': False, 'pageviews': 50323}",How Long?,How Long?,https://genius.com/Vampire-weekend-how-long-lyrics,[],"{'api_path': '/artists/269', 'header_image_url': 'https://images.genius.com/b89d7174886c636a895f6df3ea3dc823.1000x563x1.jpg', 'id': 269, 'image_url': 'https://images.genius.com/11aa552a22db678674a92e03df110e6e.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': True, 'name': 'Vampire Weekend', 'url': 'https://genius.com/artists/Vampire-weekend', 'iq': 154}"," Tough choice? Don't make me laugh My life's a joke, your life's a gas You broke my heart at midnight mass Now I'm the ghost of Christmas past The only choice you gave to me Is one I took reluctantly 'Cause when we play democracy You always take immunity  How long 'til we sink to the bottom of the sea? How long, how long? How long 'til we sink and it's only you and me? How long, how long?  How long? (La-la-la-la-la-la-la) How long? (La-la-la-la) How long? (La-la-la-la-la-la-la) How long? (La-la-la-la-la)  What's the point of getting clean? You'll wear the same old dirty jeans What's the point of being seen? Those eyes are cruel, those eyes are mean What's the point of human beings? A Sharpie face on tangerines Why's it felt like Halloween since Christmas 2017?  How long? How long, how long? How long 'til we sink and it's only you and me? How long, how long?  How long? (La-la-la-la-la-la-la) How long? (La-la-la-la) How long? (La-la-la-la-la-la-la) How long? (La-la-la-la-la)"
