artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['16AVsBqzmIZTNHd0eX8VbK'],0HElIiGuDMwGRycixi7Y25,Fascination,2022,2.0,18.0
['16AVsBqzmIZTNHd0eX8VbK'],1VNFWHGOrDuZH70xJYmO7w,Diamonds,2020,3.0,27.0
['16AVsBqzmIZTNHd0eX8VbK'],4ndJxe42Hbq0J2GpNGqrQw,Under Your Spell,2017,6.0,9.0
['16AVsBqzmIZTNHd0eX8VbK'],77aobWwOXvcFBDhLn5LGoH,Imagica,2016,7.0,22.0
['16AVsBqzmIZTNHd0eX8VbK'],7MDjvy3wFk9v2XRrM49jCX,Superstition,2014,11.0,14.0
['16AVsBqzmIZTNHd0eX8VbK'],6pC9Vai0Q9DpmehuEaXLF3,Superstition,2014,11.0,11.0
['16AVsBqzmIZTNHd0eX8VbK'],6aj1YT8WOF6mQBtk7nuOGo,Superstition,2014,11.0,10.0
['16AVsBqzmIZTNHd0eX8VbK'],1VJkzev5FwvtgEknnCTQ3q,Hide and Seek,2012,10.0,12.0
['16AVsBqzmIZTNHd0eX8VbK'],4S4QScGgxRxEbjCENcaaBe,Hide and Seek,2012,10.0,9.0
['16AVsBqzmIZTNHd0eX8VbK'],3TB6PgAZ0CufRKKbKJMtDv,Imaginary Monsters,2011,8.0,9.0
['16AVsBqzmIZTNHd0eX8VbK'],6VoutwXXcQBDbcZlmlYbxc,Pins And Needles,2010,9.0,14.0
['16AVsBqzmIZTNHd0eX8VbK'],0heQ6rWIl4i2pOsoFNgrLp,Show And Tell,2009,5.0,5.0
['16AVsBqzmIZTNHd0eX8VbK'],2MPcDickU3B8DCH2TLrQiJ,Looking Glass,2008,5.0,6.0
['16AVsBqzmIZTNHd0eX8VbK'],4wK4A7mb7aEoykUajfWjZP,Walking With Strangers,2007,9.0,11.0
['16AVsBqzmIZTNHd0eX8VbK'],6nCedzR6IFQomTRytXZKAs,Violet,2005,8.0,9.0
['16AVsBqzmIZTNHd0eX8VbK'],1TLfDjKODgdMhly3mmH2oc,Nothing And Nowhere,2002,,
['16GcWuvvybAoaHr0NqT8Eh'],0ZyG5ztRbkxjZdKQ94N0lC,Boys & Girls (Deluxe Edition),2022,12.0,9.0
['16GcWuvvybAoaHr0NqT8Eh'],66R8LOliRn161vDiINJo9z,Boys & Girls (Deluxe Edition),2022,12.0,9.0
['16GcWuvvybAoaHr0NqT8Eh'],55ye5wDWdOgEQ1FuA09I3T,Boys & Girls (Deluxe Edition),2022,12.0,9.0
['16GcWuvvybAoaHr0NqT8Eh'],3udRJ7Ezbnx40HL6OvICV9,Boys & Girls (10 Year Deluxe Edition),2022,12.0,9.0
['16GcWuvvybAoaHr0NqT8Eh'],4atu34ixQLgqG2FUVpuDdA,Sound & Color (Deluxe),2021,10.0,29.0
['16GcWuvvybAoaHr0NqT8Eh'],4Y5QsHkPdu0QsIxzI12YFI,Sound & Color (Deluxe Edition),2021,10.0,29.0
['16GcWuvvybAoaHr0NqT8Eh'],0GaYG9L1sXHQZZ7BTk0hGY,Sound & Color,2015,4.0,21.0
['16GcWuvvybAoaHr0NqT8Eh'],4S6WZWWOjzMQW7fnW5k9eh,Sound & Color,2015,4.0,21.0
['16GcWuvvybAoaHr0NqT8Eh'],5GoXUmNDrdexs5RbfQ7Tll,Sound & Color,2015,4.0,20.0
['16GcWuvvybAoaHr0NqT8Eh'],7ENKsNwViH6KjudEvVdMz1,Sound & Color,2015,4.0,20.0
['16GcWuvvybAoaHr0NqT8Eh'],3q6QbjJGKQpDXT6XDZij6Y,Sound & Color (Deluxe Edition),2015,,
