artist,_id
Sticky Fingaz,640216f33c1777e846d9a951
Gym Class Heroes,64061eb6f3780a5c866ea97d
Dubee,640297ce191b1ff16b1488cd
Mac Mall,640297ce191b1ff16b14b018
Mac Mall,64088cc85ccd393439b19542
Young Cellski,64088cc85ccd393439b11856
Lil Twist,640216f33c1777e846d9b8b5
Del The Funky Homosapien,640216f33c1777e846da1288
Del The Funky Homosapien,640297cf191b1ff16b154cc6
Brotha Lynch Hung,640216f33c1777e846d9665c
Hieroglyphics,640216f33c1777e846da14a3
Dru Down,640216f33c1777e846d91b7b
DANGERDOOM,640216f33c1777e846da458d
Dilated Peoples,640297cf191b1ff16b152125
Dilated Peoples,64061eb6f3780a5c866f6171
Hellogoodbye,640216f33c1777e846d98089
B.B. King,640297cf191b1ff16b15cf54
Carly Simon,640297cf191b1ff16b158adf
Westside Connection,640216f33c1777e846d9c106
Aretha Franklin,640216f33c1777e846d968d4
Craig Mack,640216f33c1777e846da30dc
Chop,640216f33c1777e846da098e
Black Sabbath,640297cf191b1ff16b15e4b4
Devin The Dude,640216f33c1777e846da3431
Pete Rock & C.L. Smooth,640216f33c1777e846d939ed
The D.O.C.,64061eb6f3780a5c866edf9f
Little Brother,640216f33c1777e846d9b80b
Little Brother,640216f33c1777e846da09ad
Damian Marley,640216f33c1777e846d9dd82
Uffie,640216f33c1777e846d98077
Uffie,640216f33c1777e846d9a324
Vanilla Ice,640216f33c1777e846d92251
The Beach Boys,640216f33c1777e846d975ce
Jeremih,640216f33c1777e846d992ce
112,640297cf191b1ff16b156e7e
N-Dubz,640216f33c1777e846d990c3
Nero,640297ce191b1ff16b143603
Nero,640297ce191b1ff16b14d5f2
Nero,64088cc85ccd393439b1a330
Nero,64088cc85ccd393439b1b12e
Will Smith,640216f33c1777e846d9703d
Bruno Mars,640297ce191b1ff16b14a79f
Professor Green,640216f33c1777e846da1a26
Professor Green,64061eb6f3780a5c866f00eb
Chase & Status,640297ce191b1ff16b150b3f
The Black Keys,640216f33c1777e846d9ca5f
Johnny Cash,640216f33c1777e846da537e
Miley Cyrus,640216f33c1777e846da22d4
Mumford & Sons,640297ce191b1ff16b148071
Yeasayer,640216f43c1777e846da5e28
Shad,640297cf191b1ff16b1565c4
Shad,64061eb6f3780a5c866e7e37
Shad,64088cc85ccd393439b1b2be
Capone-N-Noreaga,640216f33c1777e846da2423
Toby Keith,640216f33c1777e846d93df6
Taylor Swift,640297ce191b1ff16b140864
Tinchy Stryder,640297cf191b1ff16b152c72
Mavis Staples,640216f33c1777e846da1f64
Young Dro,640216f33c1777e846da309a
Mann,640297ce191b1ff16b14169f
Mann,640297ce191b1ff16b145565
Mann,640297ce191b1ff16b14c1c6
Mann,64061eb6f3780a5c866f213e
Steel Pulse,640216f33c1777e846d92d9b
