artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['6ShQAewrb42W6tOALKwstw'],0wDpO9dy5EKLaEBSQw8Y6o,Time (Deluxe Edition),2017,3.0,24.0
['6ShQAewrb42W6tOALKwstw'],0n8IVjNl3TyW1r2qup1DhN,Break out (Deluxe Edition),2015,3.0,27.0
['6SsTlCsuCYleNza6xGwynu'],5yD8F2BqQt2xLuMof36IYN,Magic Still Exists,2021,10.0,22.0
['6SsTlCsuCYleNza6xGwynu'],4X9Qu9PnDx6gjzbHmmi21u,Veritas,2013,1.0,22.0
['6SsTlCsuCYleNza6xGwynu'],1VUeYyKsCFK15DsCW5qExP,Collection,2013,1.0,1.0
['6SsTlCsuCYleNza6xGwynu'],1Y7584MWZj4O8oVObuy8M4,Veritas,2012,11.0,12.0
['6SsTlCsuCYleNza6xGwynu'],3izsvlys1SX4ufRIckeNwW,Veritas (Deluxe Edition),2012,9.0,5.0
['6SsTlCsuCYleNza6xGwynu'],6hfmJS7B3wWyQXfMoNuHIA,Dance Love Pop (The Love Love Love Edition),2009,4.0,1.0
['6SsTlCsuCYleNza6xGwynu'],4yN4JLRGn23HMHo7Me51av,Stronger,2006,10.0,11.0
['6SsTlCsuCYleNza6xGwynu'],7M7HoTi4i5szTtc11yPZck,Agnes,2005,12.0,19.0
['6TZdvF1kFzwnQLgHQynzsO'],7dhTHEbHkIihnYua23yTl0,Always and forever,2015,2.0,20.0
['6TZdvF1kFzwnQLgHQynzsO'],0Q8dxb2PkgsjQlmgzk42N9,Live In Germany,2009,1.0,1.0
['6TZdvF1kFzwnQLgHQynzsO'],4CE4sVePxYA0QJt7pSZJRj,Up In The Attic,2006,1.0,1.0
['6TZdvF1kFzwnQLgHQynzsO'],1gn2yMNUrylWusXR4o2j3n,Up In The Attic,2006,1.0,1.0
['6TZdvF1kFzwnQLgHQynzsO'],1SuYxXIQvF5ien3UJdQ2Sd,truANT,2003,8.0,19.0
['6TZdvF1kFzwnQLgHQynzsO'],5klPnHQ5dy6Qm2Ul7h1lp5,Anthology,2001,1.0,1.0
['6TrCNuN1rKqEd996EfPkyc'],5qt8vTBMFKJaIOEXcZJ47b,Unconditional Thug,2015,1.0,28.0
"['6TrCNuN1rKqEd996EfPkyc', '6g7GKvWrVUEBFuKqVZg7b6']",6wLf8dyYib2sLnG205YlAS,2 Sides of the Game,2014,4.0,8.0
['6UAuU7PBtrvvstwZfEcyQi'],1U3CrIil0fUBqkJik4edTX,Mundo Simples,2008,2.0,20.0
['6UAuU7PBtrvvstwZfEcyQi'],6LowscaELJBHSubEVQJz4M,Vagalume,2006,6.0,30.0
['6UAuU7PBtrvvstwZfEcyQi'],7eLedH9psf4qE7rAi73KlZ,Casa Brasil,2004,10.0,2.0
['6UKFiJTIiMnkfIlPJ5XOfp'],4uQRrubBXdRsF25vaHaDxC,Drift Collection 3,2021,12.0,24.0
