artist_name,artist_id,artist_popularity,artist_genres
Art of Anarchy,2BxchptQKbfrhPGx4QVpsI,29,"['modern hard rock', 'supergroup']"
Art Of Fighters,04k0n1Rcz2MxqvZfioAOTE,35,"['gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
Art of Calming,1F9qYzhWdh2UT9OIpcWfU8,16,[]
Facading,3swqKb9ThB6V60oQEFyDu0,50,"['gaming edm', 'traprun']"
The Fightin' Texas Aggie Band,3nagdPkuPUT0xXWuTOqm20,21,"['college marching band', 'marching band']"
Fighting Kind,456LTGwOKD0jDMyuz4Spek,28,['gymcore']
The Art Of Noise,77zrvBORXcnTyysjjKRfBU,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Noise and Nature,2hcGTRaH2FXoKel4UTGWJ0,57,"['ocean', 'white noise']"
White Noise Workshop,2Nb3UPrkX8zyfTpHLiPPMI,61,['sound']
Los Austeros De Durango,3R6Kbe18UcjsGkBGWElC51,58,"['corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'tololoche']"
Austeria,6nImttseHjHeRnSY68rFBj,42,[]
AUST,5vKWepuMbUEPh8iRpbpoxp,33,[]
Austin Butler,7fonh9s1Y6OjzCsh7pbYQm,50,[]
Austin Tolliver,3mJzTRR6NlyNWYkZ946WgC,55,['redneck']
Austin Millz,43UmVQp9qZILibJ5vHq21k,56,[]
Goody Grace,1iH2Yx2Ea0kZ0zKI3Nlk30,57,['pop rap']
Daisy the Great,0SrIPejckovMwhrN3MZFPB,55,"['brooklyn indie', 'indie pop']"
Goodie Mob,3F2Y683ovlWT53WKCeq0oj,49,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school atlanta hip hop', 'southern hip hop']"
Austin Farwell,3gfeKrOBLlmoaUXfGJzmS5,64,[]
Austin Tolliver,3mJzTRR6NlyNWYkZ946WgC,55,['redneck']
Austin French,5m8b1Ofn4kNkzRV84GopBU,53,"['anthem worship', 'ccm', 'christian pop']"
Austin French,5m8b1Ofn4kNkzRV84GopBU,53,"['anthem worship', 'ccm', 'christian pop']"
Austin Farwell,3gfeKrOBLlmoaUXfGJzmS5,64,[]
Austin George,5SVHLhz1Vv5m4xmkT4Pk6D,55,['sad rap']
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,77,"['dance pop', 'pop', 'post-teen pop', 'talent show']"
