artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['0YinUQ50QDB7ZxSCLyQ40k'],2WrNHOba5u6P9S9xEboaUy,Perfect Ten,2019,6.0,28.0
['0YinUQ50QDB7ZxSCLyQ40k'],5J4BVhfrPdwGqEuy0TcjXI,Perfect Ten,2019,6.0,28.0
"['0YinUQ50QDB7ZxSCLyQ40k', '6kQWPGBItT0oMCHZy3M9DN']",5alhJcqITAVC4o6f8qGO0Z,The Ghetto,2017,12.0,15.0
"['0YinUQ50QDB7ZxSCLyQ40k', '6kQWPGBItT0oMCHZy3M9DN']",7C0zkwe2lvSRvaYoHfZGzK,The Ghetto,2017,12.0,15.0
"['0YinUQ50QDB7ZxSCLyQ40k', '6kQWPGBItT0oMCHZy3M9DN']",6r4tbTvFNPP0SjxWlTy8VP,The Ghetto,2017,12.0,15.0
['0YinUQ50QDB7ZxSCLyQ40k'],3fiXqEX3prk6amGIScMDUi,Cold Summer,2016,9.0,30.0
['0YinUQ50QDB7ZxSCLyQ40k'],4yK697v7IswOiKVlGOh0He,Cold Summer,2016,9.0,30.0
['0YinUQ50QDB7ZxSCLyQ40k'],5RnrEPrcCnCbicoDYUaqgA,10 Summers,2014,8.0,11.0
['0YinUQ50QDB7ZxSCLyQ40k'],5uYqQ7q4NwBka0iUlTkFWU,10 Summers,2014,8.0,11.0
['0Ymiodu1YzvWwqq528sWiW'],2GQGqmZhZgHvieZ63dOQJs,Universo Particular,2020,9.0,18.0
['0YxSv3EC8so159M3doFdgB'],3XgZMm1VW6gOwWdognNynv,Anthroscene,2018,10.0,5.0
['0YxSv3EC8so159M3doFdgB'],2ZG6pJ2oD9KsSB9tFdfLw9,Anthroscene,2018,9.0,25.0
['0YxSv3EC8so159M3doFdgB'],3cKbVrV97fwraYxzzRPsZ1,Nations to Flames,2013,9.0,17.0
['0YxSv3EC8so159M3doFdgB'],4O4AU1jqhy39g7zqMTsuOO,"As the Valley of Death Becomes Us, Our Silver Memories Fade",2011,5.0,17.0
['0YxSv3EC8so159M3doFdgB'],4UFEWC4RCbA42moFKnnC2S,Forgive Us Our Trespasses,2009,9.0,22.0
['0YxSv3EC8so159M3doFdgB'],1AaqEEoQ2ckFvFSCIurVmo,Forgive Us Our Trespasses,2009,9.0,21.0
"['0YxSv3EC8so159M3doFdgB', '5ilW7mgqfRPZzRi28RNk8V', '6YjvQ0RWiTFir01G3ZrY3u']",0cPYIka2dzg5AMnNPwenoE,Primitive North,2009,3.0,17.0
['0YxSv3EC8so159M3doFdgB'],32xsPcB3h4ibUi983TmkaB,And We Wept The Black Ocean Within,2008,6.0,10.0
['0YxSv3EC8so159M3doFdgB'],1Rt4QvS3viH5p8cj9IBIbf,And We Wept the Black Ocean Within,2008,6.0,10.0
['0Z5pcmXDCKTrFWLnDChC37'],6xPginu4nk1mvQAAjRDPWE,Illumination (10th Anniversary Edition),2021,3.0,19.0
['0Z5pcmXDCKTrFWLnDChC37'],4kodG5qx8dLZaP81gv24Ia,All Possible Futures (Deluxe Edition),2015,5.0,20.0
['0Z5pcmXDCKTrFWLnDChC37'],5Vq7trDULs4Uj6JSxMCdmr,All Possible Futures,2015,4.0,24.0
['0Z5pcmXDCKTrFWLnDChC37'],6llGfMluRDoLrIgXFkIKEF,All Possible Futures (Deluxe Edition),2015,4.0,22.0
['0Z5pcmXDCKTrFWLnDChC37'],7iWI0ecSGNNUbVKzyyElgg,All Possible Futures,2015,4.0,21.0
['0Z5pcmXDCKTrFWLnDChC37'],5GTyBa8tZtNP1JUCDE6NR6,All Possible Futures,2015,4.0,17.0
['0Z5pcmXDCKTrFWLnDChC37'],1OVZU7svPG5TIz2I6c0tx5,All Possible Futures,2015,4.0,15.0
['0Z5pcmXDCKTrFWLnDChC37'],37oEeZfUpmbYlJnORF36Zk,Illumination,2010,,
['0Z8Jfh6OHa55AI6NdEjtUk'],41KurCt2KhnRVFLzQqgzKt,Blue Tape,2018,9.0,2.0
['0ZLgbaM9rTX8JVicgfWGZz'],2FQPzmfzANzw072VlBrjYL,Grey Air,2023,2.0,2.0
['0ZnY6mQmgr2yZarjry68td'],2mYZlyUegRQyFH4mu0ejUx,Engine 143,2017,6.0,6.0
['0ZnY6mQmgr2yZarjry68td'],4tmoFYpkknJR9r5lMEzzi4,Sourwood Mountain,2017,4.0,14.0
['0ZnY6mQmgr2yZarjry68td'],0lYj4TXywQRR7lacGwCMUZ,June Carter,2017,4.0,4.0
['0ZnY6mQmgr2yZarjry68td'],6Q8QTr0jKK7408JsiDS3ni,June Carter Cash,2011,11.0,15.0
['0ZnY6mQmgr2yZarjry68td'],5XKprc5DnX9GFoWNqAine7,The Essential Early Years 1949-1954,2010,10.0,1.0
