artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['27FzDV4tZ1qXzhDDQxwym9'],5PMJS6IOnWAzxZ0Mw1Dcl8,Crawling Wonders,2021,2.0,18.0
['27FzDV4tZ1qXzhDDQxwym9'],6i0RaQehyXA505FGgZgYOD,Lost Thoughts,2021,2.0,7.0
['27FzDV4tZ1qXzhDDQxwym9'],1p25xFwXkRNCi694KvsQjw,War Cry Doves Fly,2020,10.0,5.0
['27FzDV4tZ1qXzhDDQxwym9'],5bZ6UmoIyRRNygq67ssMX1,Aye Billy,2020,4.0,2.0
['27FzDV4tZ1qXzhDDQxwym9'],7h86xcvbrQEwS7kAZr5xHT,Thugs Passion,2020,3.0,24.0
['27OdVby2oeFjM1C5XvC3hC'],0EnIx5ElijSpEfcFfOPvRV,Ghetto Journal,2022,1.0,26.0
['27WfX6yA7lGiQbuknzGGMv'],3XoEOr7EonQUScwSrz5m9l,"El Guero y Su Banda Centenario - 30 Romanticas y Exitos, Ven Tu, Se Nos Murio el Amor, Quitate la Venda, Por Lo Mucho Que Te Amo, Enamorate de Mi",2014,5.0,20.0
['27WfX6yA7lGiQbuknzGGMv'],0aTO2CDduIewgZRMxtpKBL,Se Nos Murio El Amor - Edicion Especial,2012,8.0,7.0
['27WfX6yA7lGiQbuknzGGMv'],3ZGMuOKjDQSavYa7yGkIFL,Estaré Mejor,2011,6.0,7.0
['27WfX6yA7lGiQbuknzGGMv'],0cLytFN0yD03ki5YHDOiXO,Enamórate de Mí,2010,6.0,8.0
['27WfX6yA7lGiQbuknzGGMv'],3ykns8NUQ57SV57TnEqkSg,Se Nos Murio el Amor,2009,4.0,21.0
['27WfX6yA7lGiQbuknzGGMv'],5d175nVuxpQ9C2UCvzxQfE,Antes... y Despues,2008,9.0,19.0
['27WfX6yA7lGiQbuknzGGMv'],5y6OvICUdcLs7ZwtzDyuRk,Puros Corridos Perrones,2007,2.0,13.0
['27WfX6yA7lGiQbuknzGGMv'],0U6xdmVI0JciKd1WeCPnSA,Cumbias y Polkas,2007,,
['27WfX6yA7lGiQbuknzGGMv'],7MUQeRLRK8I9BXYGjar9cs,Una Vez Mas,2006,9.0,1.0
['27WfX6yA7lGiQbuknzGGMv'],4tMo4NKj6Pz915g3bbQ8Bp,El Amigo de tus Penas,2005,11.0,1.0
['27WfX6yA7lGiQbuknzGGMv'],3VgwBwNhJbfvLdgK0n7lNw,Para Mis Compas,2005,1.0,14.0
['27XMnTLvCO7t3qGlQyTMkF'],3gnK2Mv5EidSyVRuiE5LH0,The Best of Ajda,2023,1.0,20.0
['27XMnTLvCO7t3qGlQyTMkF'],3bSxoHKw2PE7i1Z2WRn3zC,Ajda,2021,10.0,15.0
