artist_name,artist_id,artist_popularity,artist_genres
Peter Breiner Symphonic Pop Orchestra,2UENEdJ140uxeiz6gYSodl,12,[]
Peter Breiner,50MREZ0LJcSvrtKuyTV8Su,47,[]
Peter Bjorn and John,6u11Qbko2N2hP4lTBYjX86,62,"['alternative dance', 'baroque pop', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'stomp and holler', 'swedish alternative rock', 'swedish indie pop']"
Peter Breiner,50MREZ0LJcSvrtKuyTV8Su,47,[]
Peter Bernstein,5vCIoZWrnWUkjCKmtaADQc,33,"['contemporary jazz', 'jazz guitar']"
Peter Breinholt,0do1x1rbJllT74h9mwoB2U,19,['lds']
Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,50,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']"
Peter Breiner,50MREZ0LJcSvrtKuyTV8Su,47,[]
Bremer/McCoy,2lHSlOOSjpb0qKUkrpXT6J,52,"['danish jazz', 'danish modern jazz']"
Peter Bradley Adams,0CdbG1eHVjqjkQsGoH2u1V,50,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']"
Alexander Borodin,34MYamymtmnsmpwbqydd7I,54,"['classical', 'late romantic era', 'russian romanticism']"
Alexander Briger,6bk0YPhJSL44WBtoGe4GI6,57,[]
Peter Breiner,50MREZ0LJcSvrtKuyTV8Su,47,[]
Peter Breinholt,0do1x1rbJllT74h9mwoB2U,19,['lds']
Peter Breiner Symphonic Pop Orchestra,2UENEdJ140uxeiz6gYSodl,12,[]
Shwayze,6f0hUHWLOCxCSDQMtdVAS7,53,"['indie pop rap', 'pop rap', 'reggae rock']"
Swaizy,2dMkqn8YOKg6IwN85zo7gL,36,"['christian hip hop', 'christian trap']"
Swayze,5uXqLoe1WHwga4yyZCKO7I,27,[]
Sunny Sweeney,3uBMhKEXqr2UtRlx7Jn9LL,44,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock', 'roots americana', 'texas country']"
Sweeney,1wTMHGpzUEojchQsys1FyJ,30,['lo-fi rap']
WAYNE SNOW,4f44GWlEQdXaWl8gQ9sPBC,51,"['indie jazz', 'indie soul']"
Patrick Stump,0wsdUS0EJ7zHgti2nxTVWR,56,[]
Patrick,3OfyVhxHLgGVvhjorUkARW,36,[]
Patrick Simard,0RUaDpEjWDQrL2HQUPmEnT,30,[]
Patrick,3OfyVhxHLgGVvhjorUkARW,36,[]
Patrick Street,6dEsbh3jq2v9kjY7X1pbWp,30,"['celtic', 'irish folk']"
Patrick Stewart,63LljpkL9zSFiMggvYQKnh,25,[]
Warren Zeiders,7kplJl06UmldxLKseURAYi,67,[]
Patrick Watson,7bPs6jf983f0bjRAt1yxDM,74,"['indie folk', 'indie quebecois']"
Warren G,2B4ZHz4QDWJTXPFPgO5peE,66,"['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,83,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']"
SEBASTIAN PAUL,1tQu5TjcAK68fx8qrc8ZgF,54,[]
Sebastian,3SDQzHnLxVFNK6hvg9Lrks,39,[]
Patrick Swayze,6dH5I8Q7HhXu74cBXkP0LD,54,['yacht rock']
Patrick DeVille,4viUY1EItvZqlpcFk8BDpy,21,[]
Patrick Sweany,35mDUnsSVfkJpgjIXHsPC5,39,"['deep new americana', 'modern blues', 'modern blues rock']"
Patrick Watson,7bPs6jf983f0bjRAt1yxDM,74,"['indie folk', 'indie quebecois']"
Patrick Wilson,0z5nxdz5osD8FsmaUDmfC0,48,[]
Patrick Stump,0wsdUS0EJ7zHgti2nxTVWR,56,[]
Patrik Pietschmann,5HxKnkQbaDADLFl2ZOAKqk,53,[]
George FitzGerald,3KOHpygRuo1ruQAbEneR3t,51,"['electronica', 'future garage', 'indie soul', 'uk bass']"
Patrik Berg Almkvisth,0K5Ns1UkBlmyx8clOiEUbo,45,[]
Patrick Sweany,35mDUnsSVfkJpgjIXHsPC5,39,"['deep new americana', 'modern blues', 'modern blues rock']"
Patrick,3OfyVhxHLgGVvhjorUkARW,36,[]
Sweeney,1wTMHGpzUEojchQsys1FyJ,30,['lo-fi rap']
Patrik El Alaoui,7DiCuMG9IESueIMa6sdaT5,19,[]
Patrik Jablonski,4jt6GmDFrRnnxgs6pQDKMi,19,[]
Patrik Simonsson,00ujZ8gyGRDPYswZa0SUcp,4,[]
Gerald Peregrine,4mpoecueQYD4qDdoj81bNF,43,[]
Pelicano,3CRpU6gIV5tdSEjvZqlRl0,50,"['focus beats', 'lo-fi brasileiro']"
Lalo Mora y su Grupo Peregrino,3hn8yka7b2gmK91nNqkQBz,44,"['norteno', 'tex-mex']"
Fabrizio Paterlini,0jrFMgW018F1XVnLtCXOKi,71,['compositional ambient']
Patrizio Buanne,14JwkiGRzeex4jLuDoWpQ5,47,['operatic pop']
Pietro Pittari,75hjG0JmUPqnket5eT8jCh,26,[]
Kasper Rasmussen,3RwLGuJTWVO39ulAdRh7f9,25,"['dakke dak', 'melbourne bounce international']"
Patrick Reiser,7FG8baMO7JIJEHSVAvXyAf,5,[]
Patrick Russill,2ZntHE3TBBkM4gnKJsBhCv,6,[]
Patrizio Buanne,14JwkiGRzeex4jLuDoWpQ5,47,['operatic pop']
