artist_name,artist_id,artist_popularity,artist_genres
Lipoma,17MipSxCDegNgbxUEMjTd3,17,['goregrind']
LINA,3YPpKFZGAT0O8SJca2Aaj8,50,"['german pop', 'neo soul']"
LIPNINE,1q5u8LnvomvAmiMhg8kRDp,24,[]
Lazy3x,02wrovsROEQpMXNTxk8uHI,53,[]
LUCHS,5YNgVaI5vgMjBLel7QShBe,49,"['background music', 'compositional ambient', 'focus']"
Lazy Vibes,4PRdB2p7ISxBvBTcKu1sTP,41,[]
The Habits,3VOUkWhEvUnVqrfca3jlXP,25,[]
Abe Hathot,40tqIiKClGVYgzgxL4YoQw,52,['432hz']
The Hives,4DToQR3aKrHQSSRzSz8Nzt,62,"['alternative rock', 'garage rock', 'garage rock revival', 'modern rock', 'new rave', 'rock', 'swedish garage rock', 'swedish hard rock', 'swedish indie rock']"
Lazy Vibes,4PRdB2p7ISxBvBTcKu1sTP,41,[]
Lazy,4ZTmkIWGglD78POCHv1RKF,13,[]
Lazyb,5tHrC2b852LLdfMWAJdMgS,35,[]
Boogie T,4zlw0jXUzd4dRcqI3Y1OiY,49,"['dubstep', 'electronic trap']"
Boobie Lootaveli,6f4aJlAHj8LX3yAytAmWlu,55,"['dark trap', 'underground hip hop', 'vapor trap']"
BOOGIE T.RIO,58ZUWJrQzFq9w0Yo5meqEg,33,['livetronica']
Lazy Jazz Cat,57bdlV4LX3OsaEigfgnwLT,18,[]
Layzie Cat,2dIQ5Ip4UNvpspngIaI3dE,29,[]
Lazycain,39lcbG4jmdLYDrRtloRHhd,2,"['emo punk', 'indie emo rock']"
Lazy3x,02wrovsROEQpMXNTxk8uHI,53,[]
Lazy Jay,4vUAD0POkGvO6J9c9hv6qR,55,['belgian edm']
The Lazy Eyes,5ZCOgPpZNvlJEBnUZnDqW8,42,['neo-psychedelic']
Lazy3x,02wrovsROEQpMXNTxk8uHI,53,[]
The Lazy Eyes,5ZCOgPpZNvlJEBnUZnDqW8,42,['neo-psychedelic']
Lazy Lester,72D581Szg2z107f9qlLvjV,32,"['blues', 'boogie-woogie', 'electric blues', 'harmonica blues', 'louisiana blues', 'swamp blues', 'traditional blues']"
The Lazy Eyes,5ZCOgPpZNvlJEBnUZnDqW8,42,['neo-psychedelic']
Lazylazy,1TPIf8I6WXXXIRjjSWYiuD,21,[]
Lazy Days,5FGn2Rme0MBoLoWvh6zKp7,22,[]
Lazy-Boy,0BrXQDTtTfHajXhHas3Kuq,31,"['cali rap', 'west coast trap']"
lazyboyloops,0poioytUUnO0BnaTYTSros,34,['focus beats']
the.lazyb,4KtU6swIBacJ3KHFMJliOD,39,['lo-fi brasileiro']
The Lazy Eyes,5ZCOgPpZNvlJEBnUZnDqW8,42,['neo-psychedelic']
Lazy3x,02wrovsROEQpMXNTxk8uHI,53,[]
Lazyeye,3kHG5JFsZpzyYzKhyStYAr,34,[]
Lais,3BvDOrpqzFP2x8KxsYTbuI,30,"['canadian contemporary r&b', 'canadian hip hop', 'trap soul']"
LIAS,4f9EkDM6aMxoZMPK5nEOiD,26,[]
