artist_name,artist_id,artist_popularity,artist_genres
Richard Dobeson,28KWLvWlBhBq9vp1HwGfTH,24,[]
Richard Dawson,0VeQgI9lzgoOMszAOq0iml,34,"['art pop', 'chamber psych', 'experimental folk', 'experimental psych', 'garage psych', 'newcastle indie']"
Richard Dworsky,6agGocrSKxJbWPXmRdZsYf,27,[]
David Sardy,0np7Gr66erHdUHa86JX1bj,28,[]
The Dedmyn,1VpsyKvgQVuo3cHNnQl9At,19,[]
DJ DEADHORSES,4jmiDK0AVlTk3zvIghuwGq,24,['chill breakcore']
Richard Durand,7wne8sUhTAJdIsnuO4GjnR,50,"['dutch trance', 'edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Richard Dworsky,6agGocrSKxJbWPXmRdZsYf,27,[]
Richard Darbois,2yKV4NC2QGvQEPdSAkVfkY,41,['french movie tunes']
Los Austeros De Durango,3R6Kbe18UcjsGkBGWElC51,58,"['corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'tololoche']"
Los Dorados,3q0KiiH0SqZoOftCEZNAis,55,[]
Dipsters,6ecRTw3MqVztQbkuwBCI0F,54,[]
Richard Dworsky,6agGocrSKxJbWPXmRdZsYf,27,[]
Richard Darbyshire,3IYcJkwYF6hBk5l6dit5MW,26,[]
Richard Darbois,2yKV4NC2QGvQEPdSAkVfkY,41,['french movie tunes']
Didier Benetti,2CrHQv3v1xCjBRT5XRLuON,23,[]
David Benoit,1OLWM7nUNcTjZ9ct4DEPZu,48,['smooth jazz']
sir bennett,2BmSS7TcHQpZ4yYUg2ooXL,37,[]
Salserin,7is4d4FP9QUaV99j5kKDNT,48,"['ecuadorian pop', 'pop reggaeton', 'salsa', 'salsa venezolana', 'tropical']"
SALADIN,5I9190HrLd7oGXwBp5J90d,16,[]
Orquesta Salserín,49zPAUnWlBfX457qidLzWn,21,[]
Salsa Kids,0ygKvTEqgIk7czNKD8nDYU,50,"['pop peruano', 'salsa', 'salsa puertorriquena', 'tropical']"
Salsa Sonidera,6KxJdThAoY3CjwL7jmPTv1,38,[]
Ballet for Little Kids,0bBASwvjiW53OkaQ5AVMX3,39,['ballet class']
Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,63,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop']"
Salt Of The Sound,0S3L6vtzNN4ArFWH2709SB,46,"['ambient worship', 'instrumental worship']"
Salt Cathedral,1HhSYZFNNPTTZuOlSfZUJP,38,"['colombian indie', 'latintronica', 'vapor pop']"
The Earth & I,7E4rPNiqfq0hG54aXnRwvD,6,[]
B Anca,6AqHl2LnvSEumO14GVK8CK,38,[]
La Banca Cana,6ZPt5nQWX9cbRr6bRnYMOk,2,[]
BTK10Banca,0BncUYiVAqLsv0P9ENiYVi,18,[]
Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,63,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop']"
Salt N Peppa,4PBLzdiAguVokvo2zMVefO,6,[]
Salt Ashes,1uX2GtTE1pYPFjEj6wQrhU,22,"['etherpop', 'vapor pop']"
Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,63,"['dance pop', 'girl group', 'golden age hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop']"
Salt Of The Sound,0S3L6vtzNN4ArFWH2709SB,46,"['ambient worship', 'instrumental worship']"
Salt Ashes,1uX2GtTE1pYPFjEj6wQrhU,22,"['etherpop', 'vapor pop']"
Saltillo,18JBdXUxvLhn2T0Y3o4WqI,30,"['cello', 'trip hop']"
Salt Rim,6MtEVX9WCkjiyW7YPkxz9m,20,[]
SALTY RIVER,5YOE4kyYAt3Za6t08XAocm,2,[]
Saltwound,5Fim4esoV1D1hRTcPW73IP,35,"['metallic hardcore', 'progressive deathcore']"
Saltwater Sun,4N8Ccd33SHnh2cNlojKYBv,22,[]
Saltwater Sky,2zrFDKAj4OfDCCPoA73fnD,15,[]
Matt Schuster,4HNYqvVDimiWSfGfSyGJGD,63,['contemporary country']
Saint Chaos,6OE6isNAneV3vtdxKih5fg,59,"['bossbeat', 'modern alternative rock']"
Markus Schulz,6OO0PboZcIWUWL7j2IyeoL,51,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
Salva,0JQaXh3HoqpI68C2pYUbNW,36,"['glitch hop', 'purple sound']"
Salva Bermúdez,1tVYbAyTHkbRvpsS2ri3PV,41,[]
Salva,3QkmKHkGfDTLykhjl8goBL,14,[]
Salvador,5tY3r3cwn4hBs4zpWLTRnR,35,[]
Salvador Bem,34gjCGKqjGDiQqkaOfUk3P,35,[]
Salvatore Altavilla,1fdryWe2TzsSVCIBB46nCv,38,[]
Santana,6GI52t8N5F02MxU0g5U69P,73,"['blues rock', 'classic rock', 'mexican classic rock']"
Santos Santana,4qd3YiK0hARXWStzGqHRja,51,['dark trap']
Bass Santana,0O1cTzccAEKaEFShgzAK9V,58,"['dark trap', 'miami hip hop', 'underground hip hop', 'vapor trap']"
Roy Orion,5vDWsMvaFghBZj9e6y8qSk,25,[]
Emmylou Harris w/ Roy Orbison,29CAHOhmn3OE8RzPBcIJIB,9,[]
Roy Obrien,5NQb1sGIpL8y4TWlv077ju,2,[]
Buffalo Springfield,3eskO5m0H4yiF64vRySBjr,64,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
Roy Orbison,0JDkhL4rjiPNEp92jAgJnS,68,"['adult standards', 'bubblegum pop', 'classic rock', 'mellow gold', 'rock-and-roll', 'rockabilly']"
BUFFLO,53f0gOO8G7iK7hWJNFaLs2,27,[]
Roy Rosas,4UzNiMYOdbQhZ6KsOZSWQm,51,['musica sonorense']
Roy Woods,7mDU6nMUJnOSY2Hkjz5oqM,65,"['canadian contemporary r&b', 'canadian hip hop', 'pop rap', 'r&b', 'trap', 'trap soul']"
Roy Rogers,7Fhopp9XWiqrS7oMw0BKjM,33,['cowboy western']
Roy Milton,02tMtF5FVucqAJW2TQB9ig,28,"['boogie-woogie', 'jazz blues', 'jump blues', 'rhythm and blues']"
Roy,65DPYHIgTSAcxirl7MfVTH,17,[]
Roy,6SwbsxYcJ1zIxy1b5niCfs,32,[]
Royea,2iMMBEQF2wlT4lhFs7DhPk,15,[]
Roya,2QZkaY95MuOrgg5tTFS1wP,19,[]
ROYA,6OxEmD1kV3B1OhVjqWO9Zh,34,[]
Alison Krauss,5J6L7N6B4nI1M5cwa29mQG,63,"['bluegrass', 'folk', 'lilith', 'progressive bluegrass', 'singer-songwriter']"
Alison Krauss & Union Station,0OTnx2X2FDXeewcm72lavT,55,"['bluegrass', 'progressive bluegrass']"
Kraus,3e5kCmgoxtTlHdtlteC951,32,"['american shoegaze', 'dreamo', 'lo-fi indie', 'nu gaze']"
Robert Petway,0zNSuwnNWdr8g5EmE0YWKx,24,"['delta blues', 'traditional blues']"
Robert Ray,2gCYmuikCF3r1WCLfqo8Hb,27,[]
Robert Tiamo,7M4raOQ6EsBzMYM0oyKlTu,45,"['mexican hip hop', 'pop venezolano', 'venezuelan hip hop']"
Robert Rich,3ux92I3CgfnhgLyYNsXIwZ,34,"['ambient', 'ambient industrial', 'drift', 'drone', 'fourth world', 'microtonal']"
Robert Randolph & The Family Band,4xac3zhHlBm5QDxbZeqgeR,41,"['funk', 'jam band', 'modern blues', 'modern blues rock', 'sacred steel']"
Robert Randolph,0u7gssqdwWaO1aMaSuvXtx,42,"['jam band', 'sacred steel', 'steel guitar']"
Robert Rothbard,6I9wXi5lMGiqUBde4SVKQ2,21,[]
Howard Shore,0OcclcP5o8VKH2TRqSY2A7,69,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Roland Shaw And His Orchestra,62iRboFRt3fBndcWdXMyL2,48,[]
Robert Shaw Chorale,7x27eLXre6iyxvYoX6KCn5,28,['american choir']
Robert Shaw,24K3MJ131xjKnqDf87M3Qm,39,"['choral', 'orchestral performance']"
Robert Shaw Chorale,7x27eLXre6iyxvYoX6KCn5,28,['american choir']
Robert Shaw Chamber Singers,6GQHlzWx9CPwAC9GXXaWl7,30,"['american choir', 'chamber choir']"
Robert Smith,6G7P2EzH5A36ujN9VPm4B0,50,[]
Robert Smith ,0SHJWEBfbcjkE8bGiSTykk,38,[]
SMITH,4XOIQF9cT5At4H0qcjhVL7,45,[]
Robert Tepper,5T1bhiyED6hokaKTechcKI,51,['album rock']
Robert Taylor,1PbZZhQGxXdxgrcR1W8Ete,43,[]
Robert Tear,1ZHJoS53NtBHIT7ZgwUlFx,27,['classical tenor']
Robert Vanderbilt,5ky8RmMgGFqcXsV2839ua4,16,[]
Vanderway,67XD64zzXI9wcQXLKmrz1H,16,[]
Robert Vadney,1Gn7fMmQ6IEY44HAIz3e0H,7,[]
Robert Willes,0C93ifqoOThEKXft7fKSEe,2,[]
Robert Wells Trio,4K32Zd3fmLg8TtKXj8dt2x,5,[]
Robert Brien Wells,67asBpHbkp1Qe472EAjhwD,3,[]
Judas Priest,2tRsMl4eGxwoNabM08Dm4I,69,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']"
Xiada,56Cs4LcuNdI6rmMF70QrOc,49,[]
Kuwada,66LFdGYtbmJ6G8sArrkfsu,47,[]
Joe Bonamassa,2SNzxY1OsSCHBLVi77mpPQ,59,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
Bonn,7Io0XduXk7aOHFHA7sLru2,59,['swedish pop']
"Beth Hart, Joe Bonamassa",5n1XQGBfQhNsALjJs0APL5,48,[]
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,70,"['british orchestra', 'orchestra']"
Royal & the Serpent,64EHXDoln95lnccszdPum0,65,"['alt z', 'electropop', 'indie electropop', 'modern alternative pop', 'social media pop', 'viral rap']"
Royal Rain,2C32BFATM0fyN4FFTl3fHe,53,['rain']
Krystian Zimerman,43wuPaPcZVMJQWLRaPR4Yz,50,"['classical', 'classical performance', 'classical piano', 'polish classical piano']"
Tom Ziderman,7u32P1tqxgzIUlHRh7x0ug,22,[]
Zimerman Orchestra,1lxXoWsn5x6BZSufinUycP,42,[]
London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,75,"['british orchestra', 'classical performance', 'orchestra']"
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,70,"['british orchestra', 'orchestra']"
Philharmonia Orchestra,09KZU0NsS7jRa5p0SflmGY,65,"['british orchestra', 'classical', 'classical performance', 'opera', 'orchestra']"
SoCal,4A9owcEWVfjO9OqnLgQP4J,27,[]
Royal Choral Society,5ZZuomULtPht0QLx2k0PEt,37,['british choir']
The Royalties STHLM,1IvFVjuvgU7MtZKs1KY3Zd,31,[]
Chamber Choir Of Europe,1TQJoqACwhfrAKXA9WwO4v,41,"['chamber choir', 'choral']"
English Chamber Orchestra,2DO4p3CPDnInsJfg0jFfaF,63,"['british orchestra', 'chamber orchestra']"
Chamber Orchestra of Europe,1VfDXOsmvKAtebAZ9KxQhC,53,"['chamber orchestra', 'classical performance']"
EMPIRE,3hPFJ4ShHVEAaL689YeblD,60,[]
EMPiRE,1APhKAeROy02DedkHnbrXb,42,"['anime', 'idol rock']"
empire! empire! (i was a lonely estate),3IaqcRr2teHDEqhRE5emu9,33,"['alternative emo', 'emo', 'emo punk', 'midwest emo']"
Downfall,0uqfK0WJWpv5lHN60YMwmP,31,"['metallic hardcore', 'modern hardcore']"
Downfall of Mankind,6u6XxBDVfxyyevFEyWmFjF,21,"['progressive deathcore', 'symphonic deathcore']"
Rainfall,7627ANNGANFPPvxcqRvGJT,53,"['environmental', 'sleep']"
Royal Crown Revue,1xPJUnlSWLJHXch33w1Ljj,37,"['swing', 'swing revival']"
Royal Deluxe,54OEro9sWZ3mVfMdlz2CIt,54,"['bossbeat', 'rebel blues']"
Royal 63,3uacTioaRYR9HiighlkFqJ,42,[]
Royal House,0daYmCWEivMhG9FsmwgyFL,22,"['acid house', 'classic house', 'hip house']"
Los Gigantes Del Vallenato,0P8EpsSMekkWtsX331Iebt,56,"['tropical', 'vallenato']"
Royal Gigolos,7eTW6nXXE1fO6temimN8AW,32,[]
The GiggleBellies,5jahGHlIOiusgm19oJJujD,40,"[""children's music"", 'nursery']"
Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,70,"['british orchestra', 'orchestra']"
Royal Deluxe,54OEro9sWZ3mVfMdlz2CIt,54,"['bossbeat', 'rebel blues']"
Royal 63,3uacTioaRYR9HiighlkFqJ,42,[]
Royal Scottish National Orchestra,5xBSsPfZtPItmn72C2EHVf,48,"['british orchestra', 'classical performance', 'orchestra']"
Royal Scottish National Orchestra and Chorus,7ujZvV0uiI1HLAWIPzw8dy,17,[]
Royal Scottish National Orchestra Chorus,2tB1jTI5aPn6NfcWeVLxfh,9,[]
"Sailors, Soldiers & Airmen of Her Majesty's Forces",1OOpgf6NT46tOGAgjgZtzl,48,[]
Otherwise,1OVyBGCKn7vObVIVPXcmLa,53,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo']"
Saveliy Lleu,6GR4x2rlUUYUrj2mimfXm9,51,[]
Los Leones Del Norte,3S14o1EzKtO0qOJiUQjbTS,42,['norteno']
Los Legendarios,0n6sKrG0xKAf8xmdqeNGke,66,"['reggaeton flow', 'urbano latino']"
Salvador,5tY3r3cwn4hBs4zpWLTRnR,35,[]
SIDEPIECE,5czbzNZZfWpyFgZyfT3Mkk,66,"['bass house', 'edm', 'electro house', 'house', 'pop dance']"
José Luis Perales,5RwfJb8wxN1fuodcPORVxP,68,"['cancion melodica', 'latin pop']"
José Luis Rodríguez,15YnmlNukYCFvwaFnoDwwV,63,"['cancion melodica', 'latin pop', 'pop romantico', 'ranchera']"
Salvatore Accardo,4J806QjdyKrK4guMFMRzKc,43,"['classical performance', 'italian violin', 'violin']"
Salvatore Barbatano,7fLHHhJkd30hfQReJeeQI3,30,[]
