artist_name,artist_id,artist_popularity,artist_genres
Billy Preston,0IecGJbdBeYSOVtSPRehh5,54,"['classic soul', 'funk', 'psychedelic soul', 'quiet storm', 'rock keyboard', 'soul', 'southern soul']"
Angaleena Presley,7hmwyQifkGl8GgOMVJZvW0,50,"['kentucky indie', 'outlaw country']"
The Pearlie Chorus,0sT01j0t90pOjUgS61doJw,47,[]
Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,52,['trap']
Hurray For The Riff Raff,2xLEV2jDreAOcpJXFNoXyt,46,"['alternative country', 'anti-folk', 'folk', 'indie pop', 'new americana', 'new orleans americana', 'queer country', 'stomp and holler']"
Freya Rääf,160moq3FVNizaDKVSK4Pmj,47,[]
Gilsons,6q7nMIVgGohQ14mSsq3F8t,67,['nova mpb']
G Mills,0djvqMepj2XkHfvWTqkH1N,53,"['chillhop', 'lo-fi beats']"
Liz Gillies,7pLntWGInZPQxc4kXxzzjB,49,[]
Brice Davoli,27kwwOnjG09lmLHv3zle84,42,[]
Brice Ion,4Cu5nF9WOPsKTioB9jjkvG,8,[]
TalkToMeNice,5rng6vGxI7JMhllDqUJHMp,7,[]
Brick,0kG6DlmuduqpLWFu2fRWgh,21,[]
Brick (Of Wolfpack),2XfILQqAXbSVjXR7Hn1Yri,6,[]
Brick,69wNDMqI7fl6WlCm25vMBs,2,[]
brick,3roa8zOuau1JhQ5g5cVH2X,33,[]
Brick,0kG6DlmuduqpLWFu2fRWgh,21,[]
Brick (Of Wolfpack),2XfILQqAXbSVjXR7Hn1Yri,6,[]
Bril,4YKJN54BF6iP4IEPvAUU2n,50,[]
Brick,4Uv0Jg45Oq7vBXXwQNhXyf,44,"['disco', 'electro', 'funk', 'post-disco', 'quiet storm', 'soul']"
Nathan Johnson,0zWHBQv6knnmZSovIvl6b1,43,['soundtrack']
Brick + Mortar,7oHJbmt1VAj16Tm6nJpSqr,55,"['asbury park indie', 'modern alternative rock', 'modern rock', 'rock']"
Brick & Lace,42zM1Af1Wgt8ftcda1sJxW,50,"['hip pop', 'reggae fusion']"
Brickboydior,3Jx0IZhtmyvcyoZLKELRH2,31,['philly drill']
Destructo,0BEYTctVmnYa5yStp4Jpab,48,"['bass house', 'electro house', 'electronic trap']"
Destructo Disk,2kc0DEfYci8CKkvQmnivj9,42,['virginia punk']
Destruction,5d6KI8frPEo3qGsIL8Sak2,39,"['death metal', 'german metal', 'german thrash metal', 'metal', 'old school thrash', 'thrash metal']"
Bride & Groom,0tbMVoySxGdLaQ4rn0sGII,14,[]
Bride,2jm46nbemkL2KGfKxRAsF1,2,[]
The Brides of the Black Room,35fafKhcshJbUYbBnM6PW1,7,['industrial pop']
Witchouse 40k,7chdPv6Kx0frN0lKfppD2J,59,"['aesthetic rap', 'dark trap', 'viral rap']"
Witchz,13sKsnhhn9nyyYVbOl7dLD,56,[]
WITCH,0LMkPoi2xIgpOPUSJMftqM,42,"['afro psych', 'doom metal', 'neo-psychedelic', 'stoner metal']"
Burns Twins,7GIgWnjx8RK1OJsMJkevgg,31,['bedroom soul']
Burns Twice,5gbzEHsE3ccfwlWKk7mEVP,8,[]
Burnos,7MtWwOS6KWYyXajHM2ZyUB,4,[]
Berner,2lrtGWxNXWjd0JzDLKXubI,63,"['cali rap', 'gangster rap', 'hyphy', 'oakland hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'west coast trap']"
Horsehead,13MwFjr6LL8GwK7wlfIL6t,58,[]
