artist_name,artist_id,artist_popularity,artist_genres
Toots & The Maytals,6ZFv3wQwwWPiVDWhv0mjQK,56,"['reggae', 'rocksteady', 'ska']"
Thymes,0GxIjbHfr6z8hjKOg7HJzu,51,['lo-fi beats']
The Mellomen,548L4DXlt7N14Mhbfdmdqq,46,['movie tunes']
zzzahara,26j38hvhD7PjC0a4EqdaSn,51,[]
Ahzura,4w1HcxcuJOH1WYJisOcFuQ,52,[]
Zonara,66vglaSm3akRPCCPcc86mm,55,[]
Grupo Toppaz De Reynaldo Flores,4W9DRj47G1VNujHs8GqndY,55,"['grupera', 'gruperas inmortales']"
Topanga Jack,3Jl00ZvdhIyMgcbe66q1LD,5,[]
Toofan,5BfpzKNakWiXUNm1RfBgUi,47,"['azontobeats', 'togolese pop']"
Topaz Jones,76bAuLD5jMIT1YDJ84KB8l,50,['new jersey rap']
Grupo Toppaz De Reynaldo Flores,4W9DRj47G1VNujHs8GqndY,55,"['grupera', 'gruperas inmortales']"
TOPAZ,4HeBhUg1iZGgqKxaHxsJkG,27,[]
TOPS,2SdK1QDmZIP2hk94rSaLl9,52,"['art pop', 'chillwave', 'indie pop', 'quebec indie', 'shiver pop']"
T.O.T.S. - Cast,6hShWHQzwCdaFrKl1gUBe4,48,"['movie tunes', ""preschool children's music""]"
38Top,1cNQiOj0AVhVOr4V07q3ce,31,[]
Tori Solkowski,5IFYtYo7V4MtZetTEu8psP,35,[]
Grigory Sokolov,6ChLWj2mIxKtKa2pNifotH,41,"['classical performance', 'classical piano', 'russian classical piano']"
Giuliano Sorgini,7Kmplk6Rgd6m2JgwUoESRX,40,"['italian library music', 'spytrack', 'vintage italian soundtrack']"
Dormir Profundo Music,0iQ4GbdDQjVwIt7KmZLYKx,49,[]
Toque no Altar,3dJ2TE4tV9zYiw1lSkqdG5,56,"['adoracao', 'brazilian gospel']"
LeProdude,1Zg71RppIywlpSLoC99gPN,40,[]
Arden Jones,3mMogqf2JyBUQZxFZlC79w,65,['sad rap']
Anderson East,5q6z6GTth6lMbL9I8CAgby,52,"['modern blues', 'new americana']"
Emerseàn,6MXVKC2rdfcpA2qXJgceXB,45,[]
Adrian Kuipers,4qA8zZoA4L4YLpJTjgpIwi,40,[]
KUPPY,4Y1tQgj6A7gFeUdiKEoUF0,30,[]
KOPPY,5SfqIMwBJ7wD419vvb33mO,46,[]
Topmodelz,4SgbqL3dLr5BfCvBBBUucP,52,"['hands up', 'pop house']"
topmop,5OqA5blmA7kpVmVppmZ2ec,18,[]
Topmodel,71lpjvHhbfuMO8hv6XvvnA,3,[]
The Tubes,7zfhej6FnVXN9LIXs6dcoK,47,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'new wave pop', 'soft rock', 'zolo']"
Tubelord,4xYk2flbrS0hDzDLyDimbO,15,"['british math rock', 'math pop']"
Tuff London,4IA9QDrVH20mqd9Xg0QXPt,31,['uk tech house']
Tudor,6YPmhC6xckfcUiw4undxAb,51,[]
"Tudor Choir, The",5MFo7txCNxXzhNTYs4OgbJ,13,['american early music']
TUDOR,5zvz5hBfgDUVELgOESPh2w,39,[]
TWISTED,1rPf3UFQ9PzH7MafzfHTnG,72,[]
Tuesday,22tBvKE7lZCCSSxEIOTEiO,8,[]
The Tuesday Crew,75RA41pDQFUWN3haaoi7K8,31,['nashville indie']
Tundra Beats,5j4yh8KxZ3yfg1cHsD24qD,48,['lo-fi beats']
Tine Mydland,2EvTWBcDR6yBKnXj4aCgQp,48,['sleep']
Tindra Rosenlind,4JpM15j7tnB2O5mBqGo6E4,47,[]
Lila Turtle,70G093WCu65ZwWD9Oq8OjN,38,[]
Tulips Ballad,62rY5KaMddgJPWbOO57Pea,31,[]
Tutankhamun,6iqqrYdwxJzmxSz9ZJ72CH,30,[]
Vargas,5QYFmxyElbfvHtovLIsjDb,47,"['moroccan pop', 'rap maroc']"
VARGENTA,4hg56haGFxxnKEt3AkW3fo,57,['covertronica']
Varg²™,4g2EfgpanE2Z9LG1nQ9zNy,40,"['deconstructed club', 'drain', 'fluxwork', 'glitchcore', 'mandible', 'new isolationism', 'nordic ambient', 'swedish techno', 'underground hip hop']"
Tsuneo Imahori,5pfYZjQ34Czl0aQcWxQSmp,44,['japanese prog']
Itoko Toma,3HvDJH01baTm3p6Wcqh7x7,47,"['anime score', 'j-ambient', 'japanese piano']"
Tsuko G.,72N7tHkeEBWSedHqPUGXhy,48,"['eurobeat', 'otacore']"
Tufff Tif,2mdrB41b3hcXXS78xWKt3q,32,[]
Tuff,0p0lmjUqwcgKKrT9DLr4hC,23,"['glam metal', 'sleaze rock']"
Ruff,1f3SUOqxfGvLn3MWMphkfF,42,[]
Tonga Conga,2p0241roffcxojfJcnmvsU,34,[]
Tugga,5CGZ19JrJ4MmkrbYRrEXKb,34,[]
Thugga Massina,2Wg7uuHUincqnRL2dD13Bg,18,[]
Tugboat Annie,77sFqA1KIcm7OcUCBVUN7k,1,[]
Tucka,6hM4jFGCDFWHXNQPVIoESq,41,['southern soul blues']
Ta-ku,13Kd75NSHSp9lB4CaqPMOV,53,"['ambeat', 'indie soul', 'vapor soul', 'vapor twitch']"
Tukan,4LxjGA7TrtadbDobsIumCE,34,"['bubble trance', 'cantaditas']"
TuKool Tiff,50YX6wIj2UNBUvYs13U61H,21,[]
Luke Taylor,2DxAWfvhrcylvjEZILMyhR,43,[]
Trío Tukuru Anapuecha,2dIkQAkGBzP2FYtms8jgiX,16,['musica purepecha']
Thuka,0IlmjGs2hkRkZuqSBRIQVK,31,[]
Los Tukas,1iXBLpnqdQ2EkMeGuoVPYC,38,"['grupera', 'mexican rock-and-roll']"
Tuka,2D9eG3B30VlpA1uME35LeB,34,"['australian hip hop', 'australian indie', 'australian underground hip hop']"
Kaash Paige,0f2YkMXwFNJNSX7MymevKE,69,['r&b']
Kash'd Out,7hZ19Z3zttnwEmwx43fivm,43,"['reggae rock', 'west coast reggae']"
DJ Bleeddat Kash,0tBuLJyOpoCKfy638R3ogC,47,[]
Tora,7KGI0OwY8iAL5rI5p47YyK,59,"['indie soul', 'vapor soul']"
Tora-i,4oJsWKOJCNMfUbIpR2jk8Z,41,"['alternative r&b', 'chill r&b', 'indie r&b']"
Tors,41dCbpok7A4uyNqbo3VVZ0,50,[]
Tora,7KGI0OwY8iAL5rI5p47YyK,59,"['indie soul', 'vapor soul']"
Tora-i,4oJsWKOJCNMfUbIpR2jk8Z,41,"['alternative r&b', 'chill r&b', 'indie r&b']"
Tora Summer,59RVWpGZwBN5H2S4yHsxD9,48,['sleep']
Toquinho,59E2a0pel2DwPsNYh5cGCC,1,[]
Tornillo,5OGraDcSkO4oTWthkm77WL,71,['mexican hip hop']
Tito Torbellino Jr,0dXXFVCw0LKzmHFrTLUaQJ,67,"['corrido', 'musica mexicana', 'nueva musica mexicana']"
Norteños de Ojinaga,5tad25mBWSnwgjwSNVzTEB,44,"['deep norteno', 'musica chihuahuense']"
Torch,0HUDWCLQRE4rpUrbd9lxud,20,[]
Torch,0JhOScUXAJlH5OZzZd6GNF,26,[]
Torch Everblazing,3bJDeCBGGUQvYrTtRn6vVj,13,[]
Torch,0HUDWCLQRE4rpUrbd9lxud,20,[]
Torch,0JhOScUXAJlH5OZzZd6GNF,26,[]
TORCH SONG,3uunewbgs6xeyaYbr9Kand,14,[]
Torchbearers,0UA4fj1aJnFTOK7ZxXB4ap,22,[]
Tor,1urkNVVLvAbY4bXZuVH9iG,36,[]
Torch,0HUDWCLQRE4rpUrbd9lxud,20,[]
Torchhh,6GeNJTovWkpD8d5Eu4AlEk,32,[]
Torch,0HUDWCLQRE4rpUrbd9lxud,20,[]
Torchbearers,0UA4fj1aJnFTOK7ZxXB4ap,22,[]
Tor,4dktzc5hWsQPqmovObGZIG,45,"['electronica', 'erotic product']"
Tor,1urkNVVLvAbY4bXZuVH9iG,36,[]
TorMoruioinuCl999,5Uf0TyJTsyoGn0EGqGKDKk,2,[]
Torch,0HUDWCLQRE4rpUrbd9lxud,20,[]
Torch,0JhOScUXAJlH5OZzZd6GNF,26,[]
Torch Everblazing,3bJDeCBGGUQvYrTtRn6vVj,13,[]
Torgny Elgstrand,5bHkOOTJw2yCfHxIXtrZ7L,37,[]
Torgny Sporsen,3y3wvaK99krCiQpCZUzdn2,19,[]
t0hny,01gZ5ercMHPBL5GrkOVT9H,27,[]
Diya Wiler,0DZNNKLNypEjKUpkgJS01w,56,[]
Yall,0ZRBa9pTfhhCsJW95F1ugg,63,[]
YZEL,5Wr1N8Ia49DMtMbs21Ov07,41,[]
Tora-i,4oJsWKOJCNMfUbIpR2jk8Z,41,"['alternative r&b', 'chill r&b', 'indie r&b']"
El torreja,0PMI5voABizG9PanfkDdpf,18,[]
Torena,4ztw1osWvWdDUytjvTDk8b,17,[]
Torine,6gpY6HHTGZp0sTLsxsSNqo,50,[]
Jøsefine,5LQF5EIs7xORz4fOVfpSpO,43,['background piano']
Teebee,7Cl1dU4G44kfQAg0f69J9v,38,"['drum and bass', 'drumfunk', 'neurofunk']"
Tors,41dCbpok7A4uyNqbo3VVZ0,50,[]
