artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['0E2yjH7WAERVCVsSodMdOe', '42sRrf0j2xAzET1NJxaqd5']",143453,False,4DI4GQX2T04jsdfGoYB3jb,This Is Like Heaven To Me - Homecoming Classics Vol. 12 Album Version,0.448,0.507,-7.527,0.03,0.435,0.0,0.98,0.665,180.0
['6oagPxoaFcQzvCO00Rs23t'],155173,False,1TnCm5woCwwSzRr6q0gL09,Room At The Cross For You - Homecoming Classics Vol. 12 Album Version,0.508,0.177,-20.035,0.0286,0.72,0.0192,0.761,0.206,69.0
['2rUTHCNVy2FS3bCmzh5m7F'],303120,False,2dVMVtkqKIvH4fGzuD6mr5,Sinner Saved By Grace - Homecoming Classics Vol. 12 Album Version,0.363,0.415,-11.132,0.0327,0.152,0.0,0.968,0.381,80.0
['2o1riwT1VFvl7k6E4WnuRd'],216466,False,4hDMXjSawTBEgyEs1x0k6Z,Beautiful Isle Of Somewhere - Homecoming Classics Vol. 12 Album Version,0.197,0.34,-14.752,0.0396,0.893,0.00108,0.246,0.192,66.0
['2Fg4p216PH5hvVZWbWCguK'],157453,False,4itqwGXwSoRjzwiqojqxiG,"The Lion, The Lamb And The King",0.378,0.936,-9.45,0.0991,0.511,0.0,0.935,0.597,184.0
['2rUTHCNVy2FS3bCmzh5m7F'],310293,False,4ok5JL5sDycndzcAEbg0Wa,We Shall See Jesus - Homecoming Classics Vol. 12 Album Version,0.339,0.23,-11.096,0.0323,0.144,1.26e-06,0.787,0.129,75.0
['7y70dch6JuuuNnwlsOQvwW'],251840,False,0p0Thz8oZSgVJCJfxkb4Tc,I Find Jesus - Homecoming Classics Vol. 12 Album Version,0.276,0.462,-10.606,0.0315,0.307,0.0,0.97,0.575,178.0
['5C8kymLzxGEAPJ3aNdFciB'],135506,False,1u55mXa8AudiqpcZaHf7EQ,I'm Bound For The Promised Land/Shall We Gather At The River/Down By The Riverside - Medley,0.453,0.317,-11.705,0.0684,0.895,0.0,0.688,0.291,174.0
['0FHKCrOIANsj953HUIq3J9'],233533,False,3BWBJuFlDnjBfpi6PkbfKJ,God Took Away My Yesterdays - Homecoming Classics Vol. 12 Album Version,0.348,0.368,-16.226,0.0594,0.364,0.0,0.989,0.29,83.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",521493,False,5Y5LEzup900c23pMzQdta5,Within the Lodge,0.229,0.285,-14.91,0.0334,0.774,0.916,0.0574,0.179,84.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",498506,False,3EskyGUJgtKqID0ZJQ4YkZ,Shaman's Touch,0.194,0.139,-18.451,0.0378,0.809,0.217,0.058,0.0698,159.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",495000,False,0JbyUHvN9n8Xj3MqiMJAlB,Medicine Tones,0.249,0.188,-18.607,0.0335,0.811,0.828,0.0913,0.0688,83.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",469240,False,2ppZJwK1WhyQpSjTPAIF1k,Healer's Melody,0.225,0.171,-21.441,0.0329,0.902,0.931,0.0773,0.182,156.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",493000,False,1yvUqKRu8LxgCi3SBDSH2v,Flute Meditation,0.273,0.282,-14.34,0.0303,0.788,0.00775,0.0625,0.0768,157.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",430000,False,04CtSZwa5cWkQH2Z8h4Jxe,Embers & Strings,0.147,0.233,-17.737,0.0345,0.904,0.937,0.0693,0.0706,162.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",462000,False,4FJT4VRblPKDwr2SLLDl9u,Strings & Feathers,0.203,0.153,-19.799,0.0361,0.944,0.935,0.0994,0.0368,155.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",463066,False,1qX6WlVeUbT5rSITzWqzx9,"Rattles, Flutes & Feathers",0.292,0.23,-15.629,0.0357,0.784,0.179,0.0728,0.0708,160.0
"['1JVONey6FTNKzJylzTG3ME', '3c1jNtzb2xmmwXIcMLEoPK']",504000,False,3oL9TnmPjMML7ZxvFjDsm6,Grandma Emma's Healing Bells,0.249,0.222,-17.65,0.0352,0.74,0.0288,0.229,0.0542,80.0
['1IELhvOMg5VQlU7syRm6CS'],242207,False,6oLO4ge0ZEpL8QvguVySm3,Genius - Live From Spotify NYC,0.622,0.591,-7.069,0.0835,0.069,3.19e-06,0.16,0.442,125.0
"['1IELhvOMg5VQlU7syRm6CS', '0J7U24vlOOIeMpuaO6Q85A']",222793,False,52zg7z4PZIN9552pDJuj3X,Solo Para Ti - Live From Spotify NYC,0.661,0.758,-7.166,0.04,0.0109,0.00501,0.59,0.205,124.0
"['1IELhvOMg5VQlU7syRm6CS', '6eke2ECTHhJgqVsArc8t5z']",211263,False,1PV4QVLFwLTHa5qjInlcLq,Blind Heart - Live From Spotify NYC,0.693,0.803,-7.803,0.0739,0.00717,2.78e-05,0.102,0.297,125.0
"['1IELhvOMg5VQlU7syRm6CS', '5mKNjpx3SmjNqtxQTmuo9Z']",216683,False,1CJsAeMIzqj0ly267dcYja,Sleepless - Live From Spotify NYC,0.717,0.634,-9.872,0.0423,0.119,0.000574,0.477,0.578,125.0
"['1IELhvOMg5VQlU7syRm6CS', '448gMu1lMo0OLHrVrFR2oN']",182421,False,7ui6JAlVELCPDND5J5CHkG,Together - Live From Spotify NYC,0.678,0.823,-7.024,0.0632,0.0482,1.45e-05,0.204,0.294,125.0
['6TlN75Ns66CyxBuZ7i3TK3'],180504,False,57K6LAc6DX4ahJJK7ouFE0,Dingbat - Live From Spotify NYC,0.844,0.681,-7.079,0.0338,0.00199,0.00174,0.222,0.724,125.0
['1IELhvOMg5VQlU7syRm6CS'],184688,False,1q8xa9Kf4enFZueepzSqCz,State of Bliss - Live From Spotify NYC,0.703,0.824,-6.908,0.0868,0.0042,0.000126,0.224,0.553,126.0
['1IELhvOMg5VQlU7syRm6CS'],212652,False,1G5Hs4SxpGwgedm2bi417M,Weapon - EDX's Acapulco at Night Remix - Live From Spotify NYC,0.704,0.875,-8.005,0.079,0.00084,0.152,0.93,0.135,126.0
"['1IELhvOMg5VQlU7syRm6CS', '1N29uZsEW74pVL6zNKIukF']",255326,True,4jHdslE3mT6LIXfRzfyJRD,Dancing With Your Ghost - Live From Spotify NYC,0.526,0.528,-9.866,0.0574,0.569,0.0145,0.693,0.126,128.0
"['3a8dzWeq5lWRJXswM35wiY', '4HBMSxWwA4moYizXQCUcCJ', '1pCXaoB8RV6mkcasIuqrsT', '2o1riwT1VFvl7k6E4WnuRd']",239973,False,2boxnRyUgEIuNnEXtKnmHF,I Came To Praise The Lord,0.694,0.723,-8.166,0.14,0.416,0.0,0.986,0.637,118.0
"['0lgY4LO0KMLJ30ABMzcuzj', '2RmFci91Qn8uM1R09qDOAk', '4125rSNVKUUKLPUnoHDksf']",141409,False,5eKQfJ97kpAkOqyI5UHlIt,This Is Like Heaven To Me,0.419,0.609,-7.39,0.0482,0.405,0.0,0.983,0.706,180.0
['11sAWrpIkFUPQlXoQqpeBV'],187493,False,7bcpy9QDiOVJL0Hb8ufTEL,Majesty,0.386,0.701,-8.909,0.06,0.387,0.0,0.945,0.432,148.0
['6lcF0RyeV8GwjQx0BkPa1c'],347346,False,3qaqOi1HabRMWXsXgdGvoe,Jesus Loves Me,0.258,0.568,-8.351,0.0754,0.43,0.0,0.94,0.31,82.0
"['4BDuVUVQP1DjdxEwfzK22A', '29PfPMTOAqc611mj1siNoH']",210651,False,13MZzSIKTFaKh5AJLgJHbS,Dwelling In Beulah Land,0.722,0.83,-7.853,0.175,0.401,0.0,0.874,0.664,118.0
['0Sf1XRHZE9RFKkmcKf83Sy'],196826,False,7kdl01iWcZBtRS3aMKdHds,Our God Reigns,0.228,0.507,-11.282,0.073,0.467,0.00562,0.942,0.265,177.0
"['4vZfjIUpvHeHpq47Y5NobO', '2l1p8wbUDy2yllGrPTNhr7', '30RlL4fdGuFhcBqqNUIPVe']",227653,False,3G3vqHZssCygerdKaKCYfJ,Jesus My Wonderful Lord,0.312,0.347,-8.863,0.0371,0.639,0.0,0.927,0.141,74.0
['0pjLiK5qb4Zr0PWRNkdd2o'],324940,False,0bZ2ke8iqYEFR4tWEoxjDG,"Loving God, Loving Each Other - Rivers Of Joy Album Version",0.553,0.484,-11.585,0.0341,0.538,4.26e-05,0.967,0.2,92.0
['3uNQlEgiRmB6TRSElrXBlE'],279428,False,7yqGWDywb4VMFhALCHlgzW,Does Jesus Care,0.28,0.429,-10.863,0.0599,0.721,0.0,0.986,0.202,70.0
['0hxYrVr7PlRoiYuYaKBctb'],343453,False,5UVMXQdSaZckbzJSrUoN6n,We Will Stand,0.595,0.601,-8.947,0.146,0.348,0.0,0.926,0.401,124.0
"['1pCXaoB8RV6mkcasIuqrsT', '1wVjFBUBqgcAVHLZOZIhJh']",246933,False,7BMfFZIcaDhWXbscOUBRY6,Rivers Of Joy,0.568,0.576,-9.982,0.0638,0.515,0.0,0.905,0.408,110.0
['6qL6hgjCwgoC8VG7MuY7wn'],175186,False,30Y6ufowsfHTkUISkPnL9f,Waiting On The Word,0.776,0.892,-6.423,0.105,0.247,0.0,0.971,0.801,120.0
['334sqEgtWfVNKL8HEQIt7Y'],376080,False,1k49bZCrBOf1MPROCkq1Re,I Love You I Do You Bet,0.457,0.302,-13.846,0.342,0.644,0.0,0.727,0.394,165.0
['0kZKfDDQQTqNR1XLaQslds'],290899,False,2srf7ow3LvjBG0Baok1Udo,He Saw Me,0.233,0.155,-15.191,0.0368,0.878,0.00184,0.431,0.071,72.0
['11sAWrpIkFUPQlXoQqpeBV'],83226,False,3sXrHWJTBTIBbQbZmkAP33,Jesus Paid It All,0.361,0.678,-12.693,0.274,0.914,0.0,0.498,0.221,98.0
['0lgY4LO0KMLJ30ABMzcuzj'],252173,False,3BURWK2T55U070YDV9bwcz,Peace Be Still,0.124,0.371,-13.64,0.0501,0.885,0.000102,0.726,0.155,73.0
['2HxgHMy8KVpvoOW4GXBaW4'],237906,False,5Ttrz0BJDDSnMZgJ1ufxhU,We'll Talk It Over,0.444,0.479,-13.454,0.0795,0.7,1.26e-05,0.963,0.369,86.0
"['7nPebEaJgqsrJCwqlaNv3p', '5MV69e9ute7J76w7HaOEiT', '2r9aOuoAXe4csWkx8fojLq']",267466,False,52mRRDGL01wOKOUprcTgpw,Sometimes Alleluia,0.153,0.349,-12.896,0.0361,0.755,2.28e-06,0.161,0.151,76.0
"['1Hcbuz175YJT1vMX4DnS6E', '3CzmkIWstb6WVDFRDg2sSD']",240000,True,2qLHvirHwJTyBsmf0EDggf,Gwapo,0.894,0.465,-11.292,0.371,0.072,0.0,0.0865,0.803,152.0
['1Hcbuz175YJT1vMX4DnS6E'],143998,True,2vG5rJSjFSyKPjD5J4fuLE,Lioness,0.834,0.561,-12.575,0.0717,0.00414,2.85e-06,0.393,0.525,140.0
"['1Hcbuz175YJT1vMX4DnS6E', '1cELiIULmis63iQ7DYwkQ2']",208000,True,7bSPv32HNeSgFdIsDTPxmU,Bomba,0.944,0.534,-12.048,0.24,0.291,0.0,0.167,0.776,138.0
['1Hcbuz175YJT1vMX4DnS6E'],122003,True,3ly1pZoLm2tTLLS6YtOKl4,Pumikit,0.821,0.354,-13.97,0.626,0.725,0.0,0.149,0.558,158.0
"['1Hcbuz175YJT1vMX4DnS6E', '3CzmkIWstb6WVDFRDg2sSD']",148987,True,21EacrnojUrD35PlEAyQ56,Di Mapakali,0.895,0.265,-14.541,0.482,0.603,0.0,0.094,0.566,129.0
['1Hcbuz175YJT1vMX4DnS6E'],162205,True,3wlUg0lx3rUVSD8W6e3crw,Pwedeng Pwede,0.859,0.36,-10.027,0.168,0.0131,0.0,0.114,0.549,77.0
['1Hcbuz175YJT1vMX4DnS6E'],223138,True,6ofCndBExTWg8MLg2cFxSH,Bagong White Shirt,0.929,0.365,-10.875,0.36,0.18,1.05e-05,0.292,0.669,130.0
['1Hcbuz175YJT1vMX4DnS6E'],296241,True,5HtGu2IxJiHQ5k2Fz6GMvt,Malamig,0.688,0.506,-10.68,0.303,0.257,0.0,0.103,0.448,143.0
['1By9QBFnjZAoI83BZppHlt'],186253,False,6KVZBB74yFDHAe9wwjAZpW,I Wanna Be A Hillbilly,0.496,0.98,-1.836,0.163,0.162,5.15e-05,0.308,0.753,181.0
['1By9QBFnjZAoI83BZppHlt'],215853,False,7GQjJEwqlp6m5HNWVQd6OR,Good Directions,0.716,0.72,-2.183,0.0319,0.307,0.0,0.135,0.464,123.0
['1By9QBFnjZAoI83BZppHlt'],269586,False,6TefPQD0oc88BNALpu4U87,Must Be Doin' Somethin' Right,0.489,0.647,-3.424,0.027,0.205,0.0,0.0504,0.436,168.0
['1By9QBFnjZAoI83BZppHlt'],165346,False,4cpXOdI3swm8Pfb39P2Jue,"Why, Why, Why",0.62,0.921,-1.909,0.0287,0.244,0.0,0.358,0.563,98.0
['1By9QBFnjZAoI83BZppHlt'],229573,False,6OBEKRzRArlRCfHmBn6tYP,That Changes Everything,0.478,0.798,-4.558,0.0331,0.194,6.33e-06,0.0768,0.71,170.0
['1By9QBFnjZAoI83BZppHlt'],225800,False,7MnhdBadQVqT4kAOLm0Eg9,Little Bit Lonely,0.65,0.874,-3.045,0.045,0.0166,0.0,0.108,0.766,129.0
['1By9QBFnjZAoI83BZppHlt'],285333,False,4DBwLx1McUjQzkp4cSXXFu,She's Got A Way With Me,0.649,0.509,-6.31,0.0246,0.392,4.28e-06,0.106,0.354,129.0
['1By9QBFnjZAoI83BZppHlt'],248480,False,39m0ayHCtPPxe6kPdbYabb,Lucille,0.433,0.554,-5.324,0.0302,0.545,0.0,0.205,0.338,140.0
['1By9QBFnjZAoI83BZppHlt'],151306,False,4eFWEX0mrMCDBp1HUFTRpz,Whole Lot More,0.62,0.959,-1.946,0.0482,0.115,0.0,0.16,0.708,130.0
['1By9QBFnjZAoI83BZppHlt'],221213,False,1q3MLInGUrBuu7z0yCIaGY,Here I Am,0.611,0.709,-3.879,0.0244,0.174,0.0,0.333,0.457,99.0
['1By9QBFnjZAoI83BZppHlt'],218440,False,7vgVkwagrUAnSylZXxQMu9,She Knows What To Do With A Saturday Night,0.513,0.951,-2.2,0.0694,0.196,3.58e-06,0.294,0.75,166.0
['1MNeXu0284O7mQWgF1YRc0'],124180,False,6PCqTrzhi39FLp6cmn2B0S,Music Music,0.155,0.197,-18.561,0.035,0.957,0.957,0.116,0.0386,135.0
['1MNeXu0284O7mQWgF1YRc0'],102301,False,3j5y0vurepE3yGsYP64EiC,Tones Meditation,0.208,0.283,-26.128,0.0946,0.793,0.339,0.116,0.0222,67.0
['1MNeXu0284O7mQWgF1YRc0'],114018,False,4hZ9POl69LrGbmFVUjI1zj,Winter Snowy,0.182,0.148,-20.898,0.038,0.926,0.854,0.109,0.0356,82.0
['1MNeXu0284O7mQWgF1YRc0'],111249,False,2STqNdQihcYz6hAcD51Ku5,Book Listening,0.258,0.66,-14.682,0.26,0.941,0.929,0.298,0.0394,69.0
['1MNeXu0284O7mQWgF1YRc0'],109421,False,5VctVO57LXYnNDKHSxVoP8,Glow Walkway,0.181,0.225,-18.407,0.039,0.949,0.927,0.112,0.0334,72.0
['1MNeXu0284O7mQWgF1YRc0'],110962,False,4HTupncC6xNM4zoewH3R8c,Zone Evolving,0.183,0.453,-19.169,0.0848,0.969,0.946,0.123,0.0564,94.0
['1MNeXu0284O7mQWgF1YRc0'],137111,False,7xCWPZNeDxqKvWyhZLP2Vs,Floating Calm,0.13,0.12,-20.525,0.0362,0.963,0.844,0.104,0.0377,57.0
['1MNeXu0284O7mQWgF1YRc0'],107906,False,4NnaiT2RnCceXjgU1meccM,Leaves Monks,0.215,0.2,-19.833,0.0376,0.957,0.947,0.111,0.033,105.0
['1MNeXu0284O7mQWgF1YRc0'],122221,False,6cBF9xalMFQ44g1xG5lfuP,Sound Audible,0.157,0.15,-23.824,0.0404,0.899,0.803,0.0898,0.041,132.0
['1MNeXu0284O7mQWgF1YRc0'],113600,False,3Hjrx7EII4TQDZnxvojFcA,Raised Embers,0.267,0.184,-15.513,0.0365,0.968,0.954,0.11,0.0356,66.0
['1MNeXu0284O7mQWgF1YRc0'],127524,False,0fVgoDXeviKt2vTVvEi9v8,Recording Healthy,0.0963,0.122,-19.685,0.0329,0.963,0.822,0.117,0.0325,78.0
['1MNeXu0284O7mQWgF1YRc0'],103047,False,2kGOaIIjkDeFwVHeUL6YVG,Heavy Growing,0.13,0.388,-20.9,0.0627,0.969,0.958,0.179,0.0352,146.0
['1MNeXu0284O7mQWgF1YRc0'],110361,False,7aG9yef0eNjSGMj1MFYFlu,Rest Rest,0.164,0.231,-16.165,0.0398,0.894,0.943,0.1,0.0303,90.0
['1MNeXu0284O7mQWgF1YRc0'],101192,False,0woSicWDxUaMxLsUfXlEAg,Crashing Beatific,0.195,0.187,-19.938,0.035,0.946,0.924,0.12,0.0366,91.0
['1MNeXu0284O7mQWgF1YRc0'],133532,False,2kd6PJ9VwUt2FXMzrX8f11,Cavern Zone,0.101,0.169,-20.846,0.039,0.956,0.947,0.126,0.0376,81.0
['1MNeXu0284O7mQWgF1YRc0'],114631,False,1BiRyyRgGn3RGGrz2e9wTO,Environment Powerful,0.0673,0.323,-24.127,0.0802,0.941,0.948,0.0999,0.0702,74.0
['1MNeXu0284O7mQWgF1YRc0'],101308,False,6v8a27U9J7JkIrEp3SmoLR,Morning Nautical,0.16,0.865,-23.19,0.215,0.582,0.913,0.403,1e-05,131.0
['1MNeXu0284O7mQWgF1YRc0'],105581,False,3iAsM6yKHkMLgwIlxchKWf,Sleepy Glorious,0.19,0.265,-15.307,0.0363,0.94,0.968,0.123,0.0398,66.0
['1MNeXu0284O7mQWgF1YRc0'],116186,False,0MCzqGQ3HKOalBub4bu5zw,Solid Air,0.143,0.861,-15.085,0.376,0.962,0.908,0.114,0.0412,88.0
['1MNeXu0284O7mQWgF1YRc0'],102864,False,6DbzylzMXZEGIxT4iQoUfl,Evolving Path,0.186,0.375,-21.716,0.0574,0.94,0.908,0.123,0.0343,96.0
['1MNeXu0284O7mQWgF1YRc0'],128490,False,6C7xO561nLLAgydUxVDZQQ,Blissed Ambience,0.164,0.147,-21.179,0.0408,0.979,0.9,0.122,0.0351,73.0
['1MNeXu0284O7mQWgF1YRc0'],104745,False,5yzjDyYUyH1EH5MFxE5Cab,Gravity Track,0.135,0.682,-23.315,0.0658,0.942,0.855,0.385,0.0339,81.0
['1MNeXu0284O7mQWgF1YRc0'],115873,False,7gzB6sRYAVOpievven0J91,Zen Easy,0.214,0.263,-21.078,0.0417,0.96,0.855,0.386,0.035,81.0
['1MNeXu0284O7mQWgF1YRc0'],116160,False,307nS78ywkgNKtgPXwxosF,Positive Leaves,0.184,0.201,-18.497,0.0344,0.946,0.883,0.11,0.038,81.0
['1MNeXu0284O7mQWgF1YRc0'],122258,False,5TSY9fpNd9mxFJa7cNITCc,Carefree Powerful,0.165,0.369,-19.211,0.0751,0.962,0.974,0.0833,0.0395,111.0
['1MNeXu0284O7mQWgF1YRc0'],130371,False,4UHzZ2W5q0vMMACUksPFMz,Green Pressure,0.267,0.228,-15.359,0.0381,0.982,0.928,0.129,0.0341,63.0
['1MNeXu0284O7mQWgF1YRc0'],107827,False,1icqpi1yEIkP5wQoFOLEna,Chilling Wind,0.178,0.061,-22.513,0.0395,0.936,0.924,0.11,0.0332,106.0
['1MNeXu0284O7mQWgF1YRc0'],117388,False,4VkAEFXmtR39qsTLGq7c7U,Audible Carefree,0.165,0.179,-22.835,0.0414,0.97,0.901,0.112,0.0331,128.0
['1MNeXu0284O7mQWgF1YRc0'],112529,False,7aAdeji84dslHu54VQPJy3,New Cavern,0.14,0.228,-15.468,0.045,0.951,0.942,0.109,0.0388,80.0
['1MNeXu0284O7mQWgF1YRc0'],99991,False,2Wy1rkeglUAvkQVAw5iPlK,Nights End,0.206,0.156,-22.113,0.0375,0.954,0.805,0.145,0.0327,113.0
['10iu1HankxjlvqHN46CaJm'],121000,False,2M6e7kqhkWwBpa4ay1TVsa,Pre Pandemic (January),0.454,0.94,-4.405,0.0406,0.0609,0.771,0.111,0.0313,120.0
['10iu1HankxjlvqHN46CaJm'],185224,False,5nwlSiO2puGWTbR1zYbHL9,February,0.465,0.95,-7.687,0.158,2.93e-05,0.865,0.106,0.222,184.0
['10iu1HankxjlvqHN46CaJm'],85000,False,1URlacOsRy4xdz9IJIXfNp,Lies (March),0.889,0.894,-4.44,0.34,0.023,6.18e-05,0.115,0.832,80.0
['10iu1HankxjlvqHN46CaJm'],60013,False,0RrCkriBjpKW9gyixBb8OT,Pandemic II (March),0.657,0.911,-7.77,0.147,0.00244,0.751,0.572,0.0496,144.0
['10iu1HankxjlvqHN46CaJm'],125136,False,1jmkxVB9H4yJ8wjWivAf7W,Up Rising (May),0.676,0.995,-8.014,0.492,0.00242,0.0529,0.179,0.211,147.0
['10iu1HankxjlvqHN46CaJm'],206145,False,50CPqmI6dUwZiIftSNvhUp,Nefarious (September),0.317,0.782,-5.922,0.0319,0.00551,0.0256,0.584,0.0356,112.0
['10iu1HankxjlvqHN46CaJm'],122518,False,2LHzV0Ehv1b0Y25OkTrp19,Somethings Wrong (November),0.588,0.905,-3.678,0.037,0.133,0.75,0.289,0.672,158.0
['10iu1HankxjlvqHN46CaJm'],119356,False,1BiO9jo5Anr2lkTZJsPVd5,Lost (December),0.713,0.854,-1.186,0.0393,0.211,0.0215,0.132,0.505,146.0
['18AQ9nxWckf5yw7XuEvten'],676840,False,1QHMoeBxtFRXmyLs15W5Ll,Tip Top Blues - Final Live MIX,0.391,0.535,-13.123,0.0418,0.511,0.492,0.795,0.671,126.0
['18AQ9nxWckf5yw7XuEvten'],548266,False,4KospVv6ZuxazPeYFjCOra,The Winning Life - Final Live MIX,0.421,0.634,-10.782,0.0416,0.724,0.119,0.714,0.539,111.0
['18AQ9nxWckf5yw7XuEvten'],509466,False,0j6HjqT4vmzSK9V1vaAoEV,Trust - Final Live MIX,0.419,0.341,-15.551,0.0347,0.81,0.773,0.703,0.176,114.0
['18AQ9nxWckf5yw7XuEvten'],473000,False,0gB7PIa7j7hBjlQ5oofYOI,Hope - Final Live MIX,0.291,0.29,-19.227,0.0353,0.875,0.803,0.7,0.0479,96.0
['18AQ9nxWckf5yw7XuEvten'],840426,False,6zc4R9leX7I97lZdOeUOwC,Hardship - Live,0.367,0.607,-12.853,0.0345,0.631,0.553,0.697,0.31,136.0
['18AQ9nxWckf5yw7XuEvten'],736080,False,6N3pj7NFJGRtvWWB49dWv2,Explorations - Final Live Mix,0.364,0.542,-12.179,0.0366,0.595,0.61,0.818,0.481,104.0
['18AQ9nxWckf5yw7XuEvten'],796413,False,1L4WZ2jzi4SWSPnkI89SO7,You Don't Know What Love Is - Final Live Mix,0.443,0.588,-11.336,0.0359,0.403,0.422,0.686,0.669,123.0
['18AQ9nxWckf5yw7XuEvten'],752773,False,3n3b4nR7ooPzN9sae6R0mr,There Is No Greater Love - Final Live Mix,0.334,0.429,-13.334,0.0375,0.547,0.268,0.735,0.529,174.0
['18AQ9nxWckf5yw7XuEvten'],729880,False,54KS3IALc0LSHeKdHMQSat,Tip Top Rhythm - Final Live Mix,0.493,0.404,-13.756,0.0394,0.635,0.343,0.683,0.52,83.0
['18AQ9nxWckf5yw7XuEvten'],419853,False,3iPNH6GQSmCSmaKtRW6Eri,Moon River - Final Live Mix,0.376,0.232,-21.932,0.0428,0.93,0.845,0.699,0.178,95.0
['1PCZpxHJz7WAMF8EEq8bfc'],160226,False,1wcsc6moPdaBRQ1CHx3gQU,Tiffany Queen,0.523,0.719,-8.793,0.0423,0.304,0.00192,0.196,0.767,138.0
['1PCZpxHJz7WAMF8EEq8bfc'],205693,False,5A3JKcLVoOG3zjqksRmlMD,Get Down Your Line,0.356,0.732,-10.198,0.0408,0.227,0.00933,0.358,0.789,143.0
['1PCZpxHJz7WAMF8EEq8bfc'],176800,False,1yynF2Niaz4LtUA1dAajXl,Farther Along,0.404,0.438,-11.448,0.0313,0.756,4.47e-05,0.146,0.376,134.0
['1PCZpxHJz7WAMF8EEq8bfc'],136093,False,5WvVw04Xd52GoVrB0W5FSF,B.B. Class Road,0.497,0.724,-10.813,0.0595,0.0423,0.00143,0.224,0.536,144.0
