artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['3zJLcIfCiDAuOSwwbu3D6l'],398760,False,1ziHjpcWZdsgq2BnEAjsSH,Everybody Loves My Baby,0.488,0.709,-5.18,0.112,0.485,0.151,0.175,0.844,189.0
['3zJLcIfCiDAuOSwwbu3D6l'],251906,False,1WlDjBh65APulppiIduTub,San,0.696,0.68,-6.838,0.125,0.415,0.243,0.36,0.641,109.0
['3zJLcIfCiDAuOSwwbu3D6l'],194386,False,0CP2s78VSqVA9ubXQaCq76,Snake Rag,0.551,0.715,-3.295,0.179,0.422,0.0982,0.132,0.904,195.0
['3zJLcIfCiDAuOSwwbu3D6l'],379720,False,70bLGKLgfoEmpN8CGAfbDD,Georgia On My Mind,0.427,0.274,-9.55,0.0277,0.762,0.000215,0.0993,0.136,71.0
['3zJLcIfCiDAuOSwwbu3D6l'],279480,False,4vox46dvfprpPdkAPWsqtC,After You've Gone,0.603,0.549,-7.257,0.118,0.331,0.564,0.0775,0.694,128.0
['3zJLcIfCiDAuOSwwbu3D6l'],267853,False,2AHxAdMKnUKy3SwkIOTRb6,Doctor Jazz,0.505,0.574,-6.896,0.135,0.564,0.32,0.0905,0.786,184.0
['3zJLcIfCiDAuOSwwbu3D6l'],201906,False,6393KbOLEYEPgnl0qW36Sd,Potato Head Blues,0.609,0.457,-5.28,0.12,0.727,0.763,0.308,0.857,161.0
['3zJLcIfCiDAuOSwwbu3D6l'],201440,False,4RsyUi8FOJHLOuxuCmRRvJ,Perdido Street Blues,0.673,0.48,-7.4,0.0727,0.475,0.913,0.158,0.582,124.0
['3zJLcIfCiDAuOSwwbu3D6l'],345746,False,3uVSWZQM4pIEOMMd6Jqi46,Cakewalking Babies From Home,0.722,0.666,-6.19,0.156,0.379,0.0351,0.2,0.926,119.0
['3zJLcIfCiDAuOSwwbu3D6l'],219853,False,2QPjXl9dekU97vYieY0Nwr,The Eel,0.612,0.63,-7.643,0.0361,0.347,0.113,0.232,0.725,97.0
['3zJLcIfCiDAuOSwwbu3D6l'],199626,False,5bXce1Yus91G12KyJjn1NW,Gatemouth,0.475,0.636,-5.434,0.0932,0.504,0.686,0.0594,0.956,177.0
['3zJLcIfCiDAuOSwwbu3D6l'],190293,False,2gSB1vJXhgoO47HNCQZYmi,Cornet Shop Suey,0.707,0.627,-5.666,0.0632,0.643,0.888,0.0325,0.886,94.0
['3zJLcIfCiDAuOSwwbu3D6l'],357506,False,2HcyGVLMRGBvJUCh4Ga8aP,Makin' Whoopee,0.533,0.258,-12.601,0.0466,0.835,0.000625,0.105,0.202,78.0
['3zJLcIfCiDAuOSwwbu3D6l'],209000,False,4W7e9JBR511qUmXXZs6ToI,Black Bottom Stomp,0.74,0.733,-4.481,0.174,0.408,0.891,0.341,0.81,118.0
['3zJLcIfCiDAuOSwwbu3D6l'],212840,False,1YNozxN683YWTZtLsqFCiv,Saturday Night Function,0.522,0.412,-4.699,0.0291,0.58,0.21,0.104,0.393,106.0
['7qs3KOODz2Y4DFgPuvWvxH'],121152,False,0rfkXHS3S8DDVfXuCvXtZf,The Christmas Song (Chestnuts Roasting on an Open Fire),0.321,0.151,-15.031,0.0389,0.82,0.0,0.15,0.237,67.0
['5dv3OvX4Hxqoy0txWx7Zhr'],144416,False,4fGuQ5A2WQQ8c1uIt2vi8H,White Christmas,0.522,0.184,-12.378,0.0285,0.773,0.0,0.23,0.253,82.0
['1xyPjlF94wNhqOaojvKmRZ'],183164,False,3qVFfFJVcKvxBY0P1sEyr9,I'll Be Home for Christmas,0.525,0.187,-11.506,0.0292,0.776,0.0,0.248,0.184,86.0
['0jwaA4Gm7WvYEWoDbtbrA2'],109958,False,5UoQoxkAS0akE6EXokIBNS,Silent Night,0.544,0.221,-14.556,0.0302,0.59,0.0,0.108,0.299,89.0
['2BpH4KPRzTB3EefXaxStsY'],145186,False,39NqK5WAdBptfZw0UfLiNQ,Jingle Bells,0.664,0.255,-10.429,0.0346,0.409,1.88e-06,0.153,0.385,107.0
['1xyPjlF94wNhqOaojvKmRZ'],102979,False,6G9uXlPHsLLHUZsc0GR0OK,It's Beginning to Look a Lot Like Christmas,0.418,0.306,-9.711,0.0603,0.848,0.0,0.377,0.43,96.0
['2b523w9fQU3vxzawLBvY3c'],151883,False,4B3rUmjIAInV9AyhSm7riQ,Blue Christmas,0.634,0.131,-13.889,0.0292,0.727,9.78e-06,0.19,0.259,79.0
['1xyPjlF94wNhqOaojvKmRZ'],137969,False,1QbK4yjOqY0yNT9F0qSDh8,Santa Baby,0.67,0.174,-13.939,0.0451,0.771,1.28e-06,0.119,0.33,88.0
['0jwaA4Gm7WvYEWoDbtbrA2'],146137,False,70ZuGmp8asQKPg38mkSBa4,Silver Bells,0.527,0.268,-10.789,0.0294,0.394,1.26e-06,0.288,0.326,87.0
['2BpH4KPRzTB3EefXaxStsY'],78664,False,5XsYqPgVWh2d5NstCgobw7,Let It Snow,0.501,0.316,-9.788,0.0385,0.689,0.0,0.193,0.503,101.0
['2b523w9fQU3vxzawLBvY3c'],183582,False,0GvnzXosRL5KmIGg35ZaSQ,Bella Notte,0.576,0.182,-15.072,0.0305,0.585,9.17e-05,0.376,0.201,79.0
['1xyPjlF94wNhqOaojvKmRZ'],119633,False,6w98nC2Q1xLYGOvyAzIqpM,Last Christmas,0.63,0.159,-15.336,0.0361,0.654,0.0,0.171,0.441,85.0
['5dv3OvX4Hxqoy0txWx7Zhr'],137104,False,62jSZL6ntbySJI13J00sUF,When You Wish Upon A Star,0.591,0.174,-14.045,0.0277,0.818,2.68e-06,0.123,0.38,89.0
['2b523w9fQU3vxzawLBvY3c'],190497,False,0pWNs8YHmYmobLL8JvsPC5,Have Yourself a Merry Little Christmas,0.581,0.296,-11.603,0.0315,0.741,2.29e-05,0.611,0.225,91.0
['2BpH4KPRzTB3EefXaxStsY'],137550,False,1vX9miEwbDdTlDVRifi2Qj,Santa Claus is Coming to Town,0.682,0.272,-12.896,0.0408,0.717,0.0,0.265,0.287,104.0
['2b523w9fQU3vxzawLBvY3c'],98134,False,4pTFCIKzrAVSq6pzqzMeqr,Do You Hear What I Hear?,0.673,0.236,-14.162,0.0347,0.811,0.00248,0.109,0.485,109.0
['1xyPjlF94wNhqOaojvKmRZ'],104224,False,2AZOQku88vlcdIv541m3vb,Holly Jolly Christmas,0.698,0.248,-12.184,0.0322,0.596,0.0,0.356,0.541,116.0
['2Ouy64LMwX0NN3yekUfTfo'],149118,False,6cyDYCKseCl3dFIVyJGWLU,O Tannenbaum,0.635,0.248,-15.705,0.0349,0.893,0.945,0.0992,0.475,89.0
['2Ouy64LMwX0NN3yekUfTfo'],176981,False,530Lcvp7hKHlP44A0vIn6U,I'll Be Home For Christmas,0.714,0.142,-17.067,0.0352,0.805,0.921,0.115,0.35,89.0
['2Ouy64LMwX0NN3yekUfTfo'],197592,False,6OrVGcJtLfUnWDXdNA7wAg,Have Yourself a Merry Little Christmas,0.693,0.189,-17.846,0.0345,0.902,0.941,0.0805,0.32,89.0
['2Ouy64LMwX0NN3yekUfTfo'],145337,False,3zvm7VLCXxb06utC1AEHyU,Jingle Bells,0.794,0.24,-14.247,0.0518,0.72,0.9,0.116,0.519,108.0
['2Ouy64LMwX0NN3yekUfTfo'],174052,False,7jIEo2dlaZo06Q8WyQv8Zf,Shine Over Lake and Shore,0.71,0.0634,-16.046,0.036,0.777,0.881,0.101,0.213,144.0
['2Ouy64LMwX0NN3yekUfTfo'],131101,False,0mc6hWIlfQpWuVRXBRLynC,White Christmas,0.554,0.147,-16.724,0.0335,0.92,0.757,0.0985,0.3,180.0
['2Ouy64LMwX0NN3yekUfTfo'],179641,False,1viHr3ET2MyVfZKmnOSHxu,Last Christmas,0.715,0.13,-15.215,0.0394,0.856,0.932,0.115,0.761,88.0
['2Ouy64LMwX0NN3yekUfTfo'],117042,False,554vkFNljFqonEA0CRZGBW,Do You Hear What I Hear?,0.722,0.171,-14.621,0.0358,0.755,0.796,0.0974,0.413,86.0
['2Ouy64LMwX0NN3yekUfTfo'],129779,False,5d4x8Wu42EDRXhgKC1MikN,When You Wish Upon A Star,0.709,0.208,-15.478,0.0368,0.873,0.948,0.106,0.496,94.0
['2Ouy64LMwX0NN3yekUfTfo'],128325,False,58k63NjJr40pBCjP5wuVQM,Blue Christmas,0.789,0.184,-14.334,0.0361,0.837,0.787,0.11,0.581,94.0
['2Ouy64LMwX0NN3yekUfTfo'],136772,False,5d6p4sKUD964U3YDwXBRA6,Sleigh Ride,0.756,0.216,-14.735,0.0528,0.828,0.875,0.0938,0.534,143.0
['2Ouy64LMwX0NN3yekUfTfo'],103612,False,3pobD6G6e7jh7hZMUotOzr,A Holly Jolly Christmas,0.711,0.221,-14.634,0.0472,0.741,0.916,0.163,0.652,116.0
['2Ouy64LMwX0NN3yekUfTfo'],169556,False,4SyMpMvDjt6VtXsw7AgUzU,Santa Baby,0.726,0.125,-17.073,0.0396,0.919,0.906,0.105,0.44,86.0
['2Ouy64LMwX0NN3yekUfTfo'],163215,False,4iuMUhURLaLKirbBkTDuYM,Wonderful Peace,0.662,0.172,-16.833,0.037,0.84,0.892,0.104,0.338,91.0
['2Ouy64LMwX0NN3yekUfTfo'],144977,False,4z6yPm7cvo3UQJ1YNrjNQz,Silent Night,0.727,0.166,-17.548,0.0498,0.729,0.902,0.11,0.332,89.0
['2Ouy64LMwX0NN3yekUfTfo'],148936,False,5xrljZHAda00zGdabeboF4,Santa Claus Is Coming To Town,0.774,0.224,-14.474,0.0398,0.886,0.879,0.12,0.307,102.0
['2Ouy64LMwX0NN3yekUfTfo'],134273,False,3qx0ONiNiK6HXtxfUVAv74,Silver Bells,0.652,0.169,-16.728,0.0387,0.754,0.913,0.075,0.551,95.0
['2Ouy64LMwX0NN3yekUfTfo'],104933,False,5tN2jSLoa29bAXMgQfEXyO,Karl-Bertil Johnssons Christmas,0.495,0.128,-16.26,0.0322,0.92,0.971,0.124,0.145,142.0
['2Ouy64LMwX0NN3yekUfTfo'],135627,False,1I5a0HM7QBaG511mcwtHfU,"Bella Notte Fom ""Lady And The Tramp""",0.713,0.197,-17.034,0.0446,0.495,0.801,0.105,0.367,106.0
['2Ouy64LMwX0NN3yekUfTfo'],100532,False,3PqtMJiOr1C4V1iirQN6qE,It's Beginning To Look Alot Like Christmas,0.635,0.205,-15.166,0.0304,0.93,0.903,0.1,0.629,94.0
['2Ouy64LMwX0NN3yekUfTfo'],153831,False,1tjkhXPgDycTBrJ6diJsV8,Let it Snow,0.765,0.187,-15.734,0.04,0.9,0.905,0.0957,0.588,102.0
['2Ouy64LMwX0NN3yekUfTfo'],135733,False,5PAm86lzuUeBrn0dlcYcs9,"The Christmas Song ""Chestnuts Roasting On An Open Fire""",0.44,0.126,-17.042,0.0361,0.934,0.94,0.0946,0.277,178.0
['3nFB4eMP5gdqee2eQb8nZb'],252040,False,5CM8KK6igKgSZqfxv0gaeb,El Triste,0.585,0.653,-4.921,0.0286,0.118,2.02e-06,0.13,0.425,110.0
['3nFB4eMP5gdqee2eQb8nZb'],238000,False,3Bctm2ASfQ6yZosf8TUIIX,Algo De Mí,0.645,0.794,-3.544,0.0327,0.439,0.0,0.368,0.827,92.0
['3nFB4eMP5gdqee2eQb8nZb'],179320,False,0fcvXuraLq4smvFXRzF3MQ,Hazme Olvidarla,0.683,0.695,-5.102,0.0335,0.222,1.49e-06,0.0739,0.682,103.0
['3nFB4eMP5gdqee2eQb8nZb'],270626,False,4Rg4fqzTHGbmWB0gwdZzo4,Hoy Como Ayer,0.313,0.739,-3.527,0.0389,0.0631,1.78e-06,0.1,0.473,174.0
['3nFB4eMP5gdqee2eQb8nZb'],223773,False,1EwdLDORwF3KnSQTCIHHBF,Perdóname Mi Amor,0.624,0.776,-3.393,0.0285,0.314,0.0,0.0493,0.377,93.0
['3nFB4eMP5gdqee2eQb8nZb'],181866,False,1cDJ0j6oLq9uc29OPOPqGe,Morir De Amor,0.749,0.639,-7.021,0.0258,0.045,0.00107,0.154,0.653,122.0
['3nFB4eMP5gdqee2eQb8nZb'],240306,False,3rjOGqqBcgelKj9MyIPCVk,No Te Podías Quedar,0.596,0.568,-6.65,0.0331,0.0888,4.07e-06,0.207,0.353,73.0
['3nFB4eMP5gdqee2eQb8nZb'],229160,False,5t6kcs0zr5AKKbCK04gUWl,Mi Primera Vez,0.696,0.582,-5.572,0.0297,0.196,0.0,0.18,0.63,93.0
['3nFB4eMP5gdqee2eQb8nZb'],239986,False,792GQnGeo2lpgKigZn6o5Z,Ese,0.602,0.587,-6.782,0.0266,0.217,0.0,0.0835,0.482,144.0
['3nFB4eMP5gdqee2eQb8nZb'],216893,False,4WjdEbGB4gahb3DnMwAFqd,Te Lloré,0.599,0.564,-5.823,0.0263,0.0849,0.0,0.188,0.401,136.0
['3nFB4eMP5gdqee2eQb8nZb'],213826,False,69oYiYDZNAwrWnTsRHUOnr,Ave Cautiva,0.377,0.746,-4.481,0.0308,0.147,0.0,0.146,0.514,80.0
['3nFB4eMP5gdqee2eQb8nZb'],222373,False,5CYWPQTnlgR3XGM4xsa4Yi,Te Mire Partír,0.543,0.657,-5.646,0.0305,0.025,2.14e-06,0.0627,0.55,76.0
['3nFB4eMP5gdqee2eQb8nZb'],230706,False,4Go4eWu0KaOL9QHp0rNl5L,Necesito Decirte,0.635,0.622,-7.664,0.0268,0.0306,1.39e-05,0.115,0.351,145.0
['3nFB4eMP5gdqee2eQb8nZb'],232866,False,0DMB3I5vMIF8fOkjNc2XNe,Quién Como Tú,0.61,0.741,-3.952,0.0247,0.171,0.0,0.0651,0.776,82.0
['3eFo5fMv53RYZBYlvT5Z6a'],262200,False,6Nzw06fYqYfK38LTDVOwdJ,When I Fall in Love,0.435,0.157,-17.76,0.0338,0.806,0.977,0.142,0.102,119.0
['3eFo5fMv53RYZBYlvT5Z6a'],309733,False,233M8NdQUDGVYtmnwXLTl0,What'll I Do?,0.258,0.099,-18.614,0.0307,0.952,0.168,0.0968,0.0624,79.0
['3eFo5fMv53RYZBYlvT5Z6a'],364853,False,5nSFmNF5oXrWGpLyuddi1A,No Ordinary Love,0.536,0.276,-16.785,0.0435,0.745,0.63,0.1,0.347,83.0
['3eFo5fMv53RYZBYlvT5Z6a'],201093,False,5uGt1AL02UAtz3KdLNAmP9,My Romance,0.128,0.0684,-15.122,0.0336,0.964,0.249,0.12,0.0401,83.0
['3eFo5fMv53RYZBYlvT5Z6a'],220173,False,7sg19oTE5mykjl05JnTLln,Let's Fall In Love,0.426,0.234,-13.01,0.031,0.841,0.935,0.111,0.231,142.0
['3eFo5fMv53RYZBYlvT5Z6a'],297200,False,5fuLASKHyOB696NtHrAvmW,Cinema Paradiso,0.317,0.0834,-16.651,0.035,0.879,0.409,0.0789,0.123,116.0
['3eFo5fMv53RYZBYlvT5Z6a'],275920,False,5zM4q55KKBR5eichzx7yCS,Someone to Watch over Me - Live,0.12,0.133,-16.626,0.0404,0.929,0.93,0.166,0.0892,74.0
['3eFo5fMv53RYZBYlvT5Z6a'],331493,False,6IjANd6DdvA6SbwbZD9REy,La Belle Dame Sans Regrets,0.565,0.351,-17.095,0.0418,0.495,0.565,0.165,0.248,150.0
['3eFo5fMv53RYZBYlvT5Z6a'],191386,False,4ULH1AWNK19lv8ksGsdd3H,Nearness Of You,0.302,0.118,-15.782,0.0401,0.968,0.977,0.129,0.142,113.0
['3eFo5fMv53RYZBYlvT5Z6a'],243453,False,4QyjpHl5dBUmIXjVes7zrl,How Love Should Be,0.311,0.159,-15.473,0.0375,0.887,2.72e-06,0.111,0.109,118.0
['3eFo5fMv53RYZBYlvT5Z6a'],248653,False,6nCx0VhKoarmZGQNuzTlkL,Make Someone Happy,0.326,0.205,-13.636,0.034,0.945,0.668,0.151,0.142,174.0
['3eFo5fMv53RYZBYlvT5Z6a'],293426,False,1JVSgm42Ye3pGHRrfeT1nf,One For My Baby,0.429,0.0777,-14.727,0.0339,0.986,0.965,0.0947,0.148,60.0
['3eFo5fMv53RYZBYlvT5Z6a'],284760,False,2pGKzJJjZ5Dhd6uLQv7hso,Time to Say Goodbye (Con te Partiro) - Live,0.111,0.132,-16.905,0.0417,0.956,0.893,0.101,0.0416,93.0
['3jCpkSg0NSdoBnSiomVQkD'],29480,False,5F4h04tCmoCRFz5NuAc77Y,Crazy - Radio Intro,0.843,0.645,-11.398,0.456,0.717,0.0,0.349,0.883,106.0
['3jCpkSg0NSdoBnSiomVQkD'],220613,False,7nG4QYyxPVoL0AYoL1TeZv,Wiggle It,0.803,0.77,-6.88,0.108,0.0191,0.0,0.631,0.84,106.0
['3jCpkSg0NSdoBnSiomVQkD'],275200,False,1aI5l3ffTpiZXAlkfQmMwO,U Build Me Up - Long Version,0.628,0.733,-6.911,0.0376,0.00767,0.0,0.602,0.595,88.0
['3jCpkSg0NSdoBnSiomVQkD'],45293,False,1UTE9nc50K1kU7XbuSN1xY,Freaky - Intro,0.546,0.401,-14.221,0.681,0.419,0.0,0.707,0.473,106.0
['3jCpkSg0NSdoBnSiomVQkD'],214160,False,4viDIOUEQyOdlmTeGYF7nV,Freaky Deaky,0.656,0.806,-6.373,0.0943,0.0366,0.0,0.183,0.85,88.0
['3jCpkSg0NSdoBnSiomVQkD'],179440,False,2yryweRCnuw6kjQoBoMF5p,Crazy,0.67,0.857,-6.142,0.0421,0.00187,0.0,0.129,0.5,128.0
['3jCpkSg0NSdoBnSiomVQkD'],218586,False,1nXldmKasnCqH642bkY8Cy,Fed Up,0.781,0.845,-5.944,0.0516,0.0462,0.00412,0.0951,0.889,150.0
['3jCpkSg0NSdoBnSiomVQkD'],233186,False,3H41eRMFrvU4JTMcNBicgU,Funk U,0.525,0.892,-6.024,0.336,0.0333,0.0,0.349,0.845,200.0
['3jCpkSg0NSdoBnSiomVQkD'],242093,False,5conKjxFTD5RK19678wpcn,Lie About Us,0.643,0.599,-7.501,0.071,0.112,0.0,0.105,0.782,80.0
['3jCpkSg0NSdoBnSiomVQkD'],72840,False,3ZbdwmYhlKfDPEbjYxugDJ,Make Up - Intro,0.621,0.535,-13.213,0.91,0.886,0.0,0.7,0.833,85.0
['3jCpkSg0NSdoBnSiomVQkD'],192013,False,1bVVxQ11hdUxKctG52tvOP,Make Up Your Mind,0.786,0.688,-7.549,0.0561,0.0572,1.28e-06,0.127,0.91,106.0
['3jCpkSg0NSdoBnSiomVQkD'],209840,False,6LYFFxQZXpEsO81iRP8XmD,My One & Only,0.704,0.719,-7.656,0.0803,0.0438,1.14e-05,0.168,0.93,95.0
['3jCpkSg0NSdoBnSiomVQkD'],172666,False,5yWoKhHA13U6PnBjDKAdea,Freak Out,0.719,0.908,-5.251,0.201,0.125,0.0,0.0364,0.728,93.0
['3jCpkSg0NSdoBnSiomVQkD'],244960,False,7ytUolOUoYCqBSWDkAAQMm,Wanna Be Free,0.731,0.891,-5.701,0.038,0.0471,0.000125,0.156,0.677,115.0
['3jCpkSg0NSdoBnSiomVQkD'],236800,False,21Fc69JVBMhwaKjnhRZ6BZ,Dirty Girl,0.751,0.723,-6.547,0.123,0.0145,0.0,0.104,0.814,94.0
['3jCpkSg0NSdoBnSiomVQkD'],75306,False,04fEEbhtdxPePu4dhe29hM,Outro,0.67,0.494,-10.53,0.582,0.173,0.0,0.368,0.839,94.0
['3qVag8oPA3Nu6CyqwoScn2'],127402,True,1n33tsUgW74L4FynOKuUbp,Diamond Dog,0.745,0.574,-6.826,0.0421,0.0523,0.877,0.116,0.229,154.0
['3qVag8oPA3Nu6CyqwoScn2'],178089,True,0dXuXPGwjGz52JOfHl5dnl,Crying Wolf,0.804,0.447,-7.74,0.0604,0.0424,0.778,0.125,0.218,157.0
['3qVag8oPA3Nu6CyqwoScn2'],141310,True,7kC31N33LTx9WaYlCiBu28,Material Stealth,0.707,0.436,-10.784,0.0355,0.0449,0.781,0.113,0.0983,82.0
['3qVag8oPA3Nu6CyqwoScn2'],171327,True,4Rd6M8R8cH2b8eGexDeZb0,Bone Breaka,0.717,0.644,-11.9,0.105,0.0127,0.841,0.0922,0.274,170.0
['3qVag8oPA3Nu6CyqwoScn2'],147272,True,3Ww02qVYQBUn8lnhQpOlDv,Amongst Walking Dead,0.844,0.595,-11.953,0.0705,0.0101,0.928,0.0752,0.941,132.0
['3qVag8oPA3Nu6CyqwoScn2'],140571,True,05jU7qJe4TD78zfpgGOTlE,Black Carrots,0.883,0.417,-11.401,0.376,0.0445,0.555,0.112,0.12,140.0
['3qVag8oPA3Nu6CyqwoScn2'],225343,True,6Shsm1Om0PCNlmCxKBy4il,Invaded Terror,0.798,0.4,-8.478,0.0597,0.00644,0.843,0.0726,0.332,131.0
['3qVag8oPA3Nu6CyqwoScn2'],140526,True,66sYb4odUQNM3SmyjdvQE0,As I Say,0.717,0.8,-7.603,0.0757,0.178,0.969,0.114,0.512,152.0
['3qVag8oPA3Nu6CyqwoScn2'],129593,True,02p2feRDN2CURdw1mfFqnh,Hard From The Darkside,0.837,0.297,-9.491,0.0753,0.00435,0.32,0.143,0.335,151.0
