artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,420,False,1uRs9ix7sena1IdvrktFWx,"The Mountain Whippoorwill (Or, How Hillbilly Jim Won The Great Fiddler's Prize)",0.621,0.194,-19.032,0.356,0.9,0.000326,0.219,0.522,101.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,123,False,1H3RC35pDFjoZRFDIabZ0d,Honky Tonkin',0.73,0.768,-8.785,0.0765,0.437,0.0253,0.766,0.896,100.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,174,False,4hv0ZOeP5Aj5QJFHROSmhG,House At Pooh Corner,0.512,0.648,-9.279,0.0332,0.546,0.0,0.784,0.776,104.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,157,False,4C4VWxIDvhVDeHL2rLz0lG,Buy For Me The Rain,0.425,0.769,-10.517,0.0672,0.211,0.000258,0.799,0.837,175.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,171,False,6ElgkxrW2yS1m7gKQqXwoH,Oh Boy,0.467,0.872,-8.16,0.0344,0.339,0.000346,0.679,0.931,185.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,136,False,5vLBpp9c6Cr9FNKWbGH67t,Teardrops In My Eyes,0.58,0.761,-8.408,0.0385,0.58,0.00217,0.873,0.94,130.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,187,False,1hRBrsMN59KBPllLpf8P1s,Glocoat Blues,0.375,0.477,-11.023,0.0799,0.565,0.00973,0.295,0.774,134.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,38,False,2zuGPU7i5hrkumJkSRAEhf,Stars And Stripes Forever,0.554,0.359,-16.527,0.0408,0.502,0.918,0.104,0.885,102.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,179,False,7oW5GdgUXfkf3nw09aLdh4,The Battle Of New Orleans,0.32,0.819,-9.29,0.0496,0.287,1.37e-05,0.947,0.891,187.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,409,False,5uQeOdws0QT0WhDxmbu39C,It Came From The 50's (Blast From The Past),0.463,0.506,-23.827,0.941,0.937,1.24e-06,0.287,0.146,80.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,190,False,2STGjBLlOluzT7zPwj6GOo,My True Story,0.566,0.402,-12.64,0.0276,0.573,0.000371,0.397,0.804,114.0
['7y70dch6JuuuNnwlsOQvwW'],01d9OZQwyzsy0V7SAXPFsk,236,False,6T0JkPMEznXdgTWVTrYwQc,Diggy Liggy Lo,0.227,0.858,-9.495,0.254,0.457,2.47e-06,0.5,0.648,187.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,198,False,5jyDmLbmgGlyF0EukDpkSz,Jeder auf Erden ist wunderschön (Sogar du),0.634,0.782,-4.685,0.18,0.667,0.0,0.0885,0.949,150.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,186,False,5oWATdYGBfzWWIu7iQkVCu,Die Gentlemen Spieler,0.502,0.766,-4.337,0.068,0.689,0.0,0.076,0.928,154.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,194,False,6diLohcseRWyp3uRnbA9ZI,Meine Jeans,0.525,0.959,-2.661,0.0443,0.0589,0.00876,0.088,0.965,168.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,240,False,0Sz2Vf7cordiPbKJXwH53K,Der fünfte Four Top,0.721,0.672,-4.846,0.0294,0.221,6.35e-06,0.121,0.9,136.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,166,False,4R9dfxAjAM6QCC5Qm7Vlnm,Ich lass mich gehen in letzter Zeit,0.599,0.837,-4.46,0.0672,0.0468,0.0,0.0494,0.908,148.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,151,False,0MdujhPsIhabhNhAfCn0LP,Weine nicht es ist nur ein Film,0.647,0.865,-3.949,0.15,0.698,1.18e-05,0.036,0.872,148.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,197,False,43xVCAPmMCpQW80P1kDGiX,Mach mich traurig,0.61,0.829,-3.178,0.0318,0.624,1.1e-05,0.299,0.667,142.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,189,False,6kzN3bJ3XaEWNHiC8A8tvt,Frühling im Park,0.647,0.721,-4.329,0.0397,0.0103,0.453,0.0109,0.966,116.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,176,False,6v0jBQGRPZ96leflCv6ik0,Ein Fremder in der eigenen Stadt,0.526,0.9,-3.71,0.0819,0.433,0.0,0.137,0.807,77.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,227,False,7lbUALRm1aQvLrt1C46ioA,Nimm mich mit zum Spiel,0.53,0.914,-3.821,0.187,0.343,0.000389,0.324,0.963,166.0
['7xYldHloSckuP93hORkq8v'],0214e0B9mPXehZLKjERLtK,166,False,3lcNnatATy1wkOcqQDOaJ1,Nach dem Spiel,0.695,0.521,-4.339,0.041,0.0329,0.804,0.845,0.786,120.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,176,False,1HNdtpAj7tf3rr1k4blr50,Dark Place,0.536,0.281,-13.046,0.199,0.0898,0.0,0.0907,0.0746,125.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,172,False,5jUehVWZDukDfchG151O23,Pain & Strife,0.36,0.233,-11.659,0.0327,0.508,0.0,0.0934,0.498,180.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,164,True,1aN0c4cgadNfSyBcWPhCx1,Drugs,0.596,0.373,-11.534,0.166,0.668,0.0,0.104,0.314,129.0
"['7zo6jk8NbtPMqcSpGM7v67', '4qudzqGjfHCxHYse39glFq']",02eUgn9NtHyoMcgim2cVdV,142,True,7wZzEE3jeeT2E3JhWGkAU9,Up,0.794,0.401,-10.258,0.427,0.163,0.0,0.107,0.464,134.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,253,False,2X4rYxf4fUbo21k6dJ1o70,Pursuit Of Happyness,0.402,0.282,-14.351,0.055,0.776,0.0,0.105,0.153,119.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,143,False,16qzVwewn3CalDCJFA7uN2,4 Those Better Dayz,0.679,0.333,-9.166,0.151,0.467,0.0,0.129,0.195,128.0
['7zo6jk8NbtPMqcSpGM7v67'],02eUgn9NtHyoMcgim2cVdV,126,False,6gjHt5DC0OkCxTLxMIorpD,Aracely,0.684,0.447,-12.261,0.35,0.293,0.0,0.315,0.671,120.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,172,False,31LK5hdHNJ3GbIgz6Wbw57,Rigoletto: Präludium,0.162,0.0219,-19.612,0.0375,0.985,0.826,0.0691,0.0382,99.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '3isIMizmFrDTtnLp0C14zM', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,103,False,6el2kwoV3eWjGMuEamI1BB,Rigoletto: Introduktion,0.446,0.575,-15.296,0.0766,0.929,0.145,0.313,0.484,123.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,119,False,56eoKUnvOhxD08OnIWO5DC,"Rigoletto: Act I: ""Freundlich blick' ich""",0.395,0.429,-12.693,0.0859,0.946,1.44e-06,0.456,0.427,94.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '5tIjxR2iK827vCvS82mqSe', '0xd5nd7N6iiaPiDbOmKEgI', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,304,False,5Esj0rfNGsmfIs8hXF9AF3,"Rigoletto: Act I: ""Sie fliehn mich?""",0.433,0.528,-13.019,0.133,0.92,0.000436,0.259,0.374,129.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '5tIjxR2iK827vCvS82mqSe', '7tNg6yJpnGqqNY3bvroPEP', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,286,False,6hO8Dubbl7SJPEDTOVZgpB,"Rigoletto: Act I: ""Ich muss ihn sprechen!""",0.289,0.286,-12.498,0.065,0.947,0.00192,0.0721,0.142,78.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '2vZXFmXCmzwuS35JDToX7t', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,268,False,2YuPSwjewD3dN2SxTxShWA,"Rigoletto: Act I: ""Der alte Mann verfluchte mich!""",0.296,0.137,-21.609,0.0481,0.894,0.0,0.106,0.0814,101.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,187,False,3g8vyQZoNPflQc9ZaPpmgC,"Rigoletto: Act I: ""Gleich sind wir beide!""",0.338,0.176,-17.559,0.0578,0.973,5.57e-05,0.346,0.0505,101.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,526,False,6ztzNAeBoBwIxkztn2NsC0,"Rigoletto: Act I: ""Tochter! Mein Vater!""",0.277,0.242,-16.985,0.0605,0.97,1.76e-05,0.0973,0.113,79.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '0hrVe30cEV1RSrsDMYZ388', '4e7AmdD3V3vEgrBswepSJE', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,162,False,1LQ91vXYS4MYWmYabQ5vkg,"Rigoletto: Act I: ""Giovanna, mir ist so bange!""",0.319,0.146,-19.109,0.0953,0.969,7.94e-05,0.171,0.0594,167.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,294,False,6QsLjstypTEwSIXJHFjAoz,"Rigoletto: Act I: ""Liebe ist Seligkeit""",0.292,0.266,-15.523,0.0531,0.978,2.01e-05,0.0923,0.131,78.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0hrVe30cEV1RSrsDMYZ388', '5M10nos9rflOr0fzCZ67W1', '3isIMizmFrDTtnLp0C14zM', '3xJkH9q79Q5XqCRGC6Wgv2', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,376,False,4he3JyyhMFvScW9SFVJpnd,"Rigoletto: Act I: ""Gualtier Maldè … O du geliebter Name""",0.264,0.125,-20.952,0.0539,0.98,0.374,0.114,0.0381,85.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '3isIMizmFrDTtnLp0C14zM', '0xd5nd7N6iiaPiDbOmKEgI', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,129,False,4kNVUWcYG5p4BWPlsX05im,"Rigoletto: Act I: ""Warum kehr ich zurück?""",0.38,0.165,-19.396,0.0426,0.967,0.00646,0.132,0.354,60.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '2FBPLNI3b0QVahCOhyl2Ej', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,175,False,0thOoJJKfsurS1FEw4HWkw,"Rigoletto: Act I: ""Stille, Stille!""",0.39,0.275,-16.873,0.0708,0.963,0.393,0.104,0.22,76.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,306,False,7kPuEvqkJlXEuv7gIh8D0e,"Rigoletto: Act II: ""Sie wurde mir entrissen!""",0.251,0.273,-16.036,0.0471,0.978,0.000687,0.118,0.138,169.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '2FBPLNI3b0QVahCOhyl2Ej', '0oDcyjX5WyJOIzXRJPKDEq', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,137,False,3RuXJss8Nmv1JXJYyqUTKf,"Rigoletto: Act II: ""Herzog, Herzog!""",0.429,0.307,-14.982,0.0417,0.972,0.428,0.357,0.603,125.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '2FBPLNI3b0QVahCOhyl2Ej', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,186,False,6asiH27Unkf1pM2oOeoAhj,"Rigoletto: Act II: ""Ach armer Rigoletto!""",0.454,0.195,-15.556,0.0473,0.959,5.88e-06,0.179,0.321,76.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,240,False,4MgkmeDEPqOTPiOPf9Mfz4,"Rigoletto: Act II: ""Feile Sklaven""",0.28,0.252,-14.583,0.0445,0.987,0.0014,0.104,0.176,92.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,451,False,7EO0hhhhLf0oJmnpckbLEI,"Rigoletto: Act II: ""Mein Vater!""",0.245,0.164,-17.826,0.058,0.98,0.0247,0.107,0.0421,183.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '7tNg6yJpnGqqNY3bvroPEP', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,210,False,4exYSjhnc3DRjezmR6rhTf,"Rigoletto: Act II: ""Hab ich erst vollbracht""",0.318,0.324,-13.15,0.0441,0.983,0.0146,0.211,0.34,96.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,117,False,22UzKEt9ZroLNe5rJRMLva,"Rigoletto: Act III: ""Du liebst ihn?""",0.309,0.073,-19.496,0.0477,0.941,1.83e-06,0.232,0.0493,152.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,190,False,55diIcqrmgaNpGzWeTJ5iO,"Rigoletto: Act III: ""O wie so trügerisch""",0.285,0.307,-11.906,0.0653,0.969,0.000296,0.111,0.193,173.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '4dFA3bFcspHiLDsGrCTEnx', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,358,False,7lnDgGcvJXc6MxnmSxOemv,"Rigoletto: Act III: ""Als Tänzerin erschienst du mir""",0.352,0.362,-13.947,0.0605,0.954,0.0,0.227,0.284,132.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '2vZXFmXCmzwuS35JDToX7t', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,606,False,38MHyR4VAQJCsO2R1fojOH,"Rigoletto: Act III: ""Zwanzig Scudi sagtest du?""",0.436,0.26,-15.525,0.133,0.93,1.41e-05,0.109,0.0727,120.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '0oDcyjX5WyJOIzXRJPKDEq', '5tIjxR2iK827vCvS82mqSe', '2vZXFmXCmzwuS35JDToX7t', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,252,False,3FM9upFsmGm1YenS2ckcGo,"Rigoletto: Act III: ""Endlich erscheint sie""",0.42,0.161,-17.502,0.0546,0.957,0.0,0.281,0.152,104.0
"['1JOQXgYdQV2yfrhewqx96o', '7vEPPI71V8dEHtEhPMAxWT', '5tIjxR2iK827vCvS82mqSe', '0hrVe30cEV1RSrsDMYZ388', '1PcmDPoDizKeZDOjdWfuTD']",04g9X51xxxuMSfGGSsOL3M,323,False,5keW4LqGYAxhiM4oxKkblS,"Rigoletto: Act III: ""Wer ist statt seiner hier im Sacke?""",0.312,0.248,-15.314,0.0503,0.961,0.000144,0.11,0.0723,102.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,7y6rBfNszqUn20pIC20elV,Dog Nap and Recharge with Exotic Sounds pt. 1,0.324,0.0402,-39.447,0.0459,0.182,1.12e-05,0.11,0.079,131.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,0vRaWNO8xzJFDdNFHewHa8,Dog Nap and Recharge with Exotic Sounds pt. 2,0.316,0.0195,-37.19,0.0447,0.615,0.245,0.284,0.037,131.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,3DcjGkeD7cqjBAtfroZJIV,Dog Nap and Recharge with Exotic Sounds pt. 3,0.314,0.0263,-35.156,0.0389,0.786,0.921,0.115,0.0362,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,0aJwKQVKR1us3dLnj1oYaU,Dog Nap and Recharge with Exotic Sounds pt. 4,0.291,0.069,-33.072,0.0533,0.856,0.941,0.347,0.0369,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,1wpH5mX8caE9o7ng9qOpAz,Get Ready for Relax with Unique Tunes pt. 1,0.316,0.0313,-36.06,0.0427,0.424,0.000242,0.676,0.034,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6Nb2hPMvvTFMsQMh4DZWIh,Get Ready for Relax with Unique Tunes pt. 2,0.324,0.0185,-38.668,0.0491,0.455,0.00486,0.134,0.0361,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6MkkUA3YqWZyxioq7Xr1cJ,Get Ready for Relax with Unique Tunes pt. 3,0.299,0.0376,-34.884,0.0404,0.826,0.934,0.215,0.0323,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6K0MiPmYqD5OKBPN50WZLj,Get Ready for Relax with Unique Tunes pt. 4,0.336,0.0719,-33.623,0.0443,0.825,0.956,0.166,0.0318,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6jQLxyCxEs2pVGl3WB9kVN,Enjoy Forest of Dog Deep Sleep for Ultra Relax pt. 1,0.28,0.0509,-34.868,0.0514,0.598,0.0036,0.514,0.0317,131.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6yPBWn0DhyeY6h6303cnPw,Enjoy Forest of Dog Deep Sleep for Ultra Relax pt. 2,0.341,0.0416,-39.824,0.0402,0.468,0.0049,0.143,0.0394,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,7xqpWJK7kxEff133FNyeje,Enjoy Forest of Dog Deep Sleep for Ultra Relax pt. 3,0.315,0.035,-35.082,0.0414,0.786,0.985,0.115,0.0298,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,7uUC6dll24ECf4MhKM7uwA,Enjoy Forest of Dog Deep Sleep for Ultra Relax pt. 4,0.299,0.0378,-35.3,0.0427,0.695,0.883,0.0996,0.0366,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,55KYM5Gdkkgi9k6CLXHUsD,Forest of Calming Dog Sleep and Total Easy off pt. 1,0.243,0.0662,-32.633,0.0472,0.9,0.858,0.663,0.0359,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,1hz0X4iMrzkiDeJMtVzmro,Forest of Calming Dog Sleep and Total Easy off pt. 2,0.324,0.034,-40.057,0.0444,0.291,5.12e-06,0.103,0.0726,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,4dkAhstfmoAQuOVSdG3MTJ,Forest of Calming Dog Sleep and Total Easy off pt. 3,0.285,0.0354,-36.876,0.05,0.646,0.846,0.115,0.0369,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,5AcX6UOP53m5ARghkeFBnX,Forest of Calming Dog Sleep and Total Easy off pt. 4,0.299,0.0406,-35.126,0.0476,0.74,0.991,0.487,0.036,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,3tC4HStvYq4SzW9NfaS9pB,Dog Nap and Recharge with Exotic Music pt. 1,0.258,0.0739,-32.261,0.0476,0.876,0.91,0.534,0.0361,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,6482hcZzwHF8Td1smqKVba,Dog Nap and Recharge with Exotic Music pt. 2,0.35,0.0462,-37.121,0.045,0.268,0.000244,0.571,0.0421,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,4wk1G9HLRmLfT2x4xCdn8y,Dog Nap and Recharge with Exotic Music pt. 3,0.29,0.016,-37.792,0.046,0.621,0.186,0.5,0.0346,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,62HSN0ME3HyqL3TmRXvFTy,Dog Nap and Recharge with Exotic Music pt. 4,0.202,0.0336,-34.721,0.0439,0.739,0.693,0.651,0.0351,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,2BUV6IOGu0AdnRwclTfWWb,Tour of Dog Sleep and Rest pt. 1,0.257,0.0822,-33.543,0.0486,0.784,0.924,0.192,0.0365,132.0
['7zCpSQFdBw585iUpiKHKy9'],04gGEScSaZWzOMQG8frkPz,64,False,7Gvni9OFmF86lx8BE2Wi39,Tour of Dog Sleep and Rest pt. 2,0.294,0.0535,-35.152,0.0397,0.447,0.00287,0.453,0.0351,132.0
