artists_spotify_idxs,album_spotify_idx,duration,explicit,track_spotify_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,143,True,3eio5iwCLpAm8QeYeh6cbx,Let It Rain,0.59,0.341,-12.332,0.349,0.746,0.000596,0.116,0.194,92.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,151,True,7byhGOpHJyLCiuLYlbUwdA,Golden Goose,0.613,0.732,-8.72,0.378,0.0967,0.0,0.0988,0.285,160.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,163,True,7E0OIPwre9Iy6h4Qbvunad,The Dog In Me,0.694,0.655,-9.055,0.422,0.408,0.0,0.138,0.626,156.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,183,True,2027V3GsWZo8Wd6uF29Mvk,My House,0.585,0.556,-9.919,0.162,0.105,2.12e-05,0.111,0.135,96.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,177,True,4xAcdKRLU3C0rNmQRK907g,Magnum Opus,0.779,0.457,-10.846,0.279,0.216,0.0,0.106,0.113,98.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,127,True,2DlA57zy64LbCCtVtqMqe5,Magnesia,0.63,0.568,-9.312,0.349,0.13,0.0,0.119,0.471,86.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD', '4CMpD1PEpHI0faAJ0sCZVr', '58ASRfojjs1J8bhyuUh1tI']",00eZdBgy3a98PGLQRlY6wt,145,True,6j2j98IgDCTfpCDErhgkY0,Scandalous,0.788,0.587,-8.819,0.286,0.161,0.0,0.135,0.261,134.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,138,True,44HD0F7oYFI5ui4aqoH2sJ,Know The Name,0.605,0.698,-11.879,0.399,0.19,0.0,0.0675,0.183,82.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,138,True,1UsDsRwljKXFfGNnhB4DyT,Ginsu Blade,0.594,0.603,-9.671,0.269,0.00458,2.8e-06,0.22,0.204,90.0
"['41HT5cCwGX155b8xvtvtON', '7zuoqJAXDtNaLzxxm4IShD']",00eZdBgy3a98PGLQRlY6wt,146,True,31TglmSC6sX6fO5RYU2hXj,Who I Call,0.773,0.583,-8.808,0.354,0.573,0.0,0.318,0.494,82.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,164,False,4uswqnBI5LjRIcTr3LgFcF,Frogg Galliard,0.361,0.152,-21.88,0.0455,0.96,0.822,0.174,0.436,119.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,243,False,6j1o86ii2E3A66djrLGKSS,A Dream,0.426,0.0702,-23.938,0.0539,0.973,0.916,0.107,0.36,119.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,96,False,6FQBL3XwuHuF5Ed4PbumbY,Three Feminine Portraits - Lady Hunsdon's Allemande,0.335,0.169,-20.039,0.0377,0.941,0.891,0.207,0.532,80.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,301,False,7gKvQY4aZUBEuRoj4D48Cs,Three Feminine Portraits - La Mia Barbara,0.292,0.132,-23.451,0.0428,0.969,0.869,0.114,0.359,93.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,199,False,3U9icQU0iejtMOkgRb5InU,Three Feminine Portraits - Lady Clifton's Spirit,0.307,0.143,-23.798,0.036,0.96,0.841,0.199,0.475,86.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,303,False,1xKn9fqdl2LK9vvcSsZ74X,A Galliard,0.375,0.0919,-24.133,0.0407,0.961,0.86,0.133,0.391,129.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,133,False,4tQnZifeP0fOI5k09r5ztN,Melancholy Galliard,0.424,0.0894,-22.648,0.0431,0.968,0.894,0.135,0.395,80.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,155,False,6NV3I8FxatGJiQxAgm3qqD,Sir John Smith's Almain,0.336,0.143,-23.123,0.0433,0.957,0.897,0.0996,0.504,118.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,250,False,0nuezzptvFojbOzNpyWCoi,Lachrimae Pavin,0.439,0.0818,-23.878,0.0533,0.963,0.896,0.111,0.224,115.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,231,False,4HjF13NMD9y8tUnysiSzYZ,A Fantasie,0.329,0.106,-23.841,0.0357,0.963,0.897,0.0787,0.434,99.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,250,False,6D5pxHcky7DGj1JglRf6XK,Dowland on the Continent - Mauritius Pavin,0.332,0.127,-23.913,0.0428,0.957,0.922,0.109,0.381,98.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,182,False,29JeSI9X6TfcH4tvnOANAp,Dowland on the Continent - The King of Denmark's Galliard,0.395,0.129,-23.441,0.049,0.937,0.867,0.0844,0.232,108.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,267,False,0qBsjOz9CSueVG7mMsW8Vb,Dowland on the Continent - Farwell,0.395,0.0551,-26.553,0.039,0.974,0.911,0.1,0.244,96.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,126,False,6tleWBgk1rLYvPqNRSKlAf,Elizabeth and Essex - Queen Elizabeth's Gaillard,0.299,0.12,-22.849,0.0378,0.962,0.919,0.135,0.333,88.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,113,False,0NuoMohIPysv9ZogBNk9cB,Elizabeth and Essex - The Earl of Essex's Galliard,0.41,0.143,-23.789,0.0369,0.968,0.886,0.109,0.427,94.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,344,False,0mH5hvcdIR1qmDNsMZA1oa,Dowland's Lamentation: Semper Dowland / Semper Dole - NS,0.44,0.0852,-26.186,0.0515,0.971,0.905,0.12,0.26,117.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,153,False,0nrgErKy8ExaKB8lzdbiom,A Fancy,0.308,0.147,-23.108,0.0424,0.959,0.95,0.0905,0.533,82.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,100,False,5qkSNarP7Ij4AKtyIGzpmc,Lady Rich's Galliard,0.452,0.143,-22.458,0.0463,0.948,0.681,0.124,0.38,96.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,271,False,53HGxzjzKsQER6BOL9gmmI,Fortune My Foe,0.372,0.0645,-26.512,0.0396,0.966,0.838,0.107,0.21,90.0
"['7zcQ4msi1fjUPlCYypzkNy', '1mhwtKvBm1ncoOrUtnQUgk']",03DIodWT7tCGMsNEUsTi5M,263,False,1FBv7tcmjT3lWjwAAlOehY,MRS. White's Nothing,0.39,0.112,-23.636,0.0381,0.958,0.866,0.123,0.238,95.0
"['2Vo7E1wIPn0DnMFvX4H06F', '7zcQ4msi1fjUPlCYypzkNy']",04yGZzxCwCBoEvWKdbUaAK,220,False,0aRs9p3R3qzeg1eG3xyeyA,"Saltarello ala ferrarese - Intabulatura de lauto, Libro quarto",0.457,0.13,-28.316,0.0296,0.968,0.912,0.153,0.503,78.0
"['2RFTpR1OggyhKhPAhCs1ih', '7zcQ4msi1fjUPlCYypzkNy']",04yGZzxCwCBoEvWKdbUaAK,132,False,7wZhwLyR5zxTvl8Jm5NhZJ,"Recercare 6 - Intabolatura de lauto, Libro primo, Libro secondo",0.401,0.0826,-30.216,0.0319,0.98,0.917,0.113,0.393,99.0
