artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['4NJhFmfw43RLBLjQvxDuRS', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",204693,False,4L0QIm3BW2wx1AkbrW4glg,"Le nozze di Figaro, K. 492, Act I: ""Se vuol ballare Signor Contino""",0.467,0.246,-14.83,0.127,0.981,0.00673,0.407,0.231,139.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",181946,False,6bWmj2cUJXaA55k7l0Ma72,"Le nozze di Figaro K. 492, Act I: ""La vendetta, oh, la vendetta""",0.379,0.309,-13.003,0.0999,0.967,0.00736,0.0665,0.519,72.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",235093,False,4jVFkrzEtb18etBOovfuti,"Le nozze di Figaro K. 492, Act I: ""Non piu andrai""",0.552,0.264,-12.529,0.0706,0.981,0.00364,0.19,0.421,122.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",280000,False,48UyLITre5q1nxdYIegZxM,"Le nozze di Figaro K. 492, Act III: ""Hai gia vinta la causa! - Vedro, mentrio..""",0.459,0.297,-12.088,0.0674,0.974,0.00336,0.0919,0.386,126.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",244920,False,7J1PG8vV61EPT4x3xeLYDm,"Le Nozze di Figaro K. 492, Act IV: ""Tutto e disposto - Aprite un po'que gl'occhi..""",0.486,0.319,-13.327,0.101,0.976,0.00106,0.0855,0.358,71.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",483106,False,5AnlJRzS3zNrC4NYHQvVQU,"Mentre ti lascio, K. 513: ""Mentre ti lascio, o figlia""",0.297,0.214,-16.38,0.0473,0.981,0.263,0.391,0.15,92.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",467226,False,4m4t8EZnBOCn5ooHdGbF0D,"Per questa bella mano, K. 612",0.19,0.177,-18.146,0.0419,0.986,0.318,0.0928,0.184,78.0
"['4NJhFmfw43RLBLjQvxDuRS', '1BRT8fSeUEiPLirfsETvfn', '1p4YAX8Nh6LiW3uPd49oAR', '1iNPygduJOu0JnzasoDVLE']",294053,False,2L31sNbGpeq0RyuSbbUEuH,"Rivolgete a lui lo sguardo, K. 584",0.441,0.304,-12.129,0.0757,0.972,0.0867,0.233,0.378,142.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",167824,False,4S4ifEdC6dvoVc777RlUmd,La Mañanitas,0.546,0.364,-5.958,0.0354,0.724,0.000137,0.0608,0.728,182.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",260820,False,15pB1s4mNRjdSfBltxVNdY,Como Te Extraño Mama,0.618,0.338,-9.883,0.035,0.447,0.0,0.109,0.468,128.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",160614,False,6CrRJXkVHddkbSI5cNieMA,Una Flor Para Mi Madre,0.7,0.515,-6.504,0.031,0.378,0.0,0.0808,0.933,98.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",187233,False,1xm7VkhZ5okEXmUUinu8Pm,La Voz De Mi Madre,0.446,0.563,-5.06,0.0429,0.529,0.000223,0.293,0.57,204.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",147449,False,0Z3pdbbULdYgWOSGk8gR6Y,Dos Coronas A Mi Madre,0.778,0.747,-5.974,0.0368,0.461,2.38e-06,0.121,0.905,102.0
"['1iIxNEvPPmdFIIP0tdpw6G', '1LA36nTmVDvxNEZZiF95Hr']",173989,False,4VTQLwGKSasX9wI1w0pzcf,Un Adios A Mi Madre,0.579,0.527,-6.792,0.0294,0.064,4.02e-06,0.0648,0.862,99.0
