artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
['44rKmAQvosSyJ2MEOjEisf'],67089,False,0dICdRalwe7KG5ApswVvud,Follow the Stars,0.162,0.222,-15.768,0.0377,0.988,0.853,0.125,0.0862,75.0
['44rKmAQvosSyJ2MEOjEisf'],67126,False,3s62Tdi8HTC4FFis3o8MZQ,Love of a Princess,0.269,0.308,-11.458,0.0373,0.996,0.929,0.14,0.476,147.0
['44rKmAQvosSyJ2MEOjEisf'],65985,False,58qWafDkvd1f7yAWkq6M4M,Heroes of the Hills,0.27,0.192,-13.189,0.0353,0.995,0.934,0.0909,0.269,71.0
['44rKmAQvosSyJ2MEOjEisf'],66093,False,5p4EdqdhtjmoiVQHbLP6AI,Nights in the Green Valley,0.121,0.158,-14.735,0.0387,0.993,0.807,0.109,0.129,172.0
['44rKmAQvosSyJ2MEOjEisf'],62264,False,0XjRgErFskVi2BATq1r9oa,Sleeping Like a King,0.18,0.219,-15.613,0.0432,0.993,0.803,0.116,0.165,144.0
['44rKmAQvosSyJ2MEOjEisf'],64285,False,3ip3bXtD2YtLprTJdc2o3u,Riverlands,0.198,0.144,-15.669,0.0409,0.988,0.839,0.104,0.0994,68.0
['44rKmAQvosSyJ2MEOjEisf'],67941,False,5iEH8SvhtSmD06T4jolsQs,Calming Coasts,0.167,0.184,-15.943,0.0412,0.98,0.737,0.112,0.158,142.0
['44rKmAQvosSyJ2MEOjEisf'],65000,False,0woG5620GhdoMaGqmCw6SJ,Irish Dusk,0.223,0.136,-17.982,0.0386,0.992,0.946,0.136,0.553,80.0
['44rKmAQvosSyJ2MEOjEisf'],57540,False,7muJuZ4fJGtROVslhuRuAc,Traders and Wanderers,0.24,0.228,-13.399,0.035,0.946,0.956,0.119,0.109,72.0
['44rKmAQvosSyJ2MEOjEisf'],65171,False,7aUXanIvmy8oKKzkRPIxPs,Moonlight,0.234,0.243,-11.409,0.0418,0.981,0.792,0.127,0.0393,71.0
['44rKmAQvosSyJ2MEOjEisf'],65000,False,1cKoL7LfAbWiYptH5hIAF3,Warrior's Rest,0.199,0.133,-17.56,0.0422,0.985,0.734,0.106,0.0624,111.0
['44rKmAQvosSyJ2MEOjEisf'],62142,False,0IQ9mQf5fF64mLHvuUFS0o,Fields of Fortune,0.26,0.133,-17.114,0.0403,0.992,0.922,0.161,0.229,71.0
['44rKmAQvosSyJ2MEOjEisf'],61714,False,6zOAQcJ6koeEgP3QbLG545,Hunter's Path,0.208,0.0846,-16.669,0.0402,0.995,0.786,0.107,0.357,138.0
['44rKmAQvosSyJ2MEOjEisf'],56571,False,1TRmJpXOqEQoK1onVGSeCl,Armor of Hope,0.253,0.172,-14.025,0.0425,0.995,0.963,0.121,0.205,77.0
['49JvZ17o0VaAmXaJv5kZlv'],235360,False,6H6e4ncZn36s3WNOQywDAs,Magic In My Socks,0.461,0.697,-7.278,0.0513,0.217,5.08e-05,0.0549,0.808,140.0
['49JvZ17o0VaAmXaJv5kZlv'],204840,False,2i1WVmnJxaD5mPIkJAtOio,Lucille,0.323,0.486,-8.767,0.0271,0.709,0.0,0.0854,0.53,91.0
['49JvZ17o0VaAmXaJv5kZlv'],200733,False,3FO7q3GYsnrOLNiKzrbJRT,Too Busy Thinking About My Baby,0.6,0.634,-6.596,0.0351,0.356,0.0,0.381,0.896,127.0
['49JvZ17o0VaAmXaJv5kZlv'],168733,False,3krPUzexr58fJ8guycxiKS,First Time Around,0.345,0.601,-7.748,0.0411,0.74,0.0,0.274,0.609,159.0
['49JvZ17o0VaAmXaJv5kZlv'],228640,False,2HbhZhkOA8wm1Uk39Te8Hg,Loretta (Union Turnpike Eulogy),0.394,0.696,-7.061,0.0497,0.215,0.0,0.161,0.683,138.0
['49JvZ17o0VaAmXaJv5kZlv'],304840,False,76dASWqfJY89eH0ULzTIbt,"Blues, Part IV",0.311,0.306,-12.485,0.0363,0.829,0.741,0.4,0.513,78.0
['49JvZ17o0VaAmXaJv5kZlv'],173920,False,1r9Exg4RJwu8ssaD1cOq7U,You Never Know Who Your Friends Are,0.466,0.611,-8.111,0.0277,0.447,0.0,0.157,0.576,133.0
['49JvZ17o0VaAmXaJv5kZlv'],288040,False,63tKJCAS43Dhg4uV8x7uSP,The Great American Marriage/Nothing,0.371,0.294,-11.394,0.0322,0.904,0.0212,0.185,0.131,81.0
['49JvZ17o0VaAmXaJv5kZlv'],202546,False,7zSWo4xXP8tFw2ViCBhvwH,Don't Know Why I Love You,0.361,0.577,-6.946,0.0304,0.414,8.95e-06,0.232,0.319,108.0
['49JvZ17o0VaAmXaJv5kZlv'],136106,False,2Rz4Y72JzYtjQtylWTSBfh,Mourning Glory Story,0.34,0.407,-9.746,0.0459,0.912,0.0,0.116,0.44,89.0
['49JvZ17o0VaAmXaJv5kZlv'],198600,False,4aHqdNSWNUCBm9Nk9W0fbK,Anna Lee (What Can I Do For You),0.35,0.748,-7.889,0.0401,0.367,0.0,0.263,0.712,142.0
['49JvZ17o0VaAmXaJv5kZlv'],277693,False,2qBSBwd6AJS6fhdLxqyPAJ,I'm Never Gonna Let You Down,0.375,0.497,-8.562,0.0307,0.513,3.71e-05,0.0939,0.535,78.0
['4F5TrtYYxsVM1PhbtISE5m'],289826,False,2FJSyeyHctm1SmHSZoAgo3,Amani,0.575,0.351,-12.202,0.0265,0.257,0.0,0.268,0.418,158.0
['4F5TrtYYxsVM1PhbtISE5m'],224600,False,5ZWXConpsVQ7nMeegUpfgf,堅持信念,0.606,0.439,-13.095,0.0415,0.544,0.0,0.324,0.751,74.0
