artists_idxs,duration,explicit,track_idx,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"['59wfkuBoNyhDMQGCljbUbA', '1QPZhx0asYTBxD5RDqfU49']",243066,True,1bUP4HH4gtyHleKRDq7eyl,I Love You Baby (feat. Black Rob),0.767,0.718,-7.064,0.139,0.0308,0.0,0.321,0.522,94.0
"['59wfkuBoNyhDMQGCljbUbA', '5me0Irg2ANcsgc93uaYrpb', '5tth2a3v0sWwV1C7bApBdX', '0A7g2YbCA9FlyZvAG6VmKP', '09A1kpyGbzYAPb8cEvee64']",278200,True,2gM0KAnnkBRrQ8bGNPMV6e,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",0.857,0.696,-3.506,0.193,0.0405,8.86e-06,0.0901,0.732,90.0
['59wfkuBoNyhDMQGCljbUbA'],308000,True,0mvOkvjeF6WX7Q9xq6IFwh,Pain,0.744,0.762,-6.541,0.287,0.286,1.46e-06,0.377,0.647,86.0
"['59wfkuBoNyhDMQGCljbUbA', '7r8RF1tN2A4CiGEplkp1oP', '6vbY3hOaCAhC7VjucswgdS', '6I6t21SFbxZ7RbQgD5dN7U']",274240,True,5D1GRsSPuWFAit5uM3wS6G,"Is This the End? (feat. Ginuwine, Twista & Carl Thomas)",0.839,0.565,-7.563,0.132,0.261,0.0,0.198,0.424,136.0
"['59wfkuBoNyhDMQGCljbUbA', '0A7g2YbCA9FlyZvAG6VmKP']",245333,True,06eSeilZaxUCbPufov7bIw,I Got the Power (feat. The Lox),0.854,0.783,-7.054,0.236,0.0285,0.0,0.223,0.877,90.0
"['59wfkuBoNyhDMQGCljbUbA', '1wvlC6NwleHt1iRD6d5X2C']",397266,True,19gqperYZ2JyDKeC1k6j4m,Friend (feat. Foxy Brown),0.546,0.545,-8.376,0.319,0.232,0.0,0.384,0.792,114.0
['59wfkuBoNyhDMQGCljbUbA'],247493,True,5OPqzGjTJeN9hamlct97IW,Senorita,0.755,0.656,-6.318,0.0825,0.25,2.64e-05,0.104,0.824,92.0
"['59wfkuBoNyhDMQGCljbUbA', '5NDMothbpdpq2xHqSjrrWn', '7urq0VfqxEYEEiZUkebXT4']",344813,True,5PFDyTUrzZHoKba1FgQiCI,I'll Be Missing You (feat. Faith Evans & 112),0.724,0.347,-9.057,0.0644,0.549,0.0027,0.118,0.375,110.0
"['59wfkuBoNyhDMQGCljbUbA', '1wiBLzTI7z9RUwEpNPdFT6']",231160,True,2RthgaaelQMJlJMoCvQIAP,Can't Nobody Hold Me Down (feat. Mase),0.928,0.772,-5.936,0.25,0.102,1.06e-05,0.338,0.675,94.0
"['59wfkuBoNyhDMQGCljbUbA', '5me0Irg2ANcsgc93uaYrpb', '1wiBLzTI7z9RUwEpNPdFT6']",246706,True,7fM7UqY3lnP8MERqGv11gv,Been Around the World (feat. Mase & Notorious B.I.G.) - Radio Mix,0.775,0.593,-7.763,0.055,0.00141,0.003,0.328,0.859,99.0
['59wfkuBoNyhDMQGCljbUbA'],320403,False,7yP69LAWHe9DX9SR0qJ3eE,Been Around the World - Instrumental,0.769,0.537,-9.583,0.0541,2.24e-05,0.788,0.346,0.962,99.0
"['59wfkuBoNyhDMQGCljbUbA', '5tth2a3v0sWwV1C7bApBdX', '09A1kpyGbzYAPb8cEvee64', '0A7g2YbCA9FlyZvAG6VmKP']",299990,True,7z1e85yUQQqArackNmNRKr,"It's All About the Benjamins (feat. Lil' Kim, The Lox & Stevie J.) - Mo Chedda Mix",0.79,0.932,-6.563,0.086,0.000776,0.806,0.0732,0.79,127.0
"['59wfkuBoNyhDMQGCljbUbA', '5tth2a3v0sWwV1C7bApBdX', '09A1kpyGbzYAPb8cEvee64', '0A7g2YbCA9FlyZvAG6VmKP']",555909,True,0yPbOruS3nIzKRgKRgBTia,"It's All About the Benjamins (feat. Lil' Kim, The Lox & Stevie J.) - Gangsta Mental Mix",0.688,0.865,-6.387,0.105,0.00404,0.283,0.313,0.744,127.0
"['59wfkuBoNyhDMQGCljbUbA', '5me0Irg2ANcsgc93uaYrpb', '5tth2a3v0sWwV1C7bApBdX', '0A7g2YbCA9FlyZvAG6VmKP']",413026,True,3VBk7XNNFoRkYOKIBg5xqE,"It's All About The Benjamins (feat. Lil' Kim, The Lox & The Notorious B.I.G.) - Ain't Armand Mix",0.786,0.551,-8.775,0.316,0.00241,0.00631,0.0948,0.824,180.0
"['59wfkuBoNyhDMQGCljbUbA', '1wiBLzTI7z9RUwEpNPdFT6']",273626,False,5hwWPkWjGK9aSbwVl7K4Ng,Can't Nobody Hold Me Down (feat. Mase) - Radio Mix,0.92,0.72,-6.785,0.244,0.0335,5e-05,0.288,0.565,100.0
"['59wfkuBoNyhDMQGCljbUbA', '1wiBLzTI7z9RUwEpNPdFT6', '09A1kpyGbzYAPb8cEvee64']",273853,False,2TsSDtPDBFg8YODG2PZrnD,Can't Nobody Hold Me Down (feat. Mase) - Bad Boy Remix; Instrumental,0.885,0.669,-8.938,0.0814,0.00086,0.843,0.194,0.43,100.0
"['59wfkuBoNyhDMQGCljbUbA', '1wiBLzTI7z9RUwEpNPdFT6']",313186,False,66ncgr3iF3Rsbdx5zUDOVq,Can't Nobody Hold Me Down (feat. Mase) - Club Mix,0.913,0.747,-6.8,0.226,0.0581,8.98e-05,0.102,0.485,100.0
"['59wfkuBoNyhDMQGCljbUbA', '1wiBLzTI7z9RUwEpNPdFT6', '09A1kpyGbzYAPb8cEvee64']",316026,True,1OqgTeY2fUSW7gNelQQjCT,Can't Nobody Hold Me Down (feat. Mase) [Bad Boy Remix] - Extended Club Version,0.914,0.753,-6.767,0.22,0.0568,0.000344,0.124,0.495,100.0
"['59wfkuBoNyhDMQGCljbUbA', '5tth2a3v0sWwV1C7bApBdX', '0A7g2YbCA9FlyZvAG6VmKP']",284266,True,35rZf440DlZnHoQoTP2p7a,It's All About the Benjamins (feat. Lil' Kim & The Lox) - Rock Remix I,0.603,0.959,-5.018,0.128,0.0308,0.000412,0.214,0.504,90.0
"['59wfkuBoNyhDMQGCljbUbA', '5tth2a3v0sWwV1C7bApBdX', '0A7g2YbCA9FlyZvAG6VmKP']",283173,True,4OVDqKmvh8IfehC5S1P30I,It's All About the Benjamins (feat. Lil' Kim & The Lox) - Rock Remix II,0.61,0.883,-6.21,0.209,0.0337,4.41e-06,0.279,0.556,90.0
"['59wfkuBoNyhDMQGCljbUbA', '5tth2a3v0sWwV1C7bApBdX', '0A7g2YbCA9FlyZvAG6VmKP']",334520,False,5XHBXkU5O7cjdPLqD2vlZF,It's All About the Benjamins (feat. Lil' Kim & The Lox) - DJ Ming & FS Drum 'N' Bass Mix,0.65,0.993,-6.841,0.0873,0.0148,0.108,0.102,0.857,180.0
"['59wfkuBoNyhDMQGCljbUbA', '1YfEcTuGvBQ8xSD1f53UnK', '5me0Irg2ANcsgc93uaYrpb', '0X380XXQSNBYuleKzav5UO']",335266,False,37kYRRX8uFePSgxo8j4a23,Victory (feat. The Notorious B.I.G. & Busta Rhymes) - Nine Inch Nails Remix,0.607,0.802,-6.916,0.329,0.321,0.0,0.394,0.561,92.0
"['59wfkuBoNyhDMQGCljbUbA', '1YfEcTuGvBQ8xSD1f53UnK', '5me0Irg2ANcsgc93uaYrpb']",298466,False,61HxDum5g5S06eGZKnRCZK,Victory (feat. The Notorious B.I.G. & Busta Rhymes) - Drama Mix,0.465,0.816,-5.56,0.403,0.397,0.0,0.115,0.656,183.0
"['59wfkuBoNyhDMQGCljbUbA', '1YfEcTuGvBQ8xSD1f53UnK', '5me0Irg2ANcsgc93uaYrpb', '2IjY94E6jYUrQ7Dbm16YoC']",328800,False,7aOjn8WqMhRZ8bTG4ypfDa,Bad Boy's Been Around the World (feat. The Notorious B.I.G. & Busta Rhymes) - Remix,0.782,0.655,-7.261,0.248,0.388,0.0,0.156,0.761,97.0
['53M4Iv2RkzzxFFvW2B1jhC'],148466,False,1GRC5HX2CtJK6xCe9GDucJ,The Introduction,0.451,0.14,-14.332,0.0413,0.951,0.000239,0.355,0.0528,105.0
['53M4Iv2RkzzxFFvW2B1jhC'],203053,False,5pC5JtfGyi6CqwegTzDMyD,No Vacancy,0.668,0.626,-8.32,0.0396,0.163,1.41e-06,0.715,0.54,125.0
['53M4Iv2RkzzxFFvW2B1jhC'],229920,False,6QSFJrUovL2G48ViQCEGx1,Show Me Yours,0.569,0.721,-8.315,0.0509,0.0112,7.61e-06,0.0881,0.201,145.0
['53M4Iv2RkzzxFFvW2B1jhC'],242213,False,0PJCxxN7F9a1tvWCL7DsVh,The Birds and The Bees,0.64,0.72,-5.222,0.0459,0.0422,0.0,0.411,0.417,120.0
['53M4Iv2RkzzxFFvW2B1jhC'],193280,False,4MeVXaJYFBYFTPHu7ANxIQ,Classified,0.711,0.627,-6.691,0.036,0.67,0.000781,0.0554,0.457,108.0
['53M4Iv2RkzzxFFvW2B1jhC'],211773,False,7DRSztRsGlIhMk2IXLREC1,Gossip,0.684,0.803,-6.142,0.0359,0.00998,4.94e-06,0.117,0.394,130.0
['53M4Iv2RkzzxFFvW2B1jhC'],216546,False,1IcdSKwhVnczKZ5mr6Qdj1,That's Classy,0.687,0.532,-8.788,0.0508,0.0163,0.00283,0.0691,0.531,130.0
['53M4Iv2RkzzxFFvW2B1jhC'],233986,False,7BhCm62mSiF496kyXwuACS,Diamonds,0.542,0.76,-7.073,0.0334,0.0287,1.19e-05,0.16,0.4,115.0
['53M4Iv2RkzzxFFvW2B1jhC'],92493,False,172RdftuKgyNsBn7OH9tiL,You Wish,0.686,0.578,-11.829,0.0523,0.0231,0.909,0.266,0.878,140.0
['53M4Iv2RkzzxFFvW2B1jhC'],233333,False,3bFNReTBDgYREPpQohhb6w,Lovely,0.545,0.718,-7.704,0.0352,0.0658,0.00841,0.0982,0.12,140.0
['53M4Iv2RkzzxFFvW2B1jhC'],233773,False,1AihbPqJjs0qE4iSErSn8r,Put Some Clothes On,0.668,0.779,-7.65,0.0341,0.000601,0.0208,0.158,0.822,120.0
"['5UxnCYXggRNdaKBUgPIviq', '4HFCDGABrqLXNbFIXnziUW']",197253,True,6cxwNF8cRecwhAFxarqs9L,I Seen Beyoncé…,0.694,0.749,-5.639,0.286,0.0176,0.0,0.205,0.572,101.0
['5UxnCYXggRNdaKBUgPIviq'],186160,True,3JO8FwEbmxxi2Sc9pj5qkq,Watch My Mouth,0.798,0.867,-6.137,0.138,0.00366,0.00085,0.126,0.795,114.0
['5UxnCYXggRNdaKBUgPIviq'],137804,False,33ma0jLVaOli7ICzyoYMeC,Ice Cream Truck,0.959,0.972,-2.171,0.261,0.0187,0.0,0.0425,0.94,126.0
['5UxnCYXggRNdaKBUgPIviq'],205373,True,5nmXhtw3kHmKXiTEcpaiGF,Tonight,0.834,0.788,-5.041,0.0366,0.0511,0.000971,0.0825,0.473,118.0
['5UxnCYXggRNdaKBUgPIviq'],315573,True,3QT1Uvb0WKtm9AIYwyUSEy,All Over Your Face,0.813,0.924,-5.419,0.114,0.000132,1.58e-05,0.0767,0.929,123.0
['5UxnCYXggRNdaKBUgPIviq'],235264,True,5WPLdc3JevWabwZsxYqJ5z,Get My Money Back - Original Extended Mix,0.935,0.395,-8.888,0.272,0.000795,0.00719,0.202,0.699,127.0
"['5UxnCYXggRNdaKBUgPIviq', '4rPzjuxvcad2GgpIRt2civ']",239440,True,1adj5KqOh6ofubC08M9WBU,Get Into It,0.648,0.854,-6.81,0.267,0.00262,4.28e-06,0.16,0.835,96.0
"['5UxnCYXggRNdaKBUgPIviq', '5a7c4KGYYGhtrvsZkZMMht']",201893,True,0zm7WzILSfmj3p8hAQZsbv,I Buy My Socks On 14th Street - Chris Joss Old School Mix,0.856,0.828,-5.393,0.256,0.291,0.0,0.113,0.76,105.0
"['5UxnCYXggRNdaKBUgPIviq', '07vquvD3jE2VQShcu6V4fL']",225080,True,6M3LK4SoN5gP2NDpXa5DZw,The Sex That I Need,0.874,0.738,-6.673,0.25,0.24,0.0,0.0836,0.716,114.0
['5UxnCYXggRNdaKBUgPIviq'],202533,True,0ptoKFxoYzbv0Or4VYigcU,Knocked Out,0.641,0.641,-6.408,0.0335,0.000259,0.0,0.157,0.134,109.0
"['5UxnCYXggRNdaKBUgPIviq', '7aYucyabIT9xgfmW2w2DvE']",178773,True,1wtZCyAfJY0zfmnqCFLoOM,Limousine,0.686,0.901,-6.579,0.0475,0.0103,0.011,0.0961,0.896,131.0
"['5UxnCYXggRNdaKBUgPIviq', '59z0q3rlcVQoAPg7YbFbgv']",184653,True,26rp5EiTmcz4OACn2Veg4x,Mission Possible,0.854,0.772,-6.061,0.169,0.0177,0.0,0.201,0.752,126.0
['5UxnCYXggRNdaKBUgPIviq'],230413,True,5xhmeTEsXRVqhBtGtFapFm,Getting' Over,0.868,0.665,-8.929,0.243,0.21,0.000495,0.0344,0.722,100.0
"['5UxnCYXggRNdaKBUgPIviq', '7aYucyabIT9xgfmW2w2DvE']",177672,True,3ZXNnnA8eN5kgEAeSEb3xn,Watch My Mouth (BONUS Track) - Risqué Mix,0.592,0.906,-6.38,0.0408,0.000263,0.0179,0.606,0.962,125.0
"['5UxnCYXggRNdaKBUgPIviq', '1NVPbVhrwoKVeAcYC85Rhh', '5D7AE1tW3tEMwMCeltaJBa']",451600,True,2ZoZ1aXpc7yUljhEY8uiF9,All Over Your Face (BONUS Track) - Funky Junction & Antony Reale Subliminal Reprise Twisted Dub Mix,0.789,0.829,-5.716,0.0822,0.00553,0.247,0.0518,0.829,125.0
"['5UxnCYXggRNdaKBUgPIviq', '4HFCDGABrqLXNbFIXnziUW', '31vJS3rpHsgEKqIOa45Gzq']",309920,True,5G8DBftYaXtYGCRzvih4qa,I Seen Beyoncé… (BONUS Track) - Mixmaster F Hot Tracks Mix,0.853,0.731,-5.843,0.136,0.00332,0.00203,0.0884,0.665,120.0
"['5UxnCYXggRNdaKBUgPIviq', '7xumk9zldfxh0Tqut5Hl1R']",353385,True,78SD8AUlSbPrgZ3h7Vo55P,Ice Cream Truck (BONUS Track) - Frank Demaria Club Mix,0.838,0.738,-4.608,0.125,0.00341,0.108,0.121,0.828,127.0
"['5UxnCYXggRNdaKBUgPIviq', '6z94BzaflSlGKaZBbzwcyV']",373866,True,5MVzomBfzfiIsjlTs1Z1jC,All Over Your Face (BONUS Track) - Keepers of the Melody Lovely Mix,0.792,0.757,-9.714,0.0649,0.00198,0.858,0.505,0.54,128.0
"['5UxnCYXggRNdaKBUgPIviq', '24hRAuZo7dwQ2grtqmg1Rq']",341880,False,6Zkls1KexdX0KzpT2wtVmj,Tonight (BONUS Track) - Redtop Extended Mix,0.694,0.84,-7.103,0.0831,6.15e-05,0.0323,0.123,0.66,128.0
"['5UxnCYXggRNdaKBUgPIviq', '07vquvD3jE2VQShcu6V4fL', '02TRrfIIGhMw72AMw7tOPm']",418333,True,63IQDwd6V8sUBLBu1dYvdc,The Sex That I Need (BONUS Track) - Craig C. Master Blaster,0.842,0.58,-6.73,0.0718,0.0177,0.00166,0.0536,0.922,128.0
"['5UxnCYXggRNdaKBUgPIviq', '4rPzjuxvcad2GgpIRt2civ']",183346,True,4uMy5P3OWOoVXF8QnxpXBk,Get Into It Again (BONUS Track),0.827,0.626,-9.574,0.0907,0.00931,0.0665,0.147,0.807,127.0
