artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['23w7neRfZOyJl8BbAYkBJ0'],7v6ZSabXARDkpTRmNRzFeR,"Love, MaKenzie",2021,5.0,25.0
['23wEWD21D4TPYiJugoXmYb'],5x6WtKftK68fbgtinzgeSG,desAMORfosis,2021,5.0,14.0
['23wEWD21D4TPYiJugoXmYb'],2pMKU5YSzVz2tQ3RvJ1cMt,"Viva Kids, Vol. 2",2020,5.0,29.0
['23wEWD21D4TPYiJugoXmYb'],2vcyOtFtWOYuQ6j4AH2FIG,Valiente,2018,11.0,9.0
['23wEWD21D4TPYiJugoXmYb'],4hQcPgUoOykA7IzS6av6ox,Latina,2016,5.0,6.0
['23wEWD21D4TPYiJugoXmYb'],1c02pV8A4VtKLRB5G1SLyV,Amore Mio (Deluxe Edition),2014,11.0,4.0
['23wEWD21D4TPYiJugoXmYb'],7GaUkXZ3XoxhajIFGd2Cw5,"Viva Kids, Vol. 1",2014,3.0,25.0
['23wEWD21D4TPYiJugoXmYb'],0hpKMvtAyfkm5Z386wyofi,"Thalía ""Viva Tour"" (En Vivo)",2014,2.0,25.0
['23wEWD21D4TPYiJugoXmYb'],2ZXrFRlxVvapQZ4dNhzr2E,"Thalia ""Viva Tour"" (En Vivo)",2013,11.0,19.0
['23wEWD21D4TPYiJugoXmYb'],2lWmhZbjmXYQRvTO7gkMTR,Habítame Siempre Edición Especial,2013,8.0,27.0
['23wEWD21D4TPYiJugoXmYb'],52bodfQDr1a2Nmk6C51i3s,Habítame Siempre,2013,2.0,8.0
['23wEWD21D4TPYiJugoXmYb'],0wBiBI3qFOS2ioukPoO4Kj,Habítame Siempre,2012,11.0,19.0
['23wEWD21D4TPYiJugoXmYb'],5HDevGeDLIZMhZKvRZLSkI,Habítame Siempre (Bonus Tracks Version),2012,11.0,19.0
['23wEWD21D4TPYiJugoXmYb'],5fWzZi4HOHB7O2JviktClF,Thalia En Primera Fila... Un Año Después,2010,9.0,27.0
['23wEWD21D4TPYiJugoXmYb'],1gquXke1WKYRz3VSxlZDxa,Thalia En Primera Fila,2009,11.0,30.0
['23wEWD21D4TPYiJugoXmYb'],07yVsJaLRxqakz0Fyyx7pR,Thalia En Primera Fila,2009,11.0,30.0
['23wEWD21D4TPYiJugoXmYb'],3QRksnt188X7TNIElA8pzv,Thalia En Primera Fila,2009,11.0,30.0
['23wEWD21D4TPYiJugoXmYb'],0ISMMwrn70BHEraAjKVMF0,Lunada,2008,1.0,1.0
['23wEWD21D4TPYiJugoXmYb'],60ba33P6VYm2yN7K8t6V7j,El Sexto Sentido,2005,1.0,1.0
['23wEWD21D4TPYiJugoXmYb'],0oHlBFvNuMOzHw52SinWYj,El Sexto Sentido,2005,1.0,1.0
['23wEWD21D4TPYiJugoXmYb'],2RthEMVWkTLv6n9xPJZPCi,Thalia,2003,1.0,1.0
['23wEWD21D4TPYiJugoXmYb'],2ZVPiAhFzdaiX6omgpCLS7,Edición Limitada,2002,8.0,6.0
['23wEWD21D4TPYiJugoXmYb'],5aHuKZqTY34cuOcIFfohrt,Thalia,2002,5.0,21.0
['23wEWD21D4TPYiJugoXmYb'],7yQ0rzJQPUkTumD0bVxxfp,Thalia,2002,,
['23wEWD21D4TPYiJugoXmYb'],2PA0R3BGC5ZGCAR6G23sqO,Arrasando,2000,1.0,1.0
['23wEWD21D4TPYiJugoXmYb'],5F7PR6nCIGqPCeptlF1LpU,Mis Mejores Momentos,1998,1.0,1.0
