artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
"['0WI8OfWCRvK4nGHmKfFQmd', '4B4YYJ0BAYBK86yxqQV7mu', '0WZOmdnCln6FK6GM9e2tGm']",1RXvpvxPfeLSbOoHtXnzk8,UNO (Pistas Originales),2022.0,10.0,20.0
['0WZOmdnCln6FK6GM9e2tGm'],094Bflyi6Lb34vrl1QbA4B,Rompiendo,2022.0,6.0,17.0
['0WZOmdnCln6FK6GM9e2tGm'],4esF2tcUU0yctPIEoeW8VJ,MOMENTUM,2021.0,10.0,29.0
"['0WI8OfWCRvK4nGHmKfFQmd', '4B4YYJ0BAYBK86yxqQV7mu', '0WZOmdnCln6FK6GM9e2tGm']",3nwrvEMHouNpXPiuzNMSXa,UNO,2021.0,2.0,1.0
['0WZOmdnCln6FK6GM9e2tGm'],0LJ2GhneIQZdDuXZtVLAjN,20/20,2020.0,8.0,20.0
['0WZOmdnCln6FK6GM9e2tGm'],3rJ9Ak4shwoWPkzN2CiAuo,"Vertical, Vol. 1 (Instrumental)",2019.0,2.0,8.0
"['4B4YYJ0BAYBK86yxqQV7mu', '0WZOmdnCln6FK6GM9e2tGm']",3RE4acPIRjN24JaowvCKGp,Más,2018.0,8.0,28.0
['0WZOmdnCln6FK6GM9e2tGm'],6USTDDk6DVZ8DYtyGnl6iG,Trapstornadores,2018.0,7.0,20.0
['0WZOmdnCln6FK6GM9e2tGm'],4VTKlmH5109WzN8ZRJSzdV,Pura Sal,2017.0,4.0,11.0
['0WZOmdnCln6FK6GM9e2tGm'],0dWYBm4QsccUGjlhEtfbkK,Operación Mundial,2014.0,10.0,14.0
['0WZOmdnCln6FK6GM9e2tGm'],1oe304aqmwzRpbjZYI6vng,Exterminador Operación RD,2012.0,4.0,10.0
['0WZOmdnCln6FK6GM9e2tGm'],5CeyC0l4LVTtdQ2XQWyCWI,Exterminador OPR 100X35,2012.0,4.0,4.0
['0WZOmdnCln6FK6GM9e2tGm'],15zjGSEE09KidCQtPwQrTM,Exterminador Operación PR,2011.0,6.0,13.0
['0WZOmdnCln6FK6GM9e2tGm'],12ZwGz0dtC9BKn03weLPB2,Rap Redimi2,2010.0,9.0,28.0
