artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['2bp65KnFOIsIosBoqPzvNL'],338Td52uBRdtXDqIZiOo6D,20mg of Happiness,2021,10.0,22.0
['2bzev2RaU9OmS0wCG6Ge3A'],0g7tEnxLrfxZNABORlauQv,Estabilidad Emocional,2022,5.0,19.0
['2c322fubHT54H00F4K1vjA'],1llpScM0mcXeUebj5KIXET,In Green Pastures Beside the Still Waters,2018,2.0,28.0
['2cD4nVRakJU18WJCb2oVmy'],0hd68Y8mGZ8ZVISj8ru7Q8,Let Me In,2022,2.0,22.0
"['2ZI5SpSI3z4jWeaFXr0WlC', '2cWyckAUoXglHW3AsLdRqr']",0oNS6sQmq1cRKar1oTJGL4,Cash Over Love 2,2021,9.0,10.0
"['2ZI5SpSI3z4jWeaFXr0WlC', '2cWyckAUoXglHW3AsLdRqr']",47N1a6SP1ITxfIWsG7wPtc,Cash Over Love,2020,5.0,22.0
"['2PeKKRZrvBC2pDjMf3JtKx', '2cZPzj1apsz9xZzkxZC9vi', '3j6RGHEYedIcoO89NIvZ9y']",4cw31efrOKILrqb7LH92nq,Halloween Songs for Kids,2022,10.0,14.0
['2cZPzj1apsz9xZzkxZC9vi'],6QcOQXPxhmMzoc7Amibjgc,Ridiculous Nursery Rhymes,2020,6.0,26.0
['2cZPzj1apsz9xZzkxZC9vi'],26XYFkzn0FTwJh56JUSPij,Nursery Rhymes for Kids,2020,6.0,19.0
['2cZPzj1apsz9xZzkxZC9vi'],6i22Qk8HsW1i1bTIjdh0tK,Silly Songs,2020,6.0,12.0
['2caaCPRmsp0wFF9utMxeMP'],4de19eP22t6GdLTnSLlx6F,From Now On,2019,8.0,2.0
['2caaCPRmsp0wFF9utMxeMP'],0azxPZswzpugIC7ZF7GNGI,From Now On,2019,7.0,31.0
['2caaCPRmsp0wFF9utMxeMP'],32Zx8LKfILvcSabnygbOnv,Human Heart,2013,9.0,24.0
['2caaCPRmsp0wFF9utMxeMP'],59itG99YU5guxav9vPrwQe,Ramin,2012,4.0,6.0
['2dE5audbkV3o5cKxvM7lBD'],6eA3CmENKVIt9ZBeAZnImt,Heroine,2022,6.0,3.0
['2dE5audbkV3o5cKxvM7lBD'],1ovtBYCNEksFWR3iZawneq,The Dark Pool (Instrumentals),2020,5.0,1.0
['2dE5audbkV3o5cKxvM7lBD'],2OZMqW5rQr6zUG06ZwfR6L,The Dark Pool,2019,10.0,25.0
['2dKG2MM80PqXNfG30qtraM'],041bwD5UqwcaOjHF9oyOwb,Rahamat,2020,9.0,1.0
['2dKG2MM80PqXNfG30qtraM'],5FAOKJiqK4ywHbmOZUBv98,The Invincible,1992,6.0,1.0
['2dKG2MM80PqXNfG30qtraM'],1x0bglbffDAwW8EIX49bdW,The Vigilante,1988,6.0,1.0
['2dOv4EhVP0W9QU8irQJEld'],5rt8vIyhtxiOsHNCC0W9aP,The God-Shaped Void,2020,2.0,14.0
['2dOv4EhVP0W9QU8irQJEld'],6FHYhTBDGy2PP5CM5fqEpX,Bleeding,1996,,
['2dOv4EhVP0W9QU8irQJEld'],5tPyuEDFj3vcWxYYt1rcr5,Mosquito,1994,,
['2dOv4EhVP0W9QU8irQJEld'],7MTY1Y0glEt0r7nNzzInwW,Into the Everflow,1992,,
['2dOv4EhVP0W9QU8irQJEld'],4uWwOvdfMGp0xGJp0Ppb6e,A Social Grace,1990,,
['2dXf5lu5iilcaTQJZodce7'],6SLaXW0yovRCvDA5Sraj4X,My Journey To The Sky,2022,9.0,12.0
['2dXf5lu5iilcaTQJZodce7'],7pd386kkBPHie54j3kyRpG,Trouble in Mind,2021,11.0,5.0
['2dXf5lu5iilcaTQJZodce7'],7FunazLrYxpr4cuyP8oL11,Bring Back Those Happy Days,2021,10.0,14.0
['2dXf5lu5iilcaTQJZodce7'],7b7TVndtxsLLDqFpSbVEeI,Singing in My Soul,2021,9.0,10.0
['2dXf5lu5iilcaTQJZodce7'],29YtW2554LjHMRYR8ZPTQp,Anthology: The Deluxe Collection (Remastered),2021,6.0,18.0
['2dXf5lu5iilcaTQJZodce7'],6nN3XDZnwzwGM4x6RhTfXq,The Golden Star Collection,2021,6.0,15.0
['2dXf5lu5iilcaTQJZodce7'],0m04XubMVnvu8oKgGSgTT9,Spirituals In Rhythm,2021,1.0,22.0
