artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
"['3YGgTv5DrMlTZTz3ZhOokO', '32ZExi6NKMCjakKJ5GmDRP']",24PCtWSeoH97BaVW2M9hDu,Victory,2018,4.0,28.0
"['6Y4i8HZmnyCHhrm8WZrqto', '32ZExi6NKMCjakKJ5GmDRP']",5JLHBMcHo60fZNNgtVmdcG,Rim Arrives / International Funk,2015,9.0,7.0
"['61aInJbnGHNvHXDQXfSNs7', '32ZExi6NKMCjakKJ5GmDRP']",1j1kqBKDEx3AFHaxeTBPVl,Renmen renmen renmen / Bondye mwen renmen ou anpil,1991,4.0,19.0
['33LagaKDz7NXVPEvKnA2cD'],7HwuiKe00QCyM9yxMtKIJb,GOLD RUSH GOTTI,2021,11.0,30.0
['33LagaKDz7NXVPEvKnA2cD'],1LZ5E7It4aq2uypGbMygjQ,Vibezz (Edited Version),2021,10.0,3.0
['33LagaKDz7NXVPEvKnA2cD'],5ILQlItdkdJRqrJZt2Ob2n,Vibezz,2021,7.0,1.0
['33LagaKDz7NXVPEvKnA2cD'],4Rv1Z72YgmzKCJlaFuFxeR,IN DUE Time,2021,3.0,31.0
['33hAj1SghVYxDAxZxNDcyc'],2Ggu5GAKTDpd3PcekYnZWe,The Blonde & Pink Albums,2022,6.0,24.0
['33hAj1SghVYxDAxZxNDcyc'],6PMAcubRYoflJL5bnAW0nZ,Barbara,2020,2.0,7.0
['33hAj1SghVYxDAxZxNDcyc'],2fta3Z2ikci4mFYexn3AvO,One Stone,2018,3.0,15.0
['33hAj1SghVYxDAxZxNDcyc'],1XpbGFX7t7G8JwCnCkiPhy,Two Birds,2017,5.0,2.0
"['4LSAeFIW7dpAGV1mDmdRRl', '33kNpS3MrII1xir4zyUQX4']",5hKA6eosME1AsEnpQtF1fL,Seven Times a Day,2016,5.0,21.0
['34LdbFt5sVXKTJOzf1iExQ'],3o5jaI0rb660GQ7SiDse2R,SUGAREGG,2020,8.0,21.0
['34LdbFt5sVXKTJOzf1iExQ'],3jRpBcMcchGuMSadJUmi8u,Losing,2017,10.0,20.0
['34LdbFt5sVXKTJOzf1iExQ'],76CR7xZkAElmSDZF5NF3Bo,Feels Like,2015,6.0,19.0
['34Qykv4ga7LGt2SIvuA0AD'],6jNpLZI3M9ZMaNtQ6BFa7j,Meddling Kid 4 (The Shxggy Cut),2022,12.0,17.0
['34Qykv4ga7LGt2SIvuA0AD'],6CEpHTm40HRdDOfn89fN3P,Dope Too,2022,4.0,4.0
['34Qykv4ga7LGt2SIvuA0AD'],2ESXXuOksjq1PpHX5W9Sr0,Voodoo Child Soul,2021,10.0,22.0
['34Qykv4ga7LGt2SIvuA0AD'],1LFk907I1y3LRvW2GSk7zK,Meddling Kid 3,2020,7.0,20.0
"['2UtR7PHlyv7ZkhoW6tPwtR', '1FwkXaurpZBKSBaL7RBAno', '34Qykv4ga7LGt2SIvuA0AD']",4yNc9MPXe6jmyoW4HYUfel,PSA,2020,6.0,20.0
['34Qykv4ga7LGt2SIvuA0AD'],5Cv2qVzPO6Inrv0iiNGSXc,Release Day,2020,2.0,11.0
['34Qykv4ga7LGt2SIvuA0AD'],6IfSQHWQDXCOjq1oA34hUf,A Maryland Psycho (Deluxe Edition),2019,4.0,5.0
['34Qykv4ga7LGt2SIvuA0AD'],3MSe0teGwbwnpXrU9RLenX,Meddling Kid 2,2019,,
['34Xay0uKsALHCrn5LkrYeh'],5KkGAZrad4N4rc5FriwgzU,Ceres & Calypso in the Deep Time,2013,6.0,25.0
['34Xay0uKsALHCrn5LkrYeh'],6uQ7Rpw5xMl4qI8WK6fHD6,Two Airships / Exploder Falls,2012,8.0,28.0
['34Xay0uKsALHCrn5LkrYeh'],1nPQ7vnX6NJZCfhHJQqUL0,Hidden Lands,2010,8.0,3.0
['34Xay0uKsALHCrn5LkrYeh'],1o5sXLdbEhER2RaLruNPJ3,In the Dream of the Sea Life,2009,8.0,4.0
['34byivaRKITJU1NfWWStSh'],08Ok9SrFQKzGq4X29msnoP,Canyon Worship 2022,2022,9.0,9.0
['34byivaRKITJU1NfWWStSh'],3MZH0Cvtpcxg0k0IxU2WYQ,Canyon Worship 2021,2021,9.0,10.0
['34byivaRKITJU1NfWWStSh'],3iOkLBZnbCHnxETTWE01SX,Canyon Worship 2020,2020,9.0,7.0
['34byivaRKITJU1NfWWStSh'],2ksO5hczEPo77VO4fPl8nz,Canyon Worship 2019,2019,9.0,2.0
