artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['7JHfnTxDH1AUkYqsUMuM7O'],40hFlk6BXrhmm16ekBU1xV,moreover,2022,10.0,21.0
['7JLwBH0X2G8tgHceqvOu5B'],1IO9mukjGsYhXoX9WoTjVQ,Live (Remaster),2018,5.0,16.0
['7JLwBH0X2G8tgHceqvOu5B'],0EuJDcZqK9JE9DIXoG3a87,Touch To Touch (Remaster),2016,10.0,19.0
['7JLwBH0X2G8tgHceqvOu5B'],43a2VJHZT9avHqF2TEw7Hw,Magician (Remaster),2016,6.0,15.0
['7JLwBH0X2G8tgHceqvOu5B'],5Dd55hXTI7OuRpWUKPyERW,You're The Song (I've Always Wanted To Sing) (Remaster),2016,2.0,10.0
['7JLwBH0X2G8tgHceqvOu5B'],4O6SzP3gkr9qy5EViWIGLv,Funky Me,2016,1.0,6.0
['7JLwBH0X2G8tgHceqvOu5B'],5vqcevS9SOk0e2G3VvSXvO,Why Can't We Live Together,2015,10.0,1.0
['7JLwBH0X2G8tgHceqvOu5B'],3cvbjq53Q9hmSsdpjF6QPU,The Best of Timmy Thomas,2013,7.0,9.0
['7JLwBH0X2G8tgHceqvOu5B'],2YJv8mlpfb7IE3CPQ8Ua2M,Timmy Thomas (Live),2012,10.0,30.0
['7JLwBH0X2G8tgHceqvOu5B'],0V4FR9PQc095OMz2TQX3ms,Touch to Touch,2012,10.0,30.0
['7JLwBH0X2G8tgHceqvOu5B'],6vsOuwvdKoWd1mWR99ax3j,You're the Song,2012,10.0,30.0
['7JLwBH0X2G8tgHceqvOu5B'],2BkC2kGXdUtkU5gzZ37Klo,Heart & Soul,2012,6.0,1.0
['7JLwBH0X2G8tgHceqvOu5B'],0HN6yWzRIaLKPnSFdeBtAO,Why Can't We Live Together,2005,9.0,20.0
['7JLwBH0X2G8tgHceqvOu5B'],3aYcTEFrf9gr7VocNKOZdO,You're The Song I've Always Wanted To Sing,2004,,
['7JLwBH0X2G8tgHceqvOu5B'],2xJs2nAKP96bMpBlTbfoQB,Live in Africa,1978,12.0,22.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],22herucVlqgkjCmRLqVwdz,Don't Leave Me This Way,2022,2.0,8.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],5IjNL1ZCEyeFB9tKYuiv2i,Love Bug,2021,11.0,29.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],4yYWielQlAMfzYpP03rAoR,Sweets For My Sweet,2021,8.0,27.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],76B2BTCGhlFEVXcaaVDRUU,Sweets For My Sweet,2021,3.0,15.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],6kguOZh39SymkBjSu9fjB5,Can't Take My Eyes Off You,2021,1.0,5.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],4aZVmenTMvPTYqlA8YZODD,I'll Go Where Your Music Takes Me,2020,5.0,1.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],2PYVji38ChwzV3RWNCqFcf,I Love to Love,2020,4.0,3.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],6fRkcNO9BLMQTESyngaTuO,Rendezvous,2019,12.0,19.0
['7Jbs4wPCLaKXPxrTxZ2zaa'],05jq9L0awJPmoaUnuNETRD,Dance Little Lady,2019,2.0,11.0
