artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['4SMFzaL9xx5YDHg5UmIE5E'],7bRfsp3yqlrOYkJ1fTOw5u,"Subliminals, Vol. 2 (Rain Sounds)",2021,1.0,18.0
['4SMFzaL9xx5YDHg5UmIE5E'],28uhMs7ejTPrDHrpHVFbKu,"Subliminals, Vol. 1 (Rain sounds)",2020,9.0,20.0
['4SOjulesys5BeXKPGUCY9F'],0XuwK1gdBEo4W2T9iPzAbx,Archaic Realms,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],7683fBjIWZV2hEvHj2m1CO,Hyperion,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],75vexGcpbmP46eHbrIevio,In Imaginarius,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],7a09bl7B6PHf8qTxSOj7oP,Interzone,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],1XW4CUGroMeQW6oeWRceQ3,Ishq at Radio Eos,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],3io8lXTGHoneL3o730xFYt,Shandar Summer,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],5ChvlrTtYco6dRPQCmA9js,Land of the Green Sun,2023,1.0,10.0
['4SOjulesys5BeXKPGUCY9F'],6xMxXomyVra0dnhlxLuJot,Eos,2022,7.0,19.0
['4SOjulesys5BeXKPGUCY9F'],5tg6jMyoNBP5dTKKSDG73s,Koan,2022,7.0,19.0
['4SOjulesys5BeXKPGUCY9F'],7bfFF7UJGweLJwHl4TYW5g,Hypnagogic Dream State,2022,5.0,1.0
['4SOjulesys5BeXKPGUCY9F'],22IsZADifU1rm8cujs7lv2,Timelapse in Aquarius,2022,5.0,1.0
['4SOjulesys5BeXKPGUCY9F'],5gIhMp0rjWOnYSWANUenbi,Hercynia,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],2s3bS9EdrsnLj3cvxwmmNm,In Diamond Light,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],5xm4LbsyaP8OE4oDSUZiCu,Land of the Green Sun,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],3kOLD6azzcP8iVuQr34Mgl,Outer Gateway,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],6MAFTwKJGyal0Q4Pow1vSa,Places I Have Been,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],1LrObOre8h76ZGAwqwLLAA,Qutb,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],2FYFJ6yTnleIqAs3qecsyl,Solis,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],1HRmNmzEP9pLzyNOFygVe4,Worlds Beyond,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],4uIB3JCD4fPjoJmy4AC4d7,Yuvu,2021,8.0,8.0
['4SOjulesys5BeXKPGUCY9F'],3CPRr2TT2LeVQe4I25olPo,Autumn Leaves,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],6TlLSYuRCAOooMELyGUNpA,Burren Dawn,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],63DhCaqbMuE3IIdFbZ7DTY,Interplanetary Oceans,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],0t17MpQ1SV5VQ2PiwWLcvI,Moonflower,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],777QukZ8rMQz9S08otQRJp,Nighflower,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],4sahWkAO3Vxd5DRquipDGU,Starflower,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],1qKUWyBwJkaucWhCQ7pTo6,Tetrahedral Light Object,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],0RUYF7JPWiuPRFyhvbInfj,The Known Spectrum is Infinite,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],7Mw5uDUDd0n1KIYWC1mhfg,Timelapse in Andromeda,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],3oMDa11FJFdyOwrAzawAtx,Tren,2019,10.0,15.0
['4SOjulesys5BeXKPGUCY9F'],2ubN45PIjCPD4LO7mYYEW3,In Memoriam,2019,2.0,19.0
['4SOjulesys5BeXKPGUCY9F'],7tQi2uKTSegyw5Cakcgji2,Light and Space,2019,2.0,19.0
['4SOjulesys5BeXKPGUCY9F'],0lu3iyuX3oyD7ONYesVmRo,Ufonics 2,2019,2.0,19.0
['4SOjulesys5BeXKPGUCY9F'],2i9VGd5dm0lU3Wvckm5T15,Sen,2019,2.0,18.0
['4SOjulesys5BeXKPGUCY9F'],3wv8QzkFDfrY4LhJFF6pQw,Ufonics 1,2019,2.0,18.0
['4SOjulesys5BeXKPGUCY9F'],62hFO2FBbfeKizpwO77Zhe,Sama,2018,6.0,5.0
['4SOjulesys5BeXKPGUCY9F'],3CX5h9HLNOhDp98Kjt8jAo,Archetypes of Light 1,2017,3.0,24.0
['4SOjulesys5BeXKPGUCY9F'],501sMkBHX72VPy2czCCcPN,Evergreen Ocean,2017,3.0,24.0
['4SOjulesys5BeXKPGUCY9F'],1XaILsCrzwn8kMDOUzc9cK,Fhorm,2017,3.0,24.0
['4SOjulesys5BeXKPGUCY9F'],3JwVgdMy4ciBH66ssyCPQE,Organic Electrified Forms 1b,2017,3.0,24.0
['4SOjulesys5BeXKPGUCY9F'],1gZLMiigZh7rimv9al8Lft,Pureland,2017,3.0,24.0
['4SOjulesys5BeXKPGUCY9F'],6FVM9wfwEUJmh0t8rwU0tV,Organic Electrified Forms 1a,2017,,
