artists_idxs,album_idx,album_name,album_release_year,album_release_month,album_release_day
['6viZnVSHavFUcW0blu6Mvw'],176ocuyDghIgtnqlRHl7lR,Jorge,2018,9.0,28.0
['6viZnVSHavFUcW0blu6Mvw'],1FaFnc7lRcUSy2fk8DSHNe,El Morroeste,2014,9.0,30.0
['6viZnVSHavFUcW0blu6Mvw'],1o8C6ngRNvLoBZbPHVKLTA,Más Que Ayer,2012,3.0,8.0
"['6viZnVSHavFUcW0blu6Mvw', '3aJKcXCh6bOs8xBHNDgdj7']",0vGfAyCaiHOTA1SIfDg0OQ,Lo mejor es diario,2007,5.0,16.0
['6viZnVSHavFUcW0blu6Mvw'],4rKWMSVSRqtstgaAWHnRVM,Chilo Times,2006,11.0,1.0
['6vuVYXtXvcNwD51ajwvMks'],2kR4URvwRSis9eYCMbmMJw,This Is My Way (Extended),2022,9.0,2.0
['6vuVYXtXvcNwD51ajwvMks'],30vdNPMVje0js6p6PyDHiQ,Renditions III,2022,2.0,18.0
['6vuVYXtXvcNwD51ajwvMks'],2BtQiuPO3XhOh2XmNF1Phw,This Is My Way,2021,4.0,23.0
['6vuVYXtXvcNwD51ajwvMks'],27A05aTmV2uAeOE25OzQSi,Ecstasy,2019,11.0,8.0
['6vuVYXtXvcNwD51ajwvMks'],3KD3RDmZBEHUXwh60HhCpG,It's Time You Realize,2018,9.0,28.0
['6vuVYXtXvcNwD51ajwvMks'],4fQxllI1QB4WuQsRHAyw0K,Renditions II,2017,8.0,7.0
['6vuVYXtXvcNwD51ajwvMks'],7oEMpYXHDnKgtrf2A8QmOb,Renditions,2017,4.0,13.0
['6vuVYXtXvcNwD51ajwvMks'],2wFvBkJaVEanSlRVP4V9NZ,Reality,2013,12.0,8.0
['6vwjIs0tbIiseJMR3pqwiL'],4vgHXHbrOmKsNBb4icJJ6G,Below (Deluxe),2022,3.0,18.0
['6vwjIs0tbIiseJMR3pqwiL'],5AQKqldLehNX6p4rxFFwAz,Below,2021,6.0,25.0
['6vwjIs0tbIiseJMR3pqwiL'],7fJTj0UgSQmjZZWIxZljHZ,Aggressive (Remixed/Remastered),2020,12.0,18.0
['6vwjIs0tbIiseJMR3pqwiL'],0W1v4PxSlD1gMIbUlejqr8,Disease (Deluxe Edition),2019,10.0,25.0
['6vwjIs0tbIiseJMR3pqwiL'],1EFr8cW4waL1ASHS1RdmhF,Disease,2018,9.0,28.0
['6vwjIs0tbIiseJMR3pqwiL'],6NNxeJZ1h3J2wIzolVNlx1,Aggressive (Deluxe Edition),2017,5.0,26.0
['6vwjIs0tbIiseJMR3pqwiL'],6M7tifsx7fUtUkmAfY4xKf,Aggressive (Album Commentary),2016,8.0,5.0
['6vwjIs0tbIiseJMR3pqwiL'],5nQE80zQR1NqKDBo4oE4EJ,Aggressive,2016,6.0,3.0
['6vwjIs0tbIiseJMR3pqwiL'],1mIrsS2pstpEx28TelJuVW,Disgusting (Deluxe Edition),2015,12.0,25.0
['6vwjIs0tbIiseJMR3pqwiL'],7dh7xmoU6FjAIQgrBbltXV,Disgusting,2014,6.0,10.0
['6vwohTnFjRH2dQCZd32eSB'],2Z1H9kWwXONaqY0nmY2moa,Monster Tunes Yearmix 2013 (Mixed by Mark Eteson),2013,12.0,30.0
['6vwohTnFjRH2dQCZd32eSB'],0tuOOpUwo62CaFsDAa78V4,Monster Tunes Yearmix 2011,2011,12.0,19.0
['6wFwvxJkurQPU2UdeD4qVt'],1o4R311aM9WDNrCLNVJsbY,Love Signs Remixed,2022,7.0,15.0
['6wFwvxJkurQPU2UdeD4qVt'],5orev7zIxApVQG0ftbkbPG,Love Signs,2021,7.0,23.0
['6wFwvxJkurQPU2UdeD4qVt'],0RSKnjggldZx2NrKSOD913,Quiet Ferocity,2017,7.0,7.0
['6wFwvxJkurQPU2UdeD4qVt'],2XsjDHpFxvgcuYZ8zaflfd,Speakerzoid,2015,10.0,2.0
['6wFwvxJkurQPU2UdeD4qVt'],1t9mIUIJv1WyHgdG12JjMC,Speakerzoid,2015,8.0,7.0
['6wFwvxJkurQPU2UdeD4qVt'],3DWhWfiW17a3UbKhdGCyyt,Learn to Exist,2013,8.0,30.0
"['4Rgs2uEA4ZPVrfSGTcFvVm', '6we2u0wHu4S9H6A1LVZ6LA']",7t1vtH22FGup37sluz31Si,Alto da Maravilha,2022,11.0,7.0
['6we2u0wHu4S9H6A1LVZ6LA'],6wMaEwXyCu1okpsuYgN8up,"Samba, Prazer E Misterio",2019,7.0,14.0
['6we2u0wHu4S9H6A1LVZ6LA'],3wPrB0o6hdaNa3bjHlcGQ2,"Samba, Prazer & Misterio",2005,9.0,15.0
['6we2u0wHu4S9H6A1LVZ6LA'],4yp5R9YyHZ3U6ykY9OHTmS,Série 2 EM 1 - Antonio Carlos & Jocafi,2000,,
['6we2u0wHu4S9H6A1LVZ6LA'],74iFk7l1cnXLumudWKSgva,20 Super Sucessos Antônio Carlos e Jocafi,1998,5.0,5.0
['6we2u0wHu4S9H6A1LVZ6LA'],1u3iefJeW165HBjL31w9q1,Antonio Carlos and Jocafi Sing the Music of Jorge Amado,1997,1.0,1.0
['6we2u0wHu4S9H6A1LVZ6LA'],6F15qzSk8Tx1JiYVuqFRnm,Acervo Especial - Antônio Carlos & Jocafi,1993,,
['6we2u0wHu4S9H6A1LVZ6LA'],2Sv0vuhN65FINS5svkf3w9,Trabalho de Base,1980,,
['6we2u0wHu4S9H6A1LVZ6LA'],09FzqN0pxhBjXpKcmu9dp7,Elas por Elas,1978,,
['6we2u0wHu4S9H6A1LVZ6LA'],7HkmLboqINhpz1TJrERZGf,Louvado Seja,1977,,
['6we2u0wHu4S9H6A1LVZ6LA'],6PFOaGPlhJH6P3cx6XHprO,Ossos do Ofício,1975,,
['6we2u0wHu4S9H6A1LVZ6LA'],1phnffg9E5sEvySIYf6t5z,Definitivamente,1974,,
['6we2u0wHu4S9H6A1LVZ6LA'],0XLM8s3mgV2KahkWE4Utn2,Antonio Carlos & Jocafi,1973,,
['6we2u0wHu4S9H6A1LVZ6LA'],7hRnXGOx4m0Lp3kGccMgjJ,Cada Segundo,1972,,
['6we2u0wHu4S9H6A1LVZ6LA'],0zblsLfCD9smWpW0gZhgaw,Mudei de Ideia,1971,,
['6ws5XBA70XgeBpnLZhQBoy'],3UC6PUVkyKlZ2ygOYH2RGN,Late Show,2017,10.0,13.0
['6xBfkx9eLqhTWN8Czcpj3G'],4fM7LamkV806NXk9Wc8EzE,Azur Kry,2021,6.0,17.0
['6xPOeIDWmM9ooOw7SBknMl'],2EruEBw8awLTVzwhSd4yqt,Aeromantic II,2021,9.0,3.0
['6xPOeIDWmM9ooOw7SBknMl'],0nu8H20H4e73VhvW5R8GOS,Aeromantic,2020,2.0,28.0
['6xPOeIDWmM9ooOw7SBknMl'],2OEKXd9pLIbUTRMEtsZSnN,Aeromantic,2019,2.0,28.0
['6xPOeIDWmM9ooOw7SBknMl'],4nAVptu2sPqgTTOIWrGjuI,サムタイムス・ザ・ワールド・エイント・イナフ,2018,6.0,29.0
['6xPOeIDWmM9ooOw7SBknMl'],2e3TucUba32xDKLlqsTNm2,Sometimes the World Ain't Enough,2018,6.0,29.0
['6xPOeIDWmM9ooOw7SBknMl'],7sCUwxqW8oor9atVS5vm8p,Amber Galactic,2017,5.0,19.0
['6xPOeIDWmM9ooOw7SBknMl'],1Dj7Zh5R4VTZQn5hejYlfN,Skyline Whispers,2015,6.0,9.0
['6xPOeIDWmM9ooOw7SBknMl'],0SqFLkhUPdnfOUIc9xGGjA,Internal Affairs,2012,6.0,18.0
['6xQvQwZQQuq9R3TdPNbcR8'],6MnnkXC0DBgjc9mFxJ585V,The Biggest,2019,11.0,22.0
['6xYBLeSMu1AqPsnUzEvx5n'],7JIsbIpQFRDx7DCirZRFqP,Live and Alone in New York,2021,2.0,19.0
['6xYBLeSMu1AqPsnUzEvx5n'],3P63BEKh9V8ahbovH0wlYH,Queen of the Night,2020,9.0,25.0
['6xYBLeSMu1AqPsnUzEvx5n'],7wWH3JBwr7P2QLdsey4fda,Over You (Deluxe Edition),2019,8.0,30.0
['6xYBLeSMu1AqPsnUzEvx5n'],330opabMQLsEGj91vStbSO,Paper Plane,2016,1.0,29.0
['6xYBLeSMu1AqPsnUzEvx5n'],3KcDlXUjE04DHzfRA497IJ,Felony Flats (Deluxe),2011,1.0,28.0
['6xYBLeSMu1AqPsnUzEvx5n'],3494KPrNIjIFWldmRSQVz5,Felony Flats,2011,1.0,28.0
['6xYBLeSMu1AqPsnUzEvx5n'],3U0eCULxwnrZZ4a97CGJdw,Slow & Steady Seduction: Phase II,2009,1.0,19.0
['6xYBLeSMu1AqPsnUzEvx5n'],2narRmEo4XQl7RKeYWwtFC,Miss Halfway,2005,1.0,25.0
['6xiiSfkOMgkWl33hhEraNq'],7ryJnNc40Do3ZdxALsaJI4,Amazing Grace,2023,2.0,15.0
['6xiiSfkOMgkWl33hhEraNq'],7dW9TQ0goVyW0Uw8eVqKSc,Day by Day (Classic Hymns for String Quartet),2011,7.0,15.0
['6xrCU6zdcSTsG2hLrojpmI'],6FtOADddclxzVHrpqCe79m,Local Valley,2021,9.0,17.0
['6xrCU6zdcSTsG2hLrojpmI'],3dQlXEJzQsGAFGbYRyfEfp,Local Valley,2021,9.0,17.0
['6xrCU6zdcSTsG2hLrojpmI'],2WzPtTWlXVfzEUNuKgvihR,Local Valley,2021,9.0,17.0
